Máquinas e equipamentos (Página 2),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,pág. 2/6
,,,,Viana do Castelo,Vila Nova de Cerveira,Cávado,Amares,Barcelos,Braga,Esposende,Terras do Bouro,Vila Verde,Ave
Explorações que utilizam tractores,,,expl (nº),"2,289",357,"11,153",852,"3,953","1,701","1,312",703,"2,632","8,778"
Máquinas pertencentes à exploração,,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),828,145,"5,516",299,"2,585",731,743,205,953,"3,239"
,,,máq (nº),958,177,"7,097",390,"3,554",934,921,218,"1,080","4,299"
,,De menos de 20 c.v.,expl (nº),38,2,99,10,38,21,10,3,17,89
,,,máq (nº),38,... ,99,10,38,21,10,3,17,89
,,De 20 a menos de 34 c.v.,expl (nº),167,21,473,34,152,81,57,27,122,348
,,,máq (nº),168,21,474,35,152,81,57,27,122,354
,,De 34 a menos de 55 c.v.,expl (nº),515,104,"3,977",223,"1,868",482,542,160,702,"2,104"
,,,máq (nº),545,108,"4,279",265,"2,016",518,568,165,747,"2,245"
,,De 55 a menos de 82 c.v.,expl (nº),169,29,"1,690",58,996,222,236,22,156,"1,125"
,,,máq (nº),191,39,"2,045",77,"1,213",283,267,23,182,"1,436"
,,De 82 a menos de 109 c.v,expl (nº),10,7,152,1,109,17,15,- ,10,125
,,,máq (nº),12,7,170,... ,122,21,15,- ,10,143
,,De 109 c.v. e mais,expl (nº),3,- ,29,1,13,9,4,- ,2,31
,,,máq (nº),4,- ,30,... ,13,10,4,- ,... ,32
,Motocultivadores,,expl (nº),"1,052",139,955,68,411,120,266,23,67,382
,,,máq (nº),"1,139",151,982,69,425,127,270,23,68,394
,Motoenxadas (motofresas),,expl (nº),231,4,382,21,129,11,213,2,6,136
,,,máq (nº),234,4,392,23,131,11,219,... ,6,138
,Motoceifeiras (motogadanheiras),,expl (nº),397,15,"2,595",174,"1,527",390,313,39,152,"1,549"
,,,máq (nº),433,15,"2,882",187,"1,672",441,373,39,170,"1,717"
,Electrobomba/motobomba,,expl (nº),"1,226",47,"6,894",509,"3,211","1,512","1,027",8,627,"4,753"
,,,máq (nº),"1,610",61,"12,307",875,"6,550","2,394","1,726",8,754,"7,523"
,Distribuidores de adubos e correctivos,,expl (nº),113,19,"1,696",71,"1,152",173,170,4,126,951
,,,máq (nº),117,23,"1,866",76,"1,297",181,174,4,134,"1,022"
,Semeadores,,expl (nº),119,22,"1,897",69,"1,129",266,252,2,179,"1,183"
,,,máq (nº),121,24,"1,934",70,"1,153",268,261,... ,180,"1,230"
,Plantadores/transplantadores,,expl (nº),23,- ,224,7,135,13,49,7,13,351
,,,máq (nº),23,- ,228,8,136,14,50,7,13,354
,Pulverizadores e polvilhadores,,expl (nº),726,35,"3,615",149,"1,965",561,506,17,417,"2,108"
,,,máq (nº),749,41,"3,753",172,"2,019",587,526,17,432,"2,228"
,Gadanheiras,,expl (nº),40,10,"1,105",72,515,277,127,15,99,"1,036"
,,,máq (nº),43,12,"1,210",76,588,294,135,16,101,"1,174"
,Colhedores de forragem,,expl (nº),86,13,945,7,608,142,137,- ,51,588
,,,máq (nº),100,14,"1,045",9,678,145,149,- ,64,738
,Enfardadeiras,,expl (nº),23,21,322,13,155,76,16,19,43,360
,,,máq (nº),25,21,329,13,160,76,16,19,45,367
,Ceifeiras-debulhadoras,,expl (nº),- ,- ,1,- ,- ,- ,- ,- ,1,- 
,,,máq (nº),- ,- ,... ,- ,- ,- ,- ,- ,... ,- 
,Secadores de cereais,,expl (nº),- ,- ,3,- ,2,- ,- ,- ,1,4
,,,máq (nº),- ,- ,3,- ,... ,- ,- ,- ,... ,4
,Viradores de feno,,expl (nº),71,19,972,14,709,131,65,6,47,818
,,,máq (nº),73,20,"1,005",15,732,136,65,6,51,862
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
