Utilização das terras (Ave),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 3/6
,,,Ave,Fafe,Guimarães,Póvoa de Lanhoso,Santo Tirso,Trofa,Vieira do Minho,Vila Nova de Famalicão,Vizela
Superfície Total,,expl (nº),"9,151","2,032","1,777","1,058",816,338,"1,197","1,728",205
 ,,área (ha),"55,272","9,263","10,048","5,788","4,889","2,849","12,397","9,135",903
Superfície Agrícola Utilizada (SAU),,expl (nº),"9,112","2,021","1,773","1,050",813,335,"1,193","1,722",205
 ,,área (ha),"29,020","4,679","5,483","2,790","2,658","1,591","4,908","6,381",530
Terra arável,,expl (nº),"8,792","1,978","1,669","1,013",775,329,"1,161","1,677",190
,,área (ha),"20,124","3,747","3,874","1,901","1,996","1,451","1,637","5,173",345
,Terra arável limpa,expl (nº),"8,789","1,978","1,668","1,013",774,329,"1,161","1,677",189
,,área (ha),"20,118","3,747","3,870","1,901","1,996","1,450","1,637","5,173",344
,Culturas temporárias,expl (nº),"8,459","1,950","1,600",981,749,323,"1,084","1,593",179
,,área (ha),"19,597","3,651","3,789","1,854","1,950","1,433","1,563","5,021",336
,Pousio (com e sem ajuda),expl (nº),31,1,4,5,4,- ,2,15,- 
,,área (ha),84,... ,7,9,8,- ,... ,60,- 
,Horta familiar,expl (nº),"7,082","1,745","1,106",854,611,202,"1,069","1,383",112
,,área (ha),433,97,69,36,36,18,73,97,7
,Culturas sob-coberto matas e florestas,expl (nº),5,- ,2,- ,1,1,- ,- ,1
,,área (ha),5,- ,... ,- ,... ,... ,- ,- ,... 
,Culturas temporárias,expl (nº),5,- ,2,- ,1,1,- ,- ,1
,,área (ha),5,- ,... ,- ,... ,... ,- ,- ,... 
,Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,,expl (nº),"8,708","1,912","1,736","1,029",793,299,"1,126","1,612",201
,,área (ha),"5,442",715,"1,565",693,634,112,401,"1,140",182
,Sem culturas sob-coberto,expl (nº),"4,053",417,979,464,410,258,567,837,121
,,área (ha),"3,209",171,976,399,444,96,123,880,120
,Com culturas temporárias,expl (nº),"7,053","1,822","1,471",947,616,60,"1,011",967,159
,,área (ha),"2,062",519,560,252,188,13,224,245,61
,Com pousio (com e sem ajuda),expl (nº),5,- ,- ,3,- ,- ,2,- ,- 
,,área (ha),1,- ,- ,1,- ,- ,... ,- ,- 
,Com horta familiar,expl (nº),"2,795",840,674,391,53,33,665,117,22
,,área (ha),77,14,13,12,o ,1,32,5,o 
,Com pastagens permanentes,expl (nº),391,32,37,81,2,4,221,13,1
,,área (ha),57,5,2,22,... ,o ,24,4,... 
Pastagens permanentes,,expl (nº),"1,013",196,74,133,20,12,521,51,6
,,área (ha),"3,466",215,51,200,30,27,"2,872",66,5
,Em terra limpa,expl (nº),954,182,72,128,20,12,484,50,6
,,área (ha),"2,086",188,49,193,30,27,"1,528",66,5
,Sob-coberto de matas e florestas,expl (nº),133,15,3,12,- ,- ,102,1,- 
,,área (ha),"1,380",27,1,8,- ,- ,"1,344",... ,- 
Matas e florestas sem culturas sob-coberto,,expl (nº),"6,127","1,650","1,109",750,537,222,918,824,117
,,área (ha),"21,491","3,657","3,884","2,421","1,952","1,157","5,681","2,407",332
Superfície Agrícola não utilizada,,expl (nº),"1,078",125,281,164,81,25,281,90,31
,,área (ha),"1,299",117,350,189,144,13,336,124,26
Outras superfícies,,expl (nº),"8,671","2,013","1,763",963,807,334,916,"1,673",202
,,área (ha),"3,459",811,319,390,136,89,"1,474",223,17
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Norte."
