Explorações segundo a condição pela qual é recenseada a exploração,,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrária,,,1 ha ou mais de Superfície Agrícola Utilizada (SAU),,,"Sem a condição anterior, mas com uma área mínima de determinada cultura",,,"Sem nenhuma das condições anteriores, mas com uma determinada actividade animal",,
,Nut III,,Expl (nº),SAU (ha),Sup. Total (ha),Expl (nº),SAU (ha),Sup. Total (ha),Expl (nº),SAU (ha),Sup. Total (ha)
,,Concelho,,,,,,,,,
Entre Douro e Minho,,,"49,397","205,117","350,960","11,228","6,758","16,073","6,921","3,867","7,834"
,Minho Lima ,,"12,146","65,426","105,524","1,934","1,274","2,826","2,655","1,584","2,790"
,,Arcos de Valdevez,"2,248","16,161","26,099",303,207,443,530,314,534
,,Caminha,392,"2,149","3,922",40,24,66,114,72,146
,,Melgaço,892,"6,007","7,937",279,180,376,185,110,187
,,Monção,"1,363","6,462","11,864",466,322,682,378,231,391
,,Paredes de Coura,"1,022","4,289","7,623",17,11,24,114,70,112
,,Ponte da Barca,917,"10,660","11,851",84,55,117,122,71,102
,,Ponte de Lima,"2,764","10,139","19,770",388,251,545,577,342,673
,,Valença,525,"1,934","3,168",118,76,178,136,76,142
,,Viana do Castelo,"1,747","6,724","10,628",217,136,361,420,247,422
,,Vila Nova de Cerveira,276,901,"2,662",22,12,34,79,51,81
,Cávado,,"8,608","34,699","55,993","1,700","1,049","2,630","1,123",637,"1,267"
,,Amares,586,"1,927","3,638",265,174,437,55,32,100
,,Barcelos,"3,268","11,782","18,130",404,255,683,340,208,371
,,Braga,"1,422","4,868","8,000",226,138,415,98,46,76
,,Esposende,853,"2,365","3,664",395,218,344,73,39,61
,,Terras de Bouro,559,"8,357","14,057",94,55,250,103,51,152
,,Vila Verde,"1,920","5,400","8,504",316,209,501,454,261,507
,Ave,,"7,300","27,980","52,328","1,320",777,"2,296",531,281,648
,,Fafe,"1,717","4,496","8,840",177,107,260,138,74,166
,,Guimarães,"1,377","5,262","9,463",295,174,483,105,60,97
,,Póvoa de Lanhoso,823,"2,660","5,382",172,101,340,63,29,70
,,Santo Tirso,607,"2,536","4,538",162,98,292,47,26,56
,,Trofa,297,"1,570","2,716",27,16,84,14,7,49
,,Vieira do Minho,895,"4,744","11,752",227,128,536,75,35,110
,,Vila Nova de Famalicão,"1,436","6,211","8,798",215,129,248,77,43,85
,,Vizela,148,501,839,45,24,53,12,7,15
,Grande Porto,,"3,341","15,519","22,356","1,036",532,990,229,111,318
,,Espinho,22,48,66,10,4,5,3,1,2
,,Gondomar,556,"1,446","3,003",174,91,213,49,24,82
,,Maia,336,"1,737","2,593",52,32,95,19,8,71
,,Matosinhos,257,"1,209","1,533",19,12,15,18,8,16
,,Póvoa de Varzim,748,"3,102","3,649",547,277,361,21,9,19
,,Valongo,205,724,"1,667",76,42,135,28,11,37
,,Vila do Conde,792,"5,998","7,997",36,17,47,48,26,45
,,Vila Nova de Gaia,425,"1,255","1,848",122,57,119,43,24,46
,Tâmega,,"14,655","53,193","95,712","4,810","2,865","6,455","1,063",516,974
,,Amarante,"1,587","5,412","18,742",574,351,698,51,30,49
,,Baião,"1,333","3,574","6,689",537,332,777,41,23,55
,,Cabeceiras de Basto,959,"5,709","11,856",265,167,595,42,16,45
,,Castelo de Paiva,521,"1,077","2,321",99,55,213,132,67,132
,,Celorico de Basto,"1,241","3,353","6,597",423,236,510,121,63,139
,,Cinfães,"1,409","4,544","5,695",275,160,340,91,40,65
,,Felgueiras,979,"3,404","4,888",468,279,463,22,11,22
,,Lousada,641,"2,679","4,070",277,155,306,37,14,22
,,Marco de Canaveses,"1,355","3,927","6,879",374,225,483,56,18,38
,,Mondim de Basto,599,"5,266","6,344",119,76,142,81,50,78
,,Paços de Ferreira,425,"1,265","2,230",112,63,146,72,39,63
,,Paredes,821,"2,268","4,080",256,152,402,108,57,97
,,Penafiel,"1,167","3,517","5,986",575,333,791,164,73,143
,,Resende,876,"4,048","4,983",352,224,453,9,6,6
,,Ribeira de Pena,742,"3,150","4,352",104,57,136,36,9,20
,Entre Douro e Vouga,,"3,347","8,300","19,047",428,261,876,"1,320",738,"1,837"
,,Arouca,"1,245","3,762","9,220",97,65,333,346,204,504
,,Oliveira de Azeméis,644,"1,726","3,388",102,62,169,330,170,440
,,Santa Maria da Feira,729,"1,559","2,751",26,17,29,226,132,251
,,São João da Madeira,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Vale de Cambra,729,"1,253","3,688",203,117,345,418,232,642
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
