Efectivo Animal (Página 10),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 10/12
,,,Lousada,,Marco de Canaveses,,Mondim de Basto,,Paços de Ferreira,,Paredes,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,454,"4,435",748,"2,218",502,"2,063",357,"2,365",586,"3,699"
Bovinos com menos de 1 ano,,,331,"1,507",532,927,298,655,253,700,327,"1,362"
,Vitelos de carne (para abate < 1 ano),,41,158,186,294,87,138,48,108,90,487
,Outros vitelos,,296,"1,349",350,633,241,517,207,592,249,875
,,Machos,265,954,275,449,119,277,143,366,198,635
,,Fêmeas,84,395,113,184,172,240,97,226,91,240
Bovinos de 1 a menos de 2 anos,,,234,"1,549",166,337,55,184,104,431,297,"1,076"
,Machos,,213,"1,148",146,280,23,139,70,194,267,914
,Fêmeas reprodutoras,,42,382,21,47,31,44,31,207,38,145
,Fêmeas não reprodutoras,,8,19,9,10,1,... ,19,30,11,17
Bovinos de 2 anos e mais,,,172,"1,379",392,954,477,"1,224",209,"1,234",275,"1,261"
,Machos,,41,128,35,64,7,9,14,23,80,196
,Novilhas reprodutoras,,30,195,18,40,9,17,22,111,30,89
,Novilhas não reprodutoras,,2,... ,3,3,1,... ,3,3,4,10
,Vacas leiteiras,,67,921,25,135,8,16,132,985,150,858
,Outras vacas,,57,120,333,712,468,"1,181",59,112,59,108
SUÍNOS,,,468,"1,586",801,"1,729",323,"1,480",240,637,562,"1,743"
,Suínos com menos de 20 kg de PV,,63,389,24,111,70,503,20,155,100,586
,Fêmeas reprodutoras de 50 kg de PV e mais,,99,199,42,72,28,192,29,45,141,245
,Outros suínos,,415,998,776,"1,546",258,785,218,437,447,912
OVINOS,,,97,872,830,"6,972",31,325,168,"1,677",302,"2,881"
,Fêmeas reprodutoras,,80,500,819,"4,653",29,242,164,"1,205",298,"2,369"
,Outros ovinos,,49,372,632,"2,319",19,83,111,472,151,512
CAPRINOS,,,34,202,108,882,121,"4,465",17,198,90,540
,Fêmeas reprodutoras,,31,149,104,582,116,"3,229",15,178,88,453
,Outros caprinos,,16,53,70,300,76,"1,236",8,20,41,87
EQUÍDEOS,,,93,149,60,88,32,45,15,16,52,95
,Gado equino,,61,110,42,68,15,27,10,11,43,84
,,Fêmeas reprodutoras,13,22,14,23,4,5,1,... ,12,17
,,Outros equinos,56,88,33,45,12,22,10,10,38,67
,Gado asinino,,29,32,15,15,16,17,3,3,9,10
,Gado muar,,7,7,4,5,1,... ,2,... ,1,... 
COELHAS reprodutoras,,,336,887,518,"1,051",180,393,244,802,439,"2,026"
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,559,"9,728",976,"11,809",437,"3,531",335,"12,772",649,"11,474"
,Galinhas poedeiras e reprodutoras,,668,"96,625","1,333","11,821",477,"3,567",430,"5,228",812,"8,313"
,Perús,,44,227,66,196,12,27,29,169,19,68
,"Patos, Gansos e pintadas",,144,"1,157",224,"1,688",46,126,69,671,116,970
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,22,191,64,390,78,488,19,292,26,175
,Número de cortiços povoadas,,3,4,11,16,36,174,3,10,14,36
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
