Explorações segundo o número de blocos com SAU,,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrária,,,,Número de blocos com SAU,,,,,,,
,Nut III,,,,,,,,,,
,,Concelho,,Total ,1,2,3,4 e 5,6 a 9,10 a 19,>=20
Trás os Montes,,,expl (nº),"69,830","6,018","6,200","6,221","11,613","15,677","15,410","8,691"
,,,SAU (ha),"457,889","28,525","23,283","17,357","39,246","71,261","113,381","164,847"
,,,blocos com SAU (nº),"697,923","6,018","12,400","18,663","52,041","114,613","207,489","286,699"
,Douro,,expl (nº),"31,646","4,671","4,303","3,968","6,458","7,013","4,332",901
,,,SAU (ha),"139,103","15,442","12,416","11,724","23,200","34,188","29,980","12,143"
,,,blocos com SAU (nº),"185,934","4,671","8,606","11,904","28,837","50,517","55,885","25,514"
,,Alijó,expl (nº),"2,920",293,342,344,596,760,505,80
,,,SAU (ha),"9,221","1,434",672,691,"1,752","2,275","1,922",475
,,,blocos com SAU (nº),"18,743",293,684,"1,032","2,682","5,476","6,482","2,094"
,,Armamar,expl (nº),"1,279",90,104,146,251,362,285,41
,,,SAU (ha),"4,481",380,204,293,459,"1,230","1,406",510
,,,blocos com SAU (nº),"9,291",90,208,438,"1,128","2,643","3,723","1,061"
,,Carrazeda de Ansiães,expl (nº),"1,908",124,182,197,471,547,353,34
,,,SAU (ha),"7,945",579,521,457,"1,318","2,265","2,303",505
,,,blocos com SAU (nº),"12,418",124,364,591,"2,101","3,975","4,445",818
,,Freixo de Espada à Cinta,expl (nº),955,139,115,141,197,227,112,24
,,,SAU (ha),"8,218",528,533,960,"1,240","2,186","1,753","1,018"
,,,blocos com SAU (nº),"5,448",139,230,423,865,"1,644","1,453",694
,,Lamego,expl (nº),"2,085",537,381,254,334,313,183,83
,,,SAU (ha),"6,163","1,051",831,539,793,921,766,"1,255"
,,,blocos com SAU (nº),"10,985",537,762,762,"1,478","2,262","2,453","2,731"
,,Mesão Frio,expl (nº),606,280,114,86,86,31,9,- 
,,,SAU (ha),"1,253",446,183,180,191,103,151,- 
,,,blocos com SAU (nº),"1,451",280,228,258,373,213,99,- 
,,Moimenta da Beira,expl (nº),"1,295",99,110,136,269,300,250,131
,,,SAU (ha),"5,598",282,232,312,871,"1,452","1,366","1,083"
,,,blocos com SAU (nº),"11,548",99,220,408,"1,209","2,181","3,373","4,058"
,,Penedono,expl (nº),718,42,61,81,177,250,97,10
,,,SAU (ha),"3,897",73,207,274,557,"1,546","1,093",146
,,,blocos com SAU (nº),"4,454",42,122,243,801,"1,792","1,232",222
,,Peso da Régua,expl (nº),"1,518",435,323,186,267,219,82,6
,,,SAU (ha),"4,156",918,773,494,574,811,510,71
,,,blocos com SAU (nº),"5,476",435,646,558,"1,162","1,548",982,145
,,Sabrosa,expl (nº),"1,443",196,236,209,283,317,171,31
,,,SAU (ha),"4,734",539,573,525,780,"1,485",673,161
,,,blocos com SAU (nº),"7,849",196,472,627,"1,256","2,238","2,206",854
,,Santa Marta de Penaguião,expl (nº),"1,492",225,260,230,357,302,113,5
,,,SAU (ha),"3,706",419,441,544,786,871,606,46
,,,blocos com SAU (nº),"6,675",225,520,690,"1,597","2,154","1,373",116
,,São João da Pesqueira,expl (nº),"2,219",557,432,319,467,340,102,2
,,,SAU (ha),"12,636","2,759","1,417","1,361","2,509","2,896","1,665",... 
,,,blocos com SAU (nº),"8,107",557,864,957,"2,070","2,393","1,220",... 
,,Sernancelhe,expl (nº),"1,154",84,132,151,277,309,188,13
,,,SAU (ha),"4,924",217,383,339,790,"1,573","1,497",125
,,,blocos com SAU (nº),"6,900",84,264,453,"1,233","2,232","2,341",293
,,Tabuaço,expl (nº),"1,303",166,153,189,321,311,150,13
,,,SAU (ha),"4,517",485,339,375,"1,079","1,059",938,244
,,,blocos com SAU (nº),"6,894",166,306,567,"1,442","2,223","1,850",340
,,Tarouca,expl (nº),924,79,100,105,162,201,211,66
,,,SAU (ha),"2,185",133,194,173,290,461,649,288
,,,blocos com SAU (nº),"7,428",79,200,315,727,"1,463","2,814","1,830"
,,Torre de Moncorvo,expl (nº),"2,191",199,242,258,433,609,380,70
,,,SAU (ha),"17,169",951,859,801,"1,932","4,821","5,159","2,644"
,,,blocos com SAU (nº),"14,748",199,484,774,"1,962","4,462","4,914","1,953"
,,Vila Flor,expl (nº),"1,887",198,245,228,440,466,275,35
,,,SAU (ha),"10,490",568,689,831,"1,780","2,723","2,857","1,035"
,,,blocos com SAU (nº),"11,163",198,490,684,"1,970","3,355","3,541",925
,,Vila Nova de Foz Côa,expl (nº),"2,422",617,502,414,476,310,93,10
,,,SAU (ha),"16,716","2,337","2,072","2,118","3,550","3,438","2,054","1,148"
,,,blocos com SAU (nº),"8,534",617,"1,004","1,242","2,099","2,167","1,146",259
,,Vila Real,expl (nº),"3,327",311,269,294,594,839,773,247
,,,SAU (ha),"11,094","1,343","1,293",457,"1,949","2,072","2,612","1,365"
