Efectivo animal (Página 1),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/7
,,,Trás os Montes,,Douro,,Alijó,,Armamar,,Carrazeda de Ansiães,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,"10,634","79,340","2,750","13,393",148,433,26,30,68,301
Bovinos com menos de 1 ano,,,"7,420","24,823","1,714","4,737",77,160,13,14,41,163
,Vitelos de carne (para abate < 1 ano),,"5,778","17,852","1,143","2,677",61,126,12,13,31,80
,Outros vitelos,,"2,405","6,971",665,"2,060",21,34,1,... ,14,83
,,Machos,"1,089","2,472",356,889,12,17,1,... ,12,73
,,Fêmeas,"1,851","4,499",469,"1,171",13,17,- ,- ,5,10
Bovinos de 1 a menos de 2 anos,,,"1,946","5,481",385,"1,070",9,20,3,3,17,32
,Machos,,529,"1,127",158,452,4,13,2,... ,8,19
,Fêmeas reprodutoras,,"1,486","4,108",243,578,5,7,1,... ,11,13
,Fêmeas não reprodutoras,,113,246,21,40,- ,- ,- ,- ,- ,- 
Bovinos de 2 anos e mais,,,"9,296","49,036","2,157","7,586",121,253,11,13,46,106
,Machos,,617,860,122,181,7,12,2,... ,5,7
,Novilhas reprodutoras,,"1,272","4,830",237,"1,025",6,9,2,... ,16,39
,Novilhas não reprodutoras,,75,186,24,32,1,... ,2,... ,1,... 
,Vacas leiteiras,,"2,918","17,556",901,"3,725",23,65,- ,- ,11,24
,Outras vacas,,"6,185","25,604","1,165","2,623",95,166,5,7,21,33
SUÍNOS,,,"14,872","63,261","3,506","20,126",231,557,101,237,187,648
,Suínos com menos de 20 kg de PV,,"2,483","14,703",292,"5,322",21,59,4,10,25,252
,Fêmeas reprodutoras de 50 kg de PV e mais,,"1,537","5,922",231,"2,283",12,15,5,22,18,57
,Outros suínos,,"13,008","42,636","3,214","12,521",209,483,95,205,169,339
OVINOS,,,"5,363","325,519","1,614","74,610",69,"1,921",16,417,70,"5,221"
,Fêmeas reprodutoras,,"5,062","273,101","1,545","64,898",66,"1,423",14,278,64,"4,005"
,Outros ovinos,,"3,421","52,418",957,"9,712",38,498,5,139,49,"1,216"
CAPRINOS,,,"3,096","73,522",919,"20,533",43,"1,764",23,345,26,"1,033"
,Fêmeas reprodutoras,,"2,974","64,170",892,"17,876",43,"1,553",22,338,26,914
,Outros caprinos,,"1,206","9,352",306,"2,657",21,211,5,7,10,119
EQUÍDEOS,,,"24,197","30,548","7,607","8,514",839,897,155,194,852,897
,Gado equino,,"5,075","6,272","1,799","2,051",368,398,23,53,445,464
,,Fêmeas reprodutoras,"1,232","1,750",259,304,12,12,1,... ,28,30
,,Outros equinos,"3,996","4,522","1,575","1,747",361,386,23,48,419,434
,Gado asinino,,"12,533","15,091","3,471","3,674",330,342,106,109,315,328
,Gado muar,,"7,997","9,185","2,618","2,789",154,157,27,32,102,105
COELHAS reprodutoras,,,"9,653","41,866","2,621","11,155",206,480,75,246,165,491
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"19,502","301,838","4,479","179,673",254,"48,610",240,"1,569",313,"1,697"
,Galinhas poedeiras e reprodutoras,,"30,255","332,018","8,801","134,233",552,"58,461",235,"2,292",646,"3,755"
,Perús,,"1,789","6,305",292,940,22,58,3,17,34,100
,"Patos, Gansos e pintadas",,"5,195","30,489",975,"5,336",71,460,12,91,71,309
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,"1,935","43,556",728,"15,203",52,714,13,142,35,573
,Número de cortiços povoadas,,606,"3,669",193,"1,268",10,36,1,... ,18,102
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
