Máquinas e equipamentos (Página 1),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/4
,,,,Trás os Montes,Douro,Alijó,Armamar,Carrazeda de Ansiães,Freixo de Espada à Cinta,Lamego,Mesão Frio,Moimenta da  Beira
Explorações que utilizam tractores,,,expl (nº),"54,098","18,137","1,351",794,933,595,888,88,"1,182"
Máquinas pertencentes à exploração,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),"18,511","5,497",410,294,346,190,293,44,543
,,,máq (nº),"21,161","6,449",515,355,387,241,338,49,621
,,De menos de 20 c.v.,expl (nº),688,373,45,18,20,2,33,4,14
,,,máq (nº),690,373,45,18,20,... ,33,4,14
,,De 20 a menos de 34 c.v.,expl (nº),"2,345","1,072",114,31,73,22,65,12,86
,,,máq (nº),"2,368","1,092",119,32,74,22,66,12,86
,,De 34 a menos de 55 c.v.,expl (nº),"9,995","3,058",194,175,185,111,149,18,374
,,,máq (nº),"10,462","3,318",218,193,192,123,164,20,395
,,De 55 a menos de 82 c.v.,expl (nº),"6,372","1,316",96,91,84,71,65,10,106
,,,máq (nº),"7,081","1,546",122,106,94,90,71,13,120
,,De 82 a menos de 109 c.v,expl (nº),447,84,3,6,7,4,3,- ,5
,,,máq (nº),482,100,5,6,7,4,3,- ,5
,,De 109 c.v. e mais,expl (nº),73,17,3,- ,- ,- ,1,- ,1
,,,máq (nº),78,20,6,- ,- ,- ,... ,- ,... 
,Motocultivadores,,expl (nº),"2,190","1,283",129,44,74,60,73,10,36
,,,máq (nº),"2,267","1,330",130,46,76,63,77,10,38
,Motoenxadas (motofresas),,expl (nº),355,191,10,7,3,2,14,6,4
,,,máq (nº),368,200,10,7,3,... ,15,6,4
,Motoceifeiras (motogadanheiras),,expl (nº),"2,470",257,13,2,- ,- ,3,- ,54
,,,máq (nº),"2,641",270,14,... ,- ,- ,4,- ,55
,Electrobomba/motobomba,,expl (nº),"23,702","8,496","1,072",404,397,561,349,7,"1,109"
,,,máq (nº),"31,300","12,593","1,261",616,569,823,681,8,"2,183"
,Distribuidores de adubos e correctivos,,expl (nº),"2,499",468,41,25,53,14,19,2,69
,,,máq (nº),"2,616",508,46,27,57,14,20,... ,76
,Semeadores,,expl (nº),"1,510",192,4,1,5,5,4,- ,73
,,,máq (nº),"1,549",192,4,... ,5,5,4,- ,73
,Plantadores/transplantadores,,expl (nº),110,34,2,2,3,- ,- ,- ,5
,,,máq (nº),113,35,... ,... ,3,- ,- ,- ,5
,Pulverizadores e polvilhadores,,expl (nº),"4,281","2,240",140,219,134,39,186,27,241
,,,máq (nº),"4,926","2,778",204,273,168,49,219,34,275
,Gadanheiras,,expl (nº),"3,573",506,26,7,23,8,10,- ,144
,,,máq (nº),"3,786",549,30,7,25,8,11,- ,159
,Colhedores de forragem,,expl (nº),399,125,2,1,2,- ,8,- ,72
,,,máq (nº),453,147,... ,... ,... ,- ,9,- ,84
,Enfardadeiras,,expl (nº),"2,282",205,3,2,16,2,5,- ,64
,,,máq (nº),"2,429",213,3,... ,16,... ,5,- ,66
,Ceifeiras-debulhadoras,,expl (nº),326,21,1,- ,4,- ,2,- ,3
,,,máq (nº),346,21,... ,- ,4,- ,... ,- ,3
,Secadores de cereais,,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,máq (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,Viradores de feno,,expl (nº),"2,503",252,7,1,11,2,4,- ,93
,,,máq (nº),"2,562",262,7,... ,11,... ,4,- ,96
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
