Explorações segundo a OTE e a dimensão económica (Página 1),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/4
,,Trás os Montes,Douro,Alijó,Armamar,Carrazeda de Ansiães,Freixo de Espada à Cinta,Lamego,Mesão Frio,Moimenta da  Beira,Penedono
,,expl. (nº),,,,,,,,,
Classes de dimensão económica (UDE),,"69,978","31,717","2,922","1,280","1,909",957,"2,093",607,"1,302",719
,> 0 a < 2,"35,701","16,583","1,572",660,942,357,"1,202",402,670,390
,2 a < 4,"15,981","6,891",681,245,471,226,405,91,277,160
,4 a < 8,"10,299","4,518",391,175,281,196,272,56,183,94
,8 a < 16,"5,304","2,265",172,100,137,105,118,34,112,50
,16 a < 40,"2,220","1,126",79,82,55,54,77,18,53,18
,40 a < 100,391,272,18,15,21,18,17,5,7,6
,> = 100,82,62,9,3,2,1,2,1,- ,1
OTE,,"70,006","31,721","2,922","1,280","1,909",957,"2,094",607,"1,302",719
,Cereais e plantas olea./proteaginosas,178,37,1,1,5,1,2,1,2,- 
,Culturas agrícolas diversas,"1,453",428,25,7,7,- ,14,- ,61,15
,Horticultura,153,52,3,- ,1,- ,7,- ,- ,- 
,Viticultura,"14,230","12,710","2,050",539,638,47,"1,248",559,96,25
,Fruticultura,"5,124","2,404",28,317,86,86,255,6,240,225
,Olivicultura,"5,804","1,629",37,39,88,152,4,- ,10,11
,Culturas permanentes diversas,"16,033","8,132",365,271,755,561,212,25,117,162
,Bovinos de leite,896,329,7,- ,- ,- ,3,- ,184,7
,Bovinos para gado/carne,"1,734",500,19,- ,4,- ,20,- ,17,- 
,Bovinos para leite/gado/carne,317,115,3,- ,1,- ,1,- ,36,1
,Ovinos/caprinos/outros herbívoros,"3,895","1,057",51,6,58,25,120,3,91,35
,Granívoros,208,64,3,- ,1,- ,7,1,10,- 
,Policultura,"10,081","2,011",146,75,169,45,66,2,209,141
,Polipecuária-herbívoros,"3,144",664,55,5,24,6,26,- ,74,23
,Polipecuária-granívoros,773,193,16,3,6,1,22,- ,24,11
,Agricultura geral e herbívoros,"1,620",343,19,- ,16,- ,22,- ,48,13
,Culturas diversas e gado,"4,335","1,049",94,17,50,33,64,10,83,50
,Não classificadas,28,4,- ,- ,- ,- ,1,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
