Utilização das terras (Página 3),,,,,,,,,,,,,,,,,
,,área (ha),"95,584","8,998",420,"10,416","5,151","11,683","2,410","16,236","9,775",428,"3,570","14,890","1,160","3,493","6,954"
,Sem culturas sob-coberto,expl (nº),"32,724","1,356",575,"3,884","4,644","3,140","1,634","3,710","2,586",373,"1,379","4,703",900,"1,379","2,461"
,,área (ha),"93,231","8,932",366,"10,225","4,882","11,387","2,367","16,063","9,693",282,"3,479","14,317",965,"3,394","6,879"
,Com culturas temporárias,expl (nº),"3,424",71,54,215,472,324,53,251,97,94,216,"1,100",167,174,136
,,área (ha),"1,894",35,23,172,196,286,36,148,70,38,88,535,106,96,65
,Com pousio (com e sem ajuda),expl (nº),89,8,2,1,66,1,- ,3,- ,- ,3,4,- ,1,- 
,,área (ha),66,2,... ,... ,37,... ,- ,19,- ,- ,2,o ,- ,... ,- 
,Com horta familiar,expl (nº),551,18,3,17,109,7,10,60,7,6,16,267,9,4,18
,,área (ha),36,2,o ,o ,4,o ,o ,4,o ,o ,1,23,o ,o ,2
,Com pastagens permanentes,expl (nº),418,7,50,19,40,2,1,7,2,121,10,22,122,3,12
,,área (ha),352,27,30,20,26,... ,... ,4,... ,108,2,18,85,2,8
Pastagens permanentes,,expl (nº),"23,784",461,"1,223","2,763","3,711","1,761","1,242","1,357","1,395","2,382",475,"2,649","1,631",794,"1,940"
,,área (ha),"85,005","1,452","7,475","8,610","5,940","3,578","6,417","2,082","4,734","26,924",501,"3,185","5,776","2,880","5,451"
,Em terra limpa,expl (nº),"23,697",459,"1,221","2,754","3,700","1,758","1,240","1,351","1,392","2,363",466,"2,646","1,617",794,"1,936"
,,área (ha),"79,821","1,422","7,185","8,488","5,822","3,575","6,378","1,779","4,682","23,320",465,"3,157","5,238","2,874","5,436"
,Sob-coberto de matas e florestas,expl (nº),"2,061",4,196,87,94,7,21,25,19,"1,166",28,27,366,7,14
,,área (ha),"5,191",31,289,123,119,3,39,303,52,"3,607",36,26,541,6,16
Matas e florestas sem culturas sob-coberto,,expl (nº),"21,234",644,893,"2,550","4,152","1,116",919,"1,445","1,307","1,248",892,"3,109","1,067",595,"1,297"
,,área (ha),"65,423","4,602","1,576","6,826","8,997","3,393","3,986","7,646","7,883","3,310","2,673","6,294","2,217","3,525","2,495"
Superfície Agrícola não utilizada,,expl (nº),"15,184",763,247,"2,220","1,377","2,139",739,"1,766","1,433",476,343,"1,369",262,939,"1,111"
,,área (ha),"41,659","3,262",202,"7,673","1,503","6,978","1,851","5,449","5,064",525,407,"2,247",248,"3,642","2,608"
Outras superfícies,,expl (nº),"16,776",375,304,"3,303","1,662","1,563",662,"1,820","1,228",937,295,"1,656",906,488,"1,577"
,,área (ha),"3,536",34,25,147,228,193,117,"1,017",196,67,15,"1,132",296,30,39
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Norte."
