Máquinas e equipamentos (Página 3),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 3/4
,,,,Vila Flor,Vila Nova de Foz Côa,Vila Real,Alto Trás os Montes,Alfândega da Fé,Boticas,Bragança,Chaves,Macedo de Cavaleiros
Explorações que utilizam tractores,,,expl (nº),"1,667","1,554","2,273","35,961","1,299","1,259","3,939","4,967","3,136"
Máquinas pertencentes à exploração,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),446,411,599,"13,014",272,414,"1,672","1,434","1,081"
,,,máq (nº),502,500,664,"14,712",329,473,"1,894","1,566","1,177"
,,De menos de 20 c.v.,expl (nº),10,14,81,315,2,8,8,116,7
,,,máq (nº),10,14,81,317,... ,8,8,117,7
,,De 20 a menos de 34 c.v.,expl (nº),80,49,173,"1,273",17,50,57,315,56
,,,máq (nº),80,50,175,"1,276",17,50,57,315,56
,,De 34 a menos de 55 c.v.,expl (nº),265,240,275,"6,937",144,265,732,704,639
,,,máq (nº),283,271,290,"7,144",148,282,750,720,648
,,De 55 a menos de 82 c.v.,expl (nº),109,124,97,"5,056",122,118,920,351,403
,,,máq (nº),122,152,103,"5,535",150,127,"1,007",385,432
,,De 82 a menos de 109 c.v,expl (nº),6,11,11,363,8,5,67,19,30
,,,máq (nº),6,13,13,382,10,5,69,19,31
,,De 109 c.v. e mais,expl (nº),1,- ,2,56,2,1,3,10,3
,,,máq (nº),... ,- ,... ,58,... ,... ,3,10,3
,Motocultivadores,,expl (nº),49,72,286,907,35,17,121,159,38
,,,máq (nº),51,73,296,937,35,18,123,162,38
,Motoenxadas (motofresas),,expl (nº),10,10,57,164,1,5,18,65,4
,,,máq (nº),10,10,58,168,... ,5,18,68,4
,Motoceifeiras (motogadanheiras),,expl (nº),14,- ,79,"2,213",17,234,280,123,47
,,,máq (nº),14,- ,84,"2,371",17,255,285,132,47
,Electrobomba/motobomba,,expl (nº),"1,146",72,"1,114","15,206",255,240,"2,278","2,314",955
,,,máq (nº),"1,425",90,"1,470","18,707",275,255,"2,854","3,087","1,175"
,Distribuidores de adubos e correctivos,,expl (nº),36,24,24,"2,031",26,20,398,79,122
,,,máq (nº),37,24,26,"2,108",27,20,413,81,130
,Semeadores,,expl (nº),9,5,39,"1,318",26,6,382,69,96
,,,máq (nº),9,5,39,"1,357",26,6,405,69,97
,Plantadores/transplantadores,,expl (nº),5,- ,3,76,2,8,7,15,1
,,,máq (nº),5,- ,3,78,... ,8,7,15,... 
,Pulverizadores e polvilhadores,,expl (nº),176,109,139,"2,041",40,22,140,121,128
,,,máq (nº),192,142,150,"2,148",47,22,143,126,131
,Gadanheiras,,expl (nº),24,3,103,"3,067",46,127,563,213,249
,,,máq (nº),25,3,114,"3,237",48,130,594,218,271
,Colhedores de forragem,,expl (nº),- ,- ,24,274,1,12,18,63,8
,,,máq (nº),- ,- ,29,306,... ,12,19,68,8
,Enfardadeiras,,expl (nº),14,1,26,"2,077",31,106,371,129,154
,,,máq (nº),14,... ,28,"2,216",32,110,407,137,158
,Ceifeiras-debulhadoras,,expl (nº),1,1,- ,305,3,4,59,29,17
,,,máq (nº),... ,... ,- ,325,3,4,70,29,18
,Secadores de cereais,,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,máq (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,Viradores de feno,,expl (nº),3,- ,78,"2,251",24,100,467,66,165
,,,máq (nº),3,- ,83,"2,300",24,100,489,69,166
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
