Explorações segundo a OTE e a dimensão económica (Página 3),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 3/4
,,Vila Real,Alto Trás os Montes,Alfândega da Fé,Boticas,Bragança,Chaves,Macedo de Cavaleiros,Bragança,Chaves,Macedo de Cavaleiros
,,expl. (nº),,,,,,,,,
Classes de dimensão económica (UDE),,"3,334","38,261","1,377","1,338","4,062","5,474","3,187","1,722","3,775",2694
,> 0 a < 2,"2,268","19,118",469,802,"1,870","3,793","1,428",865,"1,901",929
,2 a < 4,649,"9,090",380,273,987,"1,003",851,373,862,650
,4 a < 8,255,"5,781",282,172,666,435,523,262,525,529
,8 a < 16,104,"3,039",144,75,379,175,284,148,326,380
,16 a < 40,49,"1,094",84,15,144,64,82,69,132,194
,40 a < 100,7,119,15,1,15,3,16,5,21,12
,> = 100,2,20,3,- ,1,1,3,- ,8,- 
OTE,,"3,336","38,285","1,377","1,339","4,071","5,476","3,187","1,722","3,781",2696
,Cereais e plantas olea./proteaginosas,10,141,1,14,11,31,4,22,6,30
,Culturas agrícolas diversas,179,"1,025",2,108,57,348,6,30,16,48
,Horticultura,29,101,1,4,2,43,2,1,10,1
,Viticultura,964,"1,520",9,10,38,419,8,171,32,113
,Fruticultura,77,"2,720",115,16,701,136,189,68,68,84
,Olivicultura,14,"4,175",335,2,239,23,"1,039",25,"1,485",449
,Culturas permanentes diversas,289,"7,901",736,8,710,303,937,249,"1,240",749
,Bovinos de leite,53,567,1,16,13,84,1,79,1,146
,Bovinos para gado/carne,395,"1,234",- ,186,37,35,13,55,3,21
,Bovinos para leite/gado/carne,53,202,- ,17,6,15,2,28,- ,35
,Ovinos/caprinos/outros herbívoros,268,"2,838",56,182,293,251,162,216,125,243
,Granívoros,22,144,1,19,23,34,5,7,6,2
,Policultura,332,"8,070",58,263,"1,044","2,203",441,342,392,338
,Polipecuária-herbívoros,256,"2,480",5,184,330,497,79,208,41,133
,Polipecuária-granívoros,59,580,- ,62,62,184,9,11,14,3
,Agricultura geral e herbívoros,142,"1,277",1,138,52,307,4,72,5,67
,Culturas diversas e gado,192,"3,286",56,109,444,561,286,138,331,232
,Não classificadas,2,24,- ,1,9,2,- ,- ,6,2
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
