Produtor singular segundo a OTE e as classes de idade (Página 3),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,pág. 3/6
Região Agrária,,,,Total,Cereais Plantas olea./prot.,Culturas agrícolas diversas,Horticultura,Viticultura,Fruticultura,Olivicultura,Culturas permanentes diversas,Bovinos                de leite,Bovinos para gado/carne
,Nut III,,,,,,,,,,,,
,,Concelho,,nº de indivíduos,,,,,,,,,
,,Sabrosa,,,,,,,,,,,
,,,Total,"1,383",1,13,4,879,7,50,184,1,29
,,,15 - 24,8,- ,- ,- ,4,- ,- ,2,- ,1
,,,25 - 34,46,1,- ,2,29,1,- ,3,- ,3
,,,35 - 44,150,- ,1,2,91,2,3,23,- ,2
,,,45 - 54,303,- ,1,- ,200,1,15,34,- ,6
,,,55 - 64,360,- ,6,- ,229,1,8,57,- ,10
,,,>= 65,516,- ,5,- ,326,2,24,65,1,7
,,Santa Marta de Penaguião,,,,,,,,,,,
,,,Total,"1,467",1,- ,- ,"1,325",6,8,86,- ,- 
,,,15 - 24,1,- ,- ,- ,1,- ,- ,- ,- ,- 
,,,25 - 34,47,- ,- ,- ,42,1,1,2,- ,- 
,,,35 - 44,187,- ,- ,- ,166,1,1,10,- ,- 
,,,45 - 54,341,- ,- ,- ,313,- ,2,20,- ,- 
,,,55 - 64,377,- ,- ,- ,339,1,1,22,- ,- 
,,,>= 65,514,1,- ,- ,464,3,3,32,- ,- 
,,São João da Pesqueira,,,,,,,,,,,
,,,Total,"2,150",- ,2,1,"1,114",75,94,758,- ,- 
,,,15 - 24,16,- ,- ,- ,6,3,2,5,- ,- 
,,,25 - 34,133,- ,- ,- ,69,8,6,38,- ,- 
,,,35 - 44,324,- ,- ,1,170,14,11,104,- ,- 
,,,45 - 54,432,- ,- ,- ,218,11,24,156,- ,- 
,,,55 - 64,502,- ,1,- ,264,15,17,182,- ,- 
,,,>= 65,743,- ,1,- ,387,24,34,273,- ,- 
,,Sernancelhe,,,,,,,,,,,
,,,Total,"1,153",1,50,- ,162,107,12,240,40,4
,,,15 - 24,6,- ,1,- ,2,- ,- ,- ,1,- 
,,,25 - 34,42,- ,3,- ,7,6,1,4,- ,- 
,,,35 - 44,171,- ,8,- ,23,16,4,27,14,1
,,,45 - 54,203,- ,10,- ,25,23,3,43,7,- 
,,,55 - 64,302,- ,9,- ,27,28,- ,76,14,2
,,,>= 65,429,1,19,- ,78,34,4,90,4,1
,,Tabuaço,,,,,,,,,,,
,,,Total,"1,287",- ,32,- ,524,50,185,282,- ,- 
,,,15 - 24,5,- ,- ,- ,2,- ,1,1,- ,- 
,,,25 - 34,58,- ,1,- ,20,4,8,10,- ,- 
,,,35 - 44,172,- ,6,- ,78,9,13,39,- ,- 
,,,45 - 54,216,- ,5,- ,79,9,28,59,- ,- 
,,,55 - 64,315,- ,7,- ,132,14,40,64,- ,- 
,,,>= 65,521,- ,13,- ,213,14,95,109,- ,- 
,,Tarouca,,,,,,,,,,,
,,,Total,921,2,11,1,131,139,10,268,34,10
,,,15 - 24,2,- ,- ,- ,- ,- ,- ,1,- ,- 
,,,25 - 34,30,- ,- ,- ,4,8,- ,12,1,- 
,,,35 - 44,112,- ,2,1,16,22,1,33,8,1
,,,45 - 54,186,- ,1,- ,23,36,3,52,7,3
,,,55 - 64,269,- ,2,- ,39,30,3,83,14,3
,,,>= 65,322,2,6,- ,49,43,3,87,4,3
,,Torre de Moncorvo,,,,,,,,,,,
,,,Total,"2,174",- ,2,- ,66,330,267,"1,240",- ,- 
,,,15 - 24,8,- ,- ,- ,- ,1,2,3,- ,- 
,,,25 - 34,70,- ,1,- ,2,14,8,34,- ,- 
,,,35 - 44,188,- ,- ,- ,6,30,30,88,- ,- 
,,,45 - 54,402,- ,- ,- ,13,77,47,202,- ,- 
,,,55 - 64,540,- ,1,- ,19,85,52,311,- ,- 
,,,>= 65,966,- ,- ,- ,26,123,128,602,- ,- 
,,Vila Flor,,,,,,,,,,,
,,,Total,"1,841",4,9,4,110,108,406,"1,011",- ,1
,,,15 - 24,7,- ,- ,- ,1,1,- ,4,- ,- 
,,,25 - 34,73,- ,2,1,3,7,22,28,- ,- 
,,,35 - 44,244,- ,1,2,20,16,57,110,- ,1
,,,45 - 54,355,- ,2,1,22,24,75,189,- ,- 
,,,55 - 64,496,3,- ,- ,21,25,99,302,- ,- 
,,,>= 65,666,1,4,- ,43,35,153,378,- ,- 
,,Vila Nova de Foz Côa,,,,,,,,,,,
,,,Total,"2,321",4,1,- ,638,228,201,"1,140",- ,- 
,,,15 - 24,10,- ,- ,- ,3,- ,1,5,- ,- 
,,,25 - 34,70,2,- ,- ,27,6,5,21,- ,- 
,,,35 - 44,200,- ,1,- ,67,12,16,84,- ,- 
,,,45 - 54,411,1,- ,- ,142,26,38,174,- ,- 
,,,55 - 64,592,- ,- ,- ,173,54,49,294,- ,- 
,,,>= 65,"1,038",1,- ,- ,226,130,92,562,- ,- 
,,Vila Real,,,,,,,,,,,
,,,Total,"3,276",9,179,26,945,76,14,286,53,395
,,,15 - 24,10,- ,- ,- ,8,- ,- ,- ,- ,- 
,,,25 - 34,109,- ,7,8,43,4,- ,9,3,8
,,,35 - 44,350,- ,16,9,121,9,1,22,9,43
,,,45 - 54,719,2,28,1,227,14,5,81,12,87
,,,55 - 64,867,2,36,4,218,17,3,68,21,123
,,,>= 65,"1,221",5,92,4,328,32,5,106,8,134
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,,
