"Características da habitação do produtor singular (Total de Explorações, Idade da habitação > 50 anos)",,,,,,,,
,,,,,,,1999,
,,,,,,,pág. 5/6,
Região Agrícola,,,Total de explorações,,,,,
Nut III,,,Total  ,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos,
Concelho,,,Idade da habitação > 50 anos,,,,,
,,,expl. (nº),,,,,
BEIRA INTERIOR,,,"17,021","16,660","15,905","15,153","16,477",
,Pinhal Interior Sul ,,"3,157","3,141","3,034","2,955","3,106",
,,Mação,713,711,710,704,707,
,,Oleiros,665,661,606,626,655,
,,Proença-a-Nova,584,582,573,548,578,
,,Sertã,987,980,940,877,961,
,,Vila de Rei,208,207,205,200,205,
,Serra da Estrela,,"2,024","1,973","1,884","1,789","1,962",
,,Fornos de Algodres,368,349,313,303,345,
,,Gouveia,585,572,558,526,570,
,,Seia,"1,071","1,052","1,013",960,"1,047",
,Beira Interior Norte,,"6,266","6,145","5,736","5,346","6,071",
,,Almeida,410,409,379,367,405,
,,Celorico da Beira,559,534,523,501,529,
,,Figueira de Castelo Rodrigo,786,783,785,754,780,
,,Guarda,"1,148","1,117",998,945,"1,102",
,,Manteigas,68,67,66,68,67,
,,Meda,410,399,393,363,395,
,,Pinhel,987,978,901,791,961,
,,Sabugal,997,988,914,830,969,
,,Trancoso,901,870,777,727,863,
,Beira Interior Sul,,"3,050","2,996","2,980","2,878","2,969",
,,Castelo Branco,"1,457","1,440","1,428","1,368","1,425",
,,Idanha-a-Nova,676,659,654,643,659,
,,Penamacor,472,458,456,437,448,
,,Vila Velha de Ródão,445,439,442,430,437,
,Cova da Beira,,"2,524","2,405","2,271","2,185","2,369",
,,Belmonte,330,321,312,300,315,
,,Covilhã,943,887,861,811,885,
,,Fundão,"1,251","1,197","1,098","1,074","1,169",
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
