"Características da habitação do produtor singular (Total de Explorações, Idade de habitação < 30 anos)",,,,,,,,
,,,,,,,1999,
,,,,,,,pág. 1/6,
Região Agrícola,,,Total de explorações,,,,,
Nut III,,,Total  ,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos,
Concelho,,,Idade da habitação < 30 anos,,,,,
,,,expl. (nº),,,,,
BEIRA INTERIOR,,,"20,521","20,412","20,295","20,131","20,366",
,Pinhal Interior Sul ,,"2,514","2,513","2,505","2,491","2,506",
,,Mação,355,355,355,354,355,
,,Oleiros,479,479,476,477,479,
,,Proença-a-Nova,768,768,768,764,765,
,,Sertã,811,810,805,797,806,
,,Vila de Rei,101,101,101,99,101,
,Serra da Estrela,,"2,022","2,015","2,011","2,001","2,014",
,,Fornos de Algodres,324,321,319,317,321,
,,Gouveia,694,692,693,688,691,
,,Seia,"1,004","1,002",999,996,"1,002",
,Beira Interior Norte,,"8,026","7,989","7,915","7,819","7,963",
,,Almeida,640,638,627,627,636,
,,Celorico da Beira,508,504,500,496,502,
,,Figueira de Castelo Rodrigo,684,684,683,682,684,
,,Guarda,"1,525","1,521","1,502","1,492","1,517",
,,Manteigas,94,93,94,94,93,
,,Meda,972,964,955,914,948,
,,Pinhel,"1,707","1,699","1,686","1,664","1,699",
,,Sabugal,"1,015","1,011","1,007",991,"1,010",
,,Trancoso,881,875,861,859,874,
,Beira Interior Sul,,"3,944","3,922","3,913","3,880","3,919",
,,Castelo Branco,"1,889","1,888","1,883","1,859","1,887",
,,Idanha-a-Nova,938,925,918,914,925,
,,Penamacor,671,663,666,662,663,
,,Vila Velha de Ródão,446,446,446,445,444,
,Cova da Beira,,"4,015","3,973","3,951","3,940","3,964",
,,Belmonte,449,445,446,445,445,
,,Covilhã,"1,257","1,239","1,242","1,241","1,239",
,,Fundão,"2,309","2,289","2,263","2,254","2,280",
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
