Produtor singular segundo a Dimensão Económica e as Classes de Idade (Total e Pinhal Interior Norte),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
Nut III,,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
Concelho,,,,,nº de indíviduos,,,,,,
BEIRA INTERIOR,,,,,,,,,,,
,,,Total,"47,921","33,227","7,343","3,886","2,029","1,070",282,84
,,,15 - 24,96,53,15,13,9,2,3,1
,,,25 - 34,"1,063",534,147,130,118,98,34,2
,,,35 - 44,"4,192","2,407",649,404,393,252,70,17
,,,45 - 54,"7,551","4,816","1,229",734,449,231,63,29
,,,55 - 64,"12,194","7,966","2,104","1,210",584,258,53,19
,,,>= 65,"22,825","17,451","3,199","1,395",476,229,59,16
,Pinhal Interior Norte,,,,,,,,,,
,,,Total,"7,884","6,787",818,210,53,14,2,- 
,,,15 - 24,6,5,- ,- ,1,- ,- ,- 
,,,25 - 34,106,85,9,4,5,3,- ,- 
,,,35 - 44,542,457,53,20,9,3,- ,- 
,,,45 - 54,"1,204",988,144,58,13,1,- ,- 
,,,55 - 64,"1,939","1,614",250,58,13,3,1,- 
,,,>= 65,"4,087","3,638",362,70,12,4,1,- 
,,Mação,,,,,,,,,
,,,Total,"1,422","1,215",140,46,14,6,1,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,18,12,3,1,1,1,- ,- 
,,,35 - 44,78,62,8,5,2,1,- ,- 
,,,45 - 54,154,123,20,7,4,- ,- ,- 
,,,55 - 64,324,259,43,15,4,2,1,- 
,,,>= 65,848,759,66,18,3,2,- ,- 
,,Oleiros,,,,,,,,,
,,,Total,"1,603","1,453",135,13,2,- ,- ,- 
,,,15 - 24,1,1,- ,- ,- ,- ,- ,- 
,,,25 - 34,19,19,- ,- ,- ,- ,- ,- 
,,,35 - 44,107,99,6,- ,2,- ,- ,- 
,,,45 - 54,270,237,25,8,- ,- ,- ,- 
,,,55 - 64,397,353,43,1,- ,- ,- ,- 
,,,>= 65,809,744,61,4,- ,- ,- ,- 
,,Proença-a-Nova,,,,,,,,,
,,,Total,"1,819","1,391",309,91,23,4,1,- 
,,,15 - 24,1,1,- ,- ,- ,- ,- ,- 
,,,25 - 34,23,17,4,1,- ,1,- ,- 
,,,35 - 44,152,127,21,2,2,- ,- ,- 
,,,45 - 54,302,216,56,24,6,- ,- ,- 
,,,55 - 64,439,320,83,28,7,1,- ,- 
,,,>= 65,902,710,145,36,8,2,1,- 
,,Sertã,,,,,,,,,
,,,Total,"2,520","2,232",217,55,13,3,- ,- 
,,,15 - 24,3,2,- ,- ,1,- ,- ,- 
,,,25 - 34,44,35,2,2,4,1,- ,- 
,,,35 - 44,181,147,17,12,3,2,- ,- 
,,,45 - 54,412,354,40,16,2,- ,- ,- 
,,,55 - 64,652,564,72,14,2,- ,- ,- 
,,,>= 65,"1,228","1,130",86,11,1,- ,- ,- 
,,Vila de Rei,,,,,,,,,
,,,Total,520,496,17,5,1,1,- ,- 
,,,15 - 24,1,1,- ,- ,- ,- ,- ,- 
,,,25 - 34,2,2,- ,- ,- ,- ,- ,- 
,,,35 - 44,24,22,1,1,- ,- ,- ,- 
,,,45 - 54,66,58,3,3,1,1,- ,- 
,,,55 - 64,127,118,9,- ,- ,- ,- ,- 
,,,>= 65,300,295,4,1,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
