Explorações segundo o número de bovinos (Classes do número de animais 1 ao 29),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/2
Região Agrária,,,,Total,Classes do número de animais,,,,,,
Nut III,,,,,,,,,,,
Concelho,,,,,1,2,3 a 4,5 a 9,10 a 14,15 a 19,20 a 29
BEIRA INTERIOR,,,expl (nº),"6,256","1,464","1,379","1,237",991,375,210,213
,,,efect (nº),"55,207","1,464","2,758","4,223","6,512","4,303","3,488","5,116"
,Pinhal Interior Sul ,,expl (nº),471,222,152,45,32,4,5,3
,,,efect (nº),"1,815",222,304,157,220,45,86,65
,,Mação,expl (nº),39,14,10,6,6,1,- ,- 
,,,efect (nº),410,14,20,18,44,... ,- ,- 
,,Oleiros,expl (nº),50,22,25,3,- ,- ,- ,- 
,,,efect (nº),82,22,50,10,- ,- ,- ,- 
,,Proença-a-Nova,expl (nº),77,32,24,8,5,1,2,2
,,,efect (nº),468,32,48,29,30,... ,... ,... 
,,Sertã,expl (nº),296,151,90,26,21,2,3,1
,,,efect (nº),800,151,180,93,146,... ,51,... 
,,Vila de Rei,expl (nº),9,3,3,2,- ,- ,- ,- 
,,,efect (nº),55,3,6,... ,- ,- ,- ,- 
,Serra da Estrela,,expl (nº),236,103,61,29,25,5,6,5
,,,efect (nº),820,103,122,104,152,58,98,109
,,Fornos de Algodres,expl (nº),91,34,28,11,10,4,1,3
,,,efect (nº),323,34,56,38,63,45,... ,68
,,Gouveia,expl (nº),78,29,20,12,13,- ,3,- 
,,,efect (nº),281,29,40,44,78,- ,47,- 
,,Seia,expl (nº),67,40,13,6,2,1,2,2
,,,efect (nº),216,40,26,22,... ,... ,... ,... 
,Beira Interior Norte,,expl (nº),"3,833",771,817,850,676,246,129,134
,,,efect (nº),"29,900",771,"1,634","2,903","4,426","2,859","2,141","3,255"
,,Almeida,expl (nº),427,35,42,68,106,48,33,39
,,,efect (nº),"6,242",35,84,233,709,556,549,928
,,Celorico da Beira,expl (nº),74,25,10,22,5,9,- ,1
,,,efect (nº),382,25,20,74,31,102,- ,... 
,,Figueira de Castelo Rodrigo,expl (nº),102,12,6,12,25,14,4,9
,,,efect (nº),"2,014",12,12,43,162,161,63,219
,,Guarda,expl (nº),991,200,238,238,181,47,22,23
,,,efect (nº),"6,574",200,476,808,"1,198",546,362,559
,,Manteigas,expl (nº),7,3,2,- ,2,- ,- ,- 
,,,efect (nº),20,3,... ,- ,... ,- ,- ,- 
,,Meda,expl (nº),132,55,28,26,11,7,2,- 
,,,efect (nº),518,55,56,88,68,79,... ,- 
,,Pinhel,expl (nº),628,129,153,151,108,38,15,13
,,,efect (nº),"3,694",129,306,515,705,440,246,299
,,Sabugal,expl (nº),867,159,184,189,137,61,42,39
,,,efect (nº),"7,687",159,368,647,879,717,698,969
,,Trancoso,expl (nº),605,153,154,144,101,22,11,10
,,,efect (nº),"2,769",153,308,495,661,258,189,253
,Beira Interior Sul,,expl (nº),522,104,89,65,66,37,20,29
,,,efect (nº),"13,430",104,178,221,429,407,336,710
,,Castelo Branco,expl (nº),154,43,39,20,12,9,5,5
,,,efect (nº),"2,768",43,78,71,73,102,84,122
,,Idanha-a-Nova,expl (nº),240,18,28,24,34,22,13,22
,,,efect (nº),"8,542",18,56,79,233,245,218,533
,,Penamacor,expl (nº),105,34,20,18,15,5,2,1
,,,efect (nº),"1,835",34,40,60,92,50,... ,... 
,,Vila Velha de Ródão,expl (nº),23,9,2,3,5,1,- ,1
,,,efect (nº),285,9,... ,11,31,... ,- ,... 
,Cova da Beira,,expl (nº),"1,194",264,260,248,192,83,50,42
,,,efect (nº),"9,242",264,520,838,"1,285",934,827,977
,,Belmonte,expl (nº),129,35,29,26,14,12,4,5
,,,efect (nº),996,35,58,86,92,131,63,115
,,Covilhã,expl (nº),451,90,92,89,75,31,24,22
,,,efect (nº),"4,090",90,184,303,506,353,395,507
,,Fundão,expl (nº),614,139,139,133,103,40,22,15
,,,efect (nº),"4,156",139,278,449,687,450,369,355
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
