Efectivo animal (Serra da Estrela),,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 3/7
,,,Serra da Estrela,,Fornos de Algodres,,Gouveia,,Seia,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
BOVINOS,,,236,820,91,323,78,281,67,216
Bovinos com menos de 1 ano,,,123,279,48,110,37,92,38,77
,Vitelos de carne (para abate < 1 ano),,70,153,24,41,19,58,27,54
,Outros vitelos,,63,126,27,69,20,34,16,23
,,Machos,44,81,21,47,14,24,9,10
,,Fêmeas,29,45,15,22,6,10,8,13
Bovinos de 1 a menos de 2 anos,,,61,154,18,51,23,67,20,36
,Machos,,27,65,- ,- ,17,47,10,18
,Fêmeas reprodutoras,,35,81,17,50,8,17,10,14
,Fêmeas não reprodutoras,,7,8,1,... ,3,3,3,4
Bovinos de 2 anos e mais,,,136,387,63,162,40,122,33,103
,Machos,,14,26,- ,- ,8,13,6,13
,Novilhas reprodutoras,,29,106,6,19,14,59,9,28
,Novilhas não reprodutoras,,1,... ,- ,- ,- ,- ,1,... 
,Vacas leiteiras,,87,205,55,136,14,21,18,48
,Outras vacas,,22,48,3,7,10,29,9,12
SUÍNOS,,,692,"2,792",146,276,217,"1,175",329,"1,341"
,Suínos com menos de 20 kg de PV,,56,477,19,27,23,226,14,224
,Fêmeas reprodutoras de 50 kg de PV e mais,,32,320,5,7,12,175,15,138
,Outros suínos,,642,"1,995",126,242,201,774,315,979
OVINOS,,,"1,023","39,781",198,"8,664",238,"13,433",587,"17,684"
,Fêmeas reprodutoras,,883,"35,380",193,"7,981",195,"11,186",495,"16,213"
,Outros ovinos,,715,"4,401",143,683,186,"2,247",386,"1,471"
CAPRINOS,,,878,"5,663",253,"1,463",192,"1,781",433,"2,419"
,Fêmeas reprodutoras,,868,"4,929",252,"1,320",190,"1,436",426,"2,173"
,Outros caprinos,,301,734,79,143,80,345,142,246
EQUÍDEOS,,,595,651,113,115,178,198,304,338
,Gado equino,,102,141,9,10,52,70,41,61
,,Fêmeas reprodutoras,37,43,2,... ,20,20,15,21
,,Outros equinos,71,98,7,8,35,50,29,40
,Gado asinino,,436,446,101,101,103,104,232,241
,Gado muar,,64,64,4,4,24,24,36,36
COELHAS reprodutoras,,,877,"2,775",175,535,236,826,466,"1,414"
AVES,,,,,,,,,,
,Frangos de carne (inclui galos),,"1,014","129,360",182,"7,166",232,"39,617",600,"82,577"
,Galinhas poedeiras e reprodutoras,,"2,768","94,953",522,"4,506",769,"33,257","1,477","57,190"
,Perús,,104,361,25,51,21,84,58,226
,"Patos, Gansos e pintadas",,410,"2,649",55,197,145,"1,113",210,"1,339"
ABELHAS,,,,,,,,,,
,Número de colmeias povoadas,,232,"3,987",28,387,34,717,170,"2,883"
,Número de cortiços povoadas,,73,410,8,21,3,10,62,379
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
