Explorações segundo o número de Bovinos (Classes do número de animais 30 a >=300),,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 2/2
Região Agrária,,,,Classes do número de animais,,,,,,
Nut III,,,,,,,,,,
Concelho,,,,30 a 39,40 a 49,50 a 59,60 a 99,100 a 199,200 a 299,>= 300
BEIRA INTERIOR,,,expl (nº),119,60,54,89,51,8,6
,,,efect (nº),"4,065","2,685","2,919","6,616","7,042","1,934","2,082"
,Pinhal Interior Sul ,,expl (nº),3,- ,1,2,1,1,- 
,,,efect (nº),106,- ,... ,... ,... ,... ,- 
,,Mação,expl (nº),1,- ,- ,- ,- ,1,- 
,,,efect (nº),... ,- ,- ,- ,- ,... ,- 
,,Oleiros,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Proença-a-Nova,expl (nº),1,- ,1,- ,1,- ,- 
,,,efect (nº),... ,- ,... ,- ,... ,- ,- 
,,Sertã,expl (nº),- ,- ,- ,2,- ,- ,- 
,,,efect (nº),- ,- ,- ,... ,- ,- ,- 
,,Vila de Rei,expl (nº),1,- ,- ,- ,- ,- ,- 
,,,efect (nº),... ,- ,- ,- ,- ,- ,- 
,Serra da Estrela,,expl (nº),1,1,- ,- ,- ,- ,- 
,,,efect (nº),... ,... ,- ,- ,- ,- ,- 
,,Fornos de Algodres,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Gouveia,expl (nº),- ,1,- ,- ,- ,- ,- 
,,,efect (nº),- ,... ,- ,- ,- ,- ,- 
,,Seia,expl (nº),1,- ,- ,- ,- ,- ,- 
,,,efect (nº),... ,- ,- ,- ,- ,- ,- 
,Beira Interior Norte,,expl (nº),76,40,35,41,16,1,1
,,,efect (nº),"2,615","1,801","1,887","3,050","2,028",... ,... 
,,Almeida,expl (nº),19,15,8,9,5,- ,- 
,,,efect (nº),681,673,428,720,646,- ,- 
,,Celorico da Beira,expl (nº),1,- ,- ,1,- ,- ,- 
,,,efect (nº),... ,- ,- ,... ,- ,- ,- 
,,Figueira de Castelo Rodrigo,expl (nº),7,4,4,2,2,- ,1
,,,efect (nº),241,171,207,... ,... ,- ,... 
,,Guarda,expl (nº),13,5,6,15,3,- ,- 
,,,efect (nº),432,230,332,"1,055",376,- ,- 
,,Manteigas,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Meda,expl (nº),1,1,1,- ,- ,- ,- 
,,,efect (nº),... ,... ,... ,- ,- ,- ,- 
,,Pinhel,expl (nº),8,4,5,3,1,- ,- 
,,,efect (nº),270,187,270,211,... ,- ,- 
,,Sabugal,expl (nº),24,7,9,10,5,1,- 
,,,efect (nº),824,316,482,779,640,... ,- 
,,Trancoso,expl (nº),3,4,2,1,- ,- ,- 
,,,efect (nº),100,182,... ,... ,- ,- ,- 
,Beira Interior Sul,,expl (nº),19,12,14,31,26,5,5
,,,efect (nº),650,531,751,"2,290","3,818","1,244","1,761"
,,Castelo Branco,expl (nº),3,2,3,4,7,1,1
,,,efect (nº),100,... ,163,299,987,... ,... 
,,Idanha-a-Nova,expl (nº),14,10,9,24,17,3,2
,,,efect (nº),481,441,486,"1,748","2,545",744,... 
,,Penamacor,expl (nº),2,- ,2,2,1,1,2
,,,efect (nº),... ,- ,... ,... ,... ,... ,... 
,,Vila Velha de Ródão,expl (nº),- ,- ,- ,1,1,- ,- 
,,,efect (nº),- ,- ,- ,... ,... ,- ,- 
,Cova da Beira,,expl (nº),20,7,4,15,8,1,- 
,,,efect (nº),663,310,228,"1,139","1,046",... ,- 
,,Belmonte,expl (nº),- ,1,- ,1,2,- ,- 
,,,efect (nº),- ,... ,- ,... ,... ,- ,- 
,,Covilhã,expl (nº),13,3,3,4,4,1,- 
,,,efect (nº),430,133,169,282,527,... ,- 
,,Fundão,expl (nº),7,3,1,10,2,- ,- 
,,,efect (nº),233,129,... ,788,... ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
