Origem do rendimento do agregado doméstico do produtor singular (Alentejo Central - Vila Viçosa),,,,,,,,,
,,,,,,,,,Pág 5/7
,,,Portel,Redondo,Reguengos de Monsaraz,Sousel,Vendas Novas,Viana do Alentejo,Vila Viçosa
Total explorações com produtor singular,,,   742 ,   644 ,   966 ,   507 ,   219 ,   297 ,   302 
Exclusivamente da actividade da exploração,,,   23 ,   33 ,   63 ,   29 ,   7 ,   47 ,   14 
Principalmente da actividade da exploração,,,   70 ,   145 ,   284 ,   75 ,   33 ,   53 ,   53 
,Salários do sector primário,,   11 ,   21 ,   23 ,   24 ,- ,   4 ,   8 
,,1ª opção,   9 ,   16 ,   21 ,   20 ,- ,   4 ,   8 
,,2ª opção,   2 ,   3 ,   2 ,   3 ,- ,- ,- 
,,3ª opção,- ,   2 ,- ,   1 ,- ,- ,- 
,Salários do sector secúndário,,   7 ,   10 ,   25 ,   6 ,   6 ,   5 ,   5 
,,1ª opção,   4 ,   7 ,   19 ,   3 ,   3 ,   3 ,   3 
,,2ª opção,   3 ,   3 ,   6 ,   3 ,   3 ,   2 ,   2 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Salários do sector terciário,,   20 ,   41 ,   85 ,   19 ,   9 ,   19 ,   19 
,,1ª opção,   13 ,   34 ,   78 ,   16 ,   8 ,   16 ,   14 
,,2ª opção,   7 ,   7 ,   6 ,   2 ,   1 ,   3 ,   5 
,,3ª opção,- ,- ,   1 ,   1 ,- ,- ,- 
,Actividade empresarial,,   21 ,   30 ,   2 ,   13 ,   6 ,   13 ,   5 
,,1ª opção,   16 ,   17 ,   2 ,   12 ,   5 ,   12 ,   5 
,,2ª opção,   3 ,   10 ,- ,   1 ,   1 ,- ,- 
,,3ª opção,   2 ,   3 ,- ,- ,- ,   1 ,- 
,Pensões rurais/reformas,,   28 ,   85 ,   179 ,   28 ,   20 ,   22 ,   23 
,,1ª opção,   25 ,   67 ,   160 ,   23 ,   15 ,   16 ,   23 
,,2ª opção,   3 ,   17 ,   18 ,   4 ,   5 ,   6 ,- 
,,3ª opção,- ,   1 ,   1 ,   1 ,- ,- ,- 
,Juros e dividendos,,   2 ,   2 ,   1 ,- ,- ,   1 ,- 
,,1ª opção,   2 ,   1 ,   1 ,- ,- ,   1 ,- 
,,2ª opção,- ,   1 ,- ,- ,- ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Remessas de emigrantes,,- ,   1 ,   1 ,- ,- ,- ,- 
,,1ª opção,- ,- ,   1 ,- ,- ,- ,- 
,,2ª opção,- ,- ,- ,- ,- ,- ,- 
,,3ª opção,- ,   1 ,- ,- ,- ,- ,- 
,Outras,,   1 ,   12 ,   2 ,   1 ,   2 ,   2 ,   1 
,,1ª opção,   1 ,   3 ,   2 ,   1 ,   2 ,   1 ,- 
,,2ª opção,- ,   9 ,- ,- ,- ,- ,   1 
,,3ª opção,- ,- ,- ,- ,- ,   1 ,- 
Principalmente origem exterior à actividade da exploração,,,   649 ,   466 ,   619 ,   403 ,   179 ,   197 ,   235 
,Salários do sector primário,,   113 ,   84 ,   84 ,   63 ,   27 ,   9 ,   13 
,,1ª opção,   87 ,   71 ,   66 ,   42 ,   12 ,   9 ,   4 
,,2ª opção,   22 ,   8 ,   14 ,   16 ,   13 ,- ,   7 
,,3ª opção,   4 ,   5 ,   4 ,   5 ,   2 ,- ,   2 
,Salários do sector secúndário,,   84 ,   67 ,   148 ,   34 ,   49 ,   14 ,   42 
,,1ª opção,   48 ,   40 ,   106 ,   19 ,   34 ,   9 ,   34 
,,2ª opção,   32 ,   23 ,   36 ,   15 ,   11 ,   5 ,   8 
,,3ª opção,   4 ,   4 ,   6 ,- ,   4 ,- ,- 
,Salários do sector terciário,,   176 ,   181 ,   233 ,   126 ,   52 ,   60 ,   72 
,,1ª opção,   90 ,   119 ,   143 ,   80 ,   35 ,   45 ,   48 
,,2ª opção,   74 ,   57 ,   83 ,   45 ,   17 ,   15 ,   24 
,,3ª opção,   12 ,   5 ,   7 ,   1 ,- ,- ,- 
,Actividade empresarial,,   99 ,   88 ,   10 ,   76 ,   43 ,   35 ,   32 
,,1ª opção,   79 ,   63 ,   4 ,   71 ,   35 ,   30 ,   29 
,,2ª opção,   18 ,   19 ,   5 ,   3 ,   7 ,   5 ,   2 
,,3ª opção,   2 ,   6 ,   1 ,   2 ,   1 ,- ,   1 
,Pensões rurais/reformas,,   407 ,   284 ,   376 ,   268 ,   90 ,   122 ,   133 
,,1ª opção,   322 ,   164 ,   295 ,   189 ,   58 ,   103 ,   118 
,,2ª opção,   71 ,   95 ,   72 ,   65 ,   27 ,   16 ,   15 
,,3ª opção,   14 ,   25 ,   9 ,   14 ,   5 ,   3 ,- 
,Juros e dividendos,,   7 ,- ,   3 ,   2 ,   1 ,   1 ,- 
,,1ª opção,   4 ,- ,   1 ,- ,   1 ,- ,- 
,,2ª opção,   3 ,- ,   2 ,   2 ,- ,   1 ,- 
