Utilização das terras (Alto Alentejo - Mora),,,,,,,,,,,,
,,,,,,,,,,,,Pág 2/5
,,,Avis,Campo Maior,Castelo de Vide,Crato,Elvas,Fronteira,Gavião,Marvão,Monforte,Mora
Superfície Total,,expl (nº),   463 ,   679 ,   304 ,   468 ,   829 ,   253 ,   966 ,   561 ,   252 ,   523 
,,área (ha),  45 998 ,  21 589 ,  22 697 ,  29 766 ,  60 054 ,  19 053 ,  18 572 ,  11 831 ,  38 818 ,  46 149 
Superfície Agrícola Utilizada (SAU),,expl (nº),   449 ,   677 ,   304 ,   460 ,   813 ,   244 ,   949 ,   558 ,   250 ,   503 
,,área (ha),  42 425 ,  21 086 ,  20 712 ,  25 913 ,  57 486 ,  17 797 ,  7 911 ,  10 463 ,  37 740 ,  44 121 
Terra arável,,expl (nº),   283 ,   314 ,   170 ,   288 ,   524 ,   158 ,   769 ,   341 ,   167 ,   385 
,,área (ha),  18 044 ,  13 700 ,  3 411 ,  4 958 ,  36 738 ,  7 923 ,  2 628 ,  1 378 ,  20 327 ,  29 987 
Terra arável limpa,,expl (nº),   273 ,   312 ,   155 ,   281 ,   512 ,   150 ,   767 ,   337 ,   153 ,   366 
,,área (ha),  14 818 ,  13 392 ,  2 020 ,  3 889 ,  32 820 ,  6 837 ,  2 589 ,  1 259 ,  16 384 ,  7 789 
,Culturas temporárias,expl (nº),   185 ,   226 ,   117 ,   188 ,   391 ,   145 ,   412 ,   263 ,   116 ,   262 
,,área (ha),  9 112 ,  8 730 ,   988 ,  2 932 ,  18 558 ,  5 447 ,  1 509 ,   947 ,  7 420 ,  4 897 
,Pousio (com e sem ajuda),expl (nº),   151 ,   185 ,   9 ,   25 ,   300 ,   55 ,   266 ,   28 ,   111 ,   142 
,,área (ha),  5 695 ,  4 647 ,  1 027 ,   941 ,  14 234 ,  1 386 ,  1 000 ,   289 ,  8 962 ,  2 884 
,Horta familiar,expl (nº),   73 ,   54 ,   49 ,   186 ,   104 ,   32 ,   620 ,   203 ,   12 ,   108 
,,área (ha),   10 ,   13 ,   5 ,   16 ,   31 ,   4 ,   81 ,   22 ,   1 ,   9 
Culturas sob-coberto matas e florestas,,expl (nº),   53 ,   6 ,   50 ,   39 ,   38 ,   27 ,   6 ,   13 ,   32 ,   135 
,,área (ha),  3 227 ,   308 ,  1 390 ,  1 067 ,  3 919 ,  1 088 ,   38 ,   121 ,  3 944 ,  22 196 
,Culturas temporárias,expl (nº),   37 ,   2 ,   49 ,   31 ,   26 ,   24 ,   6 ,   12 ,   23 ,   83 
,,área (ha),  1 604 ,... ,  1 191 ,   796 ,  1 885 ,   876 ,   38 ,   118 ,  1 030 ,  3 706 
,Pousio (com e sem ajuda),expl (nº),   34 ,   5 ,   4 ,   8 ,   22 ,   6 ,- ,   2 ,   30 ,   113 
,,área (ha),  1 623 ,   250 ,   200 ,   270 ,  2 034 ,   212 ,- ,... ,  2 915 ,  18 491 
Culturas permanentes,,expl (nº),   372 ,   604 ,   289 ,   424 ,   616 ,   190 ,   896 ,   456 ,   177 ,   334 
,,área (ha),  5 190 ,  4 785 ,  1 901 ,  2 722 ,  4 937 ,  3 286 ,  2 711 ,  2 179 ,  1 751 ,  1 462 
Sem culturas sob-coberto,,expl (nº),   71 ,   598 ,   107 ,   174 ,   530 ,   47 ,   870 ,   235 ,   157 ,   217 
,,área (ha),   600 ,  4 763 ,   159 ,   440 ,  4 400 ,  1 417 ,  2 520 ,   987 ,  1 456 ,   729 
Com culturas temporárias,,expl (nº),   87 ,   4 ,   134 ,   167 ,   35 ,   80 ,   187 ,   118 ,   23 ,   50 
,,área (ha),   555 ,   10 ,   480 ,   352 ,   118 ,   516 ,   159 ,   291 ,   67 ,   137 
Com pousio (com e sem ajuda),,expl (nº),   237 ,   4 ,   3 ,   5 ,   13 ,   6 ,   4 ,   28 ,   4 ,   64 
,,área (ha),  3 197 ,   11 ,   5 ,   5 ,   85 ,   13 ,   2 ,   84 ,   16 ,   272 
Com horta familiar,,expl (nº),   14 ,   11 ,   49 ,   95 ,   30 ,   3 ,   154 ,   53 ,   2 ,   27 
,,área (ha),   1 ,   2 ,   4 ,   9 ,   10 ,o ,   22 ,   5 ,... ,   2 
Com pastagens permanentes,,expl (nº),   48 ,   1 ,   181 ,   275 ,   61 ,   101 ,   4 ,   185 ,   9 ,   51 
,,área (ha),   835 ,... ,  1 251 ,  1 919 ,   327 ,  1 339 ,   9 ,   813 ,   212 ,   325 
Pastagens permanentes,,expl (nº),   139 ,   31 ,   152 ,   237 ,   111 ,   79 ,   40 ,   302 ,   84 ,   113 
,,área (ha),  19 192 ,  2 601 ,  15 402 ,  18 233 ,  15 809 ,  6 588 ,  2 572 ,  6 906 ,  15 662 ,  12 673 
Em terra limpa,,expl (nº),   49 ,   25 ,   74 ,   206 ,   85 ,   50 ,   33 ,   254 ,   41 ,   43 
,,área (ha),  2 380 ,  2 035 ,  4 342 ,  7 156 ,  9 802 ,  3 358 ,  2 069 ,  3 141 ,  5 618 ,   484 
Sob-coberto de matas e florestas,,expl (nº),   107 ,   9 ,   125 ,   101 ,   43 ,   45 ,   10 ,   180 ,   59 ,   92 
,,área (ha),  16 812 ,   565 ,  11 058 ,  11 078 ,  6 006 ,  3 229 ,   503 ,  3 765 ,  10 043 ,  12 188 
Matas e florestas sem culturas sob-coberto,,expl (nº),   65 ,   9 ,   29 ,   66 ,   42 ,   7 ,   608 ,   118 ,   5 ,   33 
,,área (ha),  2 745 ,   206 ,  1 751 ,  2 358 ,  1 588 ,   710 ,  10 383 ,  1 165 ,   164 ,  1 286 
Superfície Agrícola não utilizada,,expl (nº),   21 ,   8 ,   9 ,   41 ,   23 ,   1 ,   193 ,   23 ,   5 ,   6 
,,área (ha),   157 ,   58 ,   126 ,   610 ,   152 ,... ,   237 ,   60 ,   43 ,   14 
Outras superfícies,,expl (nº),   463 ,   369 ,   283 ,   396 ,   603 ,   147 ,   890 ,   477 ,   181 ,   523 
,,área (ha),   674 ,   239 ,   107 ,   884 ,   827 ,   542 ,   42 ,   144 ,   871 ,   727 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
