"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Exploração Agrícola / Alentejo Central)",,,,,,,,
,,,,,,,,Pág 5/14
,,Marvão,Monforte,Mora,Nisa,Ponte Sôr,Portalegre,Alentejo Central
Explorações agrícolas,expl (nº),   561 ,   252 ,   523 ,  1 392 ,  2 031 ,  1 646 ,  9 173 
,SAL (ha),  10 463 ,  37 740 ,  44 121 ,  25 604 ,  57 429 ,  29 496 ,  566 254 
Sem SAU,expl (nº),   3 ,   2 ,   20 ,- ,   88 ,   26 ,   326 
> 0 a < 1,expl (nº),   39 ,   28 ,   143 ,   221 ,   739 ,   343 ,  1 163 
,SAL (ha),   24 ,   18 ,   72 ,   150 ,   315 ,   238 ,   772 
1 a < 2,expl (nº),   108 ,   31 ,   72 ,   336 ,   482 ,   412 ,  1 602 
,SAL (ha),   134 ,   42 ,   99 ,   474 ,   632 ,   596 ,  2 234 
2 a < 5,expl (nº),   126 ,   31 ,   81 ,   352 ,   330 ,   404 ,  1 923 
,SAL (ha),   396 ,   96 ,   269 ,  1 105 ,   970 ,  1 320 ,  6 130 
5 a < 10,expl (nº),   103 ,   24 ,   35 ,   182 ,   117 ,   197 ,  1 117 
,SAL (ha),   721 ,   176 ,   249 ,  1 255 ,   823 ,  1 399 ,  7 922 
10 a < 20,expl (nº),   73 ,   15 ,   41 ,   105 ,   85 ,   91 ,   825 
,SAL (ha),  1 014 ,   203 ,   556 ,  1 435 ,  1 154 ,  1 217 ,  11 411 
20 a < 50,expl (nº),   57 ,   22 ,   33 ,   90 ,   66 ,   75 ,   681 
,SAL (ha),  1 694 ,   685 ,  1 100 ,  2 828 ,  2 039 ,  2 350 ,  21 226 
50 a < 100,expl (nº),   31 ,   24 ,   23 ,   41 ,   37 ,   26 ,   364 
,SAL (ha),  2 080 ,  1 700 ,  1 768 ,  2 931 ,  2 617 ,  1 803 ,  26 188 
>= 100,expl (nº),   21 ,   75 ,   75 ,   65 ,   87 ,   72 ,  1 172 
,SAL (ha),  4 404 ,  34 820 ,  40 010 ,  15 428 ,  48 877 ,  20 571 ,  490 378 
Classes de dimensão económica - (UDE),expl (nº),   560 ,   248 ,   520 ,  1 391 ,  2 025 ,  1 644 ,  9 036 
,SAL (ha),  10 462 ,  37 732 ,  44 111 ,  25 603 ,  57 407 ,  29 486 ,  565 439 
> 0 a < 2,expl (nº),   339 ,   101 ,   266 ,  1 022 ,  1 218 ,   988 ,  4 577 
,SAL (ha),  1 723 ,   337 ,   845 ,  3 640 ,  2 458 ,  1 941 ,  15 678 
2 a < 4,expl (nº),   107 ,   21 ,   84 ,   164 ,   385 ,   267 ,  1 167 
,SAL (ha),  1 775 ,   302 ,  1 213 ,  2 094 ,  1 549 ,  1 770 ,  12 727 
4 a < 8,expl (nº),   61 ,   25 ,   50 ,   99 ,   219 ,   188 ,   956 
,SAL (ha),  2 033 ,  1 252 ,  1 427 ,  3 846 ,  2 841 ,  2 488 ,  18 300 
8 a < 16,expl (nº),   34 ,   30 ,   35 ,   60 ,   108 ,   114 ,   724 
,SAL (ha),  2 178 ,  2 330 ,  2 483 ,  4 971 ,  8 498 ,  4 983 ,  32 977 
16 a < 40,expl (nº),   16 ,   21 ,   38 ,   35 ,   52 ,   57 ,   829 
,SAL (ha),  1 566 ,  3 840 ,  7 632 ,  6 565 ,  11 538 ,  6 903 ,  115 535 
40 a < 100,expl (nº),   3 ,   36 ,   33 ,   10 ,   28 ,   24 ,   514 
,SAL (ha),  1 186 ,  14 996 ,  17 734 ,  3 925 ,  17 854 ,  9 084 ,  172 327 
> = 100,expl (nº),- ,   14 ,   14 ,   1 ,   15 ,   6 ,   269 
,SAL (ha),- ,  14 675 ,  12 778 ,... ,  12 670 ,  2 321 ,  197 900 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
