Explorações segundo o número de bovinos (Baixo Alentejo - Vidigueira / Classe >= 300),,,,,,,,,
,,,,,,,,,Pág 4/4
REGIÃO AGRÁRIA,,Total,Classes do número de animais,,,,,,
Nut III / Concelho,,,30 a 39,40 a 49,50 a 59,60 a 99,100 a 199,200 a 299,>= 300
Borba,expl,   39 ,   1 ,   1 ,   1 ,   5 ,   4 ,- ,- 
,efect,  1 295 ,... ,... ,... ,   396 ,   471 ,- ,- 
Estremoz,expl,   95 ,   8 ,   7 ,   2 ,   15 ,   12 ,   1 ,   6 
,efect,  7 669 ,   270 ,   314 ,... ,  1 111 ,  1 756 ,... ,  3 410 
Évora,expl,   181 ,   3 ,   8 ,   10 ,   29 ,   41 ,   23 ,   28 
,efect,  29 260 ,   103 ,   348 ,   543 ,  2 443 ,  5 758 ,  5 631 ,  14 105 
Montemor-o-Novo,expl,   240 ,   14 ,   8 ,   12 ,   41 ,   73 ,   29 ,   20 
,efect,  31 989 ,   481 ,   367 ,   643 ,  3 280 ,  10 720 ,  7 145 ,  8 891 
Mourão,expl,   74 ,   2 ,   3 ,   3 ,   8 ,   7 ,   4 ,   6 
,efect,  7 390 ,... ,   136 ,   165 ,   602 ,   974 ,   964 ,  3 989 
Portel,expl,   50 ,   2 ,   5 ,   2 ,   5 ,   16 ,   5 ,   3 
,efect,  5 816 ,... ,   214 ,... ,   416 ,  2 095 ,  1 155 ,  1 545 
Redondo,expl,   55 ,   2 ,   3 ,   1 ,   9 ,   11 ,   6 ,   4 
,efect,  6 038 ,... ,   138 ,... ,   701 ,  1 376 ,  1 437 ,  2 029 
Reguengos de Monsaraz,expl,   59 ,   6 ,   5 ,   1 ,   4 ,   19 ,   7 ,   2 
,efect,  5 781 ,   216 ,   222 ,... ,   314 ,  2 527 ,  1 623 ,... 
Sousel,expl,   38 ,   3 ,- ,   2 ,   4 ,   9 ,   2 ,   1 
,efect,  3 084 ,   107 ,- ,... ,   289 ,  1 367 ,... ,... 
Vendas Novas,expl,   18 ,- ,- ,   1 ,   5 ,   5 ,   2 ,   4 
,efect,  4 228 ,- ,- ,... ,   424 ,   679 ,... ,  2 636 
Viana do Alentejo,expl,   85 ,   2 ,   6 ,   2 ,   12 ,   22 ,   5 ,   12 
,efect,  12 115 ,... ,   267 ,... ,   934 ,  3 348 ,  1 296 ,  5 818 
Vila Viçosa,expl,   41 ,   2 ,   3 ,- ,   8 ,   8 ,   4 ,   3 
,efect,  4 579 ,... ,   135 ,- ,   640 ,  1 268 ,   869 ,  1 475 
Baixo Alentejo,expl,   982 ,   73 ,   66 ,   39 ,   148 ,   156 ,   52 ,   30 
,efect,  81 610 ,  2 471 ,  2 903 ,  2 118 ,  11 648 ,  21 828 ,  12 201 ,  23 843 
Aljustrel,expl,   62 ,   5 ,   5 ,- ,   15 ,   13 ,   3 ,   3 
,efect,  5 636 ,   173 ,   211 ,- ,  1 139 ,  1 828 ,   701 ,  1 356 
Almodôvar,expl,   129 ,   17 ,   7 ,   6 ,   7 ,   4 ,- ,- 
,efect,  3 009 ,   551 ,   304 ,   317 ,   536 ,   592 ,- ,- 
Alvito,expl,   27 ,- ,   6 ,- ,   3 ,   9 ,   2 ,   3 
,efect,  3 274 ,- ,   276 ,- ,   268 ,  1 266 ,... ,   931 
Barrancos,expl,   40 ,- ,   2 ,   2 ,   12 ,   6 ,   6 ,- 
,efect,  3 390 ,- ,... ,... ,   861 ,   840 ,  1 359 ,- 
Beja,expl,   79 ,   4 ,   7 ,   5 ,   14 ,   16 ,   5 ,   4 
,efect,  7 116 ,   132 ,   322 ,   275 ,  1 133 ,  2 320 ,  1 119 ,  1 587 
Castro Verde,expl,   85 ,   8 ,   5 ,   5 ,   10 ,   18 ,   6 ,   3 
,efect,  7 094 ,   287 ,   217 ,   276 ,   780 ,  2 505 ,  1 364 ,  1 341 
Cuba,expl,   17 ,   2 ,- ,- ,   3 ,   4 ,   2 ,   3 
,efect,  12 746 ,... ,- ,- ,   244 ,   640 ,... ,  11 214 
Ferreira do Alentejo,expl,   50 ,   2 ,   1 ,   2 ,   5 ,   15 ,   3 ,   4 
,efect,  6 522 ,... ,... ,... ,   428 ,  2 164 ,   794 ,  2 662 
Mértola,expl,   64 ,   5 ,   2 ,   2 ,   11 ,   8 ,   3 ,   1 
,efect,  3 593 ,   188 ,... ,... ,   849 ,   986 ,   698 ,... 
Moura,expl,   136 ,   13 ,   13 ,   6 ,   26 ,   19 ,   9 ,   5 
,efect,  11 550 ,   447 ,   571 ,   319 ,  2 083 ,  2 631 ,  2 071 ,  2 782 
Ourique,expl,   142 ,   10 ,   7 ,   4 ,   13 ,   20 ,   6 ,- 
,efect,  6 935 ,   331 ,   294 ,   214 ,  1 064 ,  2 809 ,  1 438 ,- 
Serpa,expl,   124 ,   7 ,   10 ,   5 ,   22 ,   17 ,   5 ,   2 
,efect,  7 733 ,   234 ,   444 ,   280 ,  1 742 ,  2 294 ,  1 227 ,... 
Vidigueira,expl,   27 ,- ,   1 ,   2 ,   7 ,   7 ,   2 ,   2 
,efect,  3 012 ,- ,... ,... ,   521 ,   953 ,... ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,
