Explorações segundo o Número de Ovinos,,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,,
,Nut III,,,,,,,,,,
,,Concelho,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 499,> = 500
Algarve,,,expl (nº),"1,793",918,292,257,150,102,62,12
,,,efect (nº),"68,217","3,466","3,877","7,643","10,332","13,651","18,421","10,827"
,Algarve,,expl (nº),"1,793",918,292,257,150,102,62,12
,,,efect (nº),"68,217","3,466","3,877","7,643","10,332","13,651","18,421","10,827"
,,Albufeira,expl (nº),48,24,6,6,2,5,5,- 
,,,efect (nº),"2,605",80,77,181,... ,649,"1,509",- 
,,Alcoutim,expl (nº),231,83,49,41,22,20,12,4
,,,efect (nº),"14,098",274,651,"1,286","1,528","2,764","3,736","3,859"
,,Aljezur,expl (nº),29,15,3,7,1,2,1,- 
,,,efect (nº),"1,055",53,39,215,... ,... ,... ,- 
,,Castro Marim,expl (nº),102,48,14,15,13,7,4,1
,,,efect (nº),"4,403",154,206,414,891,869,"1,359",... 
,,Faro,expl (nº),106,59,19,16,5,7,- ,- 
,,,efect (nº),"2,217",258,233,474,281,971,- ,- 
,,Lagoa,expl (nº),37,15,9,4,3,3,3,- 
,,,efect (nº),"1,856",53,125,108,219,423,928,- 
,,Lagos,expl (nº),80,44,21,8,3,2,2,- 
,,,efect (nº),"1,791",175,284,229,189,... ,... ,- 
,,Loulé,expl (nº),290,140,37,41,30,23,17,2
,,,efect (nº),"13,985",511,496,"1,281","2,156","2,917","4,559",... 
,,Monchique,expl (nº),65,34,16,14,1,- ,- ,- 
,,,efect (nº),789,141,224,373,... ,- ,- ,- 
,,Olhão,expl (nº),68,46,8,6,6,2,- ,- 
,,,efect (nº),"1,173",197,98,172,400,... ,- ,- 
,,Portimão,expl (nº),52,25,11,7,4,5,- ,- 
,,,efect (nº),"1,453",93,145,209,243,763,- ,- 
,,São Brás de Alportel,expl (nº),53,30,7,8,4,3,- ,1
,,,efect (nº),"1,841",76,92,228,235,450,- ,... 
,,Silves,expl (nº),313,145,46,50,42,19,11,- 
,,,efect (nº),"11,106",582,600,"1,476","2,985","2,449","3,014",- 
,,Tavira,expl (nº),260,178,38,26,10,3,5,- 
,,,efect (nº),"4,626",675,505,754,679,329,"1,684",- 
,,Vila do Bispo,expl (nº),20,8,3,2,1,- ,2,4
,,,efect (nº),"4,492",22,38,... ,... ,- ,... ,"3,633"
,,Vila Real de Santo António,expl (nº),39,24,5,6,3,1,- ,- 
,,,efect (nº),727,122,64,179,228,... ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
