Explorações segundo o número de suínos,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,,,,,
,Nut III,,,,,,,,,,,,,
,,Concelho,,,1 a 2,3 a 4,5 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 399,400 a 999,> = 1000
Algarve,,,expl (nº),"4,174","2,711",655,328,226,136,44,24,17,21,12
,,,efect (nº),"67,558","3,998","2,199","2,104","2,961","4,144","2,869","3,309","4,931","12,367","28,676"
,Algarve,,expl (nº),"4,174","2,711",655,328,226,136,44,24,17,21,12
,,,efect (nº),"67,558","3,998","2,199","2,104","2,961","4,144","2,869","3,309","4,931","12,367","28,676"
,,Albufeira,expl (nº),90,57,11,10,5,6,1,- ,- ,- ,- 
,,,efect (nº),472,80,35,53,62,186,... ,- ,- ,- ,- 
,,Alcoutim,expl (nº),253,180,39,14,10,8,- ,1,- ,1,- 
,,,efect (nº),"1,446",290,124,86,138,206,- ,... ,- ,... ,- 
,,Aljezur,expl (nº),307,232,43,18,8,4,- ,1,- ,- ,1
,,,efect (nº),"3,081",327,142,112,105,114,- ,... ,- ,- ,... 
,,Castro Marim,expl (nº),273,203,33,21,10,4,1,- ,1,- ,- 
,,,efect (nº),"1,200",304,108,142,141,96,... ,- ,... ,- ,- 
,,Faro,expl (nº),130,95,16,8,7,2,- ,1,- ,- ,1
,,,efect (nº),"7,451",131,54,53,89,... ,- ,... ,- ,- ,... 
,,Lagoa,expl (nº),51,29,6,6,1,4,2,1,- ,1,1
,,,efect (nº),"2,858",42,22,36,... ,131,... ,... ,- ,... ,... 
,,Lagos,expl (nº),255,139,54,30,19,10,2,- ,1,- ,- 
,,,efect (nº),"1,629",218,186,204,232,277,... ,- ,... ,- ,- 
,,Loulé,expl (nº),633,471,80,28,27,16,4,5,- ,2,- 
,,,efect (nº),"4,450",686,263,184,381,468,253,626,- ,... ,- 
,,Monchique,expl (nº),479,192,118,62,33,29,9,8,9,13,6
,,,efect (nº),"27,522",300,402,403,411,928,559,"1,158","2,635","7,076","13,650"
,,Olhão,expl (nº),89,67,10,4,5,3,- ,- ,- ,- ,- 
,,,efect (nº),352,93,35,24,73,127,- ,- ,- ,- ,- 
,,Portimão,expl (nº),196,120,38,8,19,5,2,1,1,1,1
,,,efect (nº),"2,880",181,127,53,248,168,... ,... ,... ,... ,... 
,,São Brás de Alportel,expl (nº),70,47,14,2,3,- ,4,- ,- ,- ,- 
,,,efect (nº),386,74,43,... ,36,- ,222,- ,- ,- ,- 
,,Silves,expl (nº),647,387,96,61,48,26,14,5,5,3,2
,,,efect (nº),"11,021",539,330,392,634,828,918,733,"1,381","1,913",... 
,,Tavira,expl (nº),605,426,89,44,23,17,5,1,- ,- ,- 
,,,efect (nº),"2,478",640,301,280,298,494,318,... ,- ,- ,- 
,,Vila do Bispo,expl (nº),60,43,4,7,5,1,- ,- ,- ,- ,- 
,,,efect (nº),195,61,12,43,56,... ,- ,- ,- ,- ,- 
,,Vila Real de Santo António,expl (nº),36,23,4,5,3,1,- ,- ,- ,- ,- 
,,,efect (nº),137,32,15,28,38,... ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região do Algarve.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
