Efectivo animal (Página 4),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 4/7
,,,Tabuaço,,Tarouca,,Torre de Mocorvo,,Vila Flor,,Vila Nova de Foz Côa,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,21,160,184,930,12,27,31,197,11,41
Bovinos com menos de 1 ano,,,14,107,84,258,9,13,23,92,9,34
,Vitelos de carne (para abate < 1 ano),,5,8,42,132,6,6,20,84,9,34
,Outros vitelos,,9,99,50,126,5,7,5,8,- ,- 
,,Machos,8,70,21,32,4,5,1,... ,- ,- 
,,Fêmeas,5,29,39,94,2,... ,4,5,- ,- 
Bovinos de 1 a menos de 2 anos,,,3,3,37,104,4,5,4,78,1,... 
,Machos,,2,... ,17,34,2,... ,3,77,1,... 
,Fêmeas reprodutoras,,1,... ,23,68,3,3,1,... ,1,... 
,Fêmeas não reprodutoras,,- ,- ,2,... ,- ,- ,- ,- ,- ,- 
Bovinos de 2 anos e mais,,,12,50,143,568,5,9,13,27,2,... 
,Machos,,3,3,28,30,- ,- ,- ,- ,- ,- 
,Novilhas reprodutoras,,3,34,7,69,- ,- ,2,... ,- ,- 
,Novilhas não reprodutoras,,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Vacas leiteiras,,4,9,74,325,2,... ,10,19,1,... 
,Outras vacas,,2,... ,65,144,3,6,3,3,1,... 
SUÍNOS,,,115,669,213,"8,676",185,603,115,349,31,85
,Suínos com menos de 20 kg de PV,,4,24,31,"3,196",23,97,21,100,10,25
,Fêmeas reprodutoras de 50 kg de PV e mais,,11,94,9,"1,370",19,44,9,20,6,21
,Outros suínos,,108,551,185,"4,110",163,462,98,229,17,39
OVINOS,,,27,"1,134",129,954,168,"19,472",86,"6,708",89,"8,687"
,Fêmeas reprodutoras,,27,993,124,706,168,"17,976",85,"6,324",88,"8,312"
,Outros ovinos,,9,141,63,248,164,"1,496",61,384,76,375
CAPRINOS,,,16,389,125,611,31,"1,250",28,"1,608",24,302
,Fêmeas reprodutoras,,16,310,124,497,29,"1,176",28,"1,471",22,287
,Outros caprinos,,4,79,41,114,20,74,17,137,5,15
EQUÍDEOS,,,302,354,218,234,929,"1,092",686,763,597,651
,Gado equino,,65,73,39,45,57,63,197,210,8,10
,,Fêmeas reprodutoras,6,7,4,4,11,14,61,66,- ,- 
,,Outros equinos,59,66,37,41,48,49,138,144,8,10
,Gado asinino,,219,248,182,186,330,368,127,140,121,126
,Gado muar,,31,33,3,3,616,661,387,413,482,515
COELHAS reprodutoras,,,38,127,116,"1,088",170,569,45,290,42,155
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,104,531,172,"90,518",249,"1,076",188,"1,329",94,"4,571"
,Galinhas poedeiras e reprodutoras,,209,"1,774",432,"3,009",629,"4,777",271,"1,951",285,"8,672"
,Perús,,4,21,6,11,41,87,21,60,16,49
,"Patos, Gansos e pintadas",,15,99,36,151,90,449,67,388,31,164
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,30,515,20,148,106,"3,006",26,"1,399",96,"3,122"
,Número de cortiços povoadas,,13,49,1,... ,62,578,5,23,28,176
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
