"Forma de exploração da SAU, e contabilidade agrícola ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,pág. 2/2
Região Agrária,,,Forma de Exploração da SAU,,,,,,Contabilidade agrícola,,,,,
,Nut III,,Conta Própria,,Arrendamento,,Outras formas,,Contabilidade organizada,,Registo de receitas e despesas,,Outra situação,
,,Concelho,Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha)
Trás os Montes,,,"69,007","417,532","6,537","31,605","2,881","8,778","2,353","54,250","3,029","48,483","64,624","355,147"
,Douro,,"31,126","128,334","1,581","8,092","1,119","2,683","1,148","24,064","2,171","15,819","28,402","99,207"
,,Alijó,"2,862","8,754",80,187,173,281,96,"2,137",216,"1,021","2,610","6,063"
,,Armamar,"1,262","4,314",62,132,20,37,104,"1,426",69,538,"1,107","2,518"
,,Carrazeda de Ansiães,"1,895","7,583",46,258,49,109,37,726,111,"1,137","1,761","6,083"
,,Freixo de Espada à Cinta,947,"7,574",65,567,13,77,25,"1,134",37,884,895,"6,200"
,,Lamego,"2,044","5,753",116,346,30,62,142,"1,566",292,"1,667","1,660","2,924"
,,Mesão Frio,592,"1,197",11,32,15,26,19,307,105,323,483,624
,,Moimenta da Beira,"1,257","4,904",180,584,55,108,59,"1,068",36,279,"1,207","4,252"
,,Penedono,710,"3,230",110,594,32,73,18,514,35,288,666,"3,094"
,,Peso da Régua,"1,502","4,086",28,53,18,15,94,"1,556",164,629,"1,262","1,970"
,,Sabrosa,"1,423","4,583",30,113,15,39,76,"1,873",264,942,"1,105","1,917"
,,Santa Marta de Penaguião,"1,475","3,518",16,28,52,163,57,863,187,592,"1,249","2,252"
,,São João da Pesqueira,"2,169","11,541",69,709,149,386,55,"2,450",141,"2,050","2,025","8,136"
,,Sernancelhe,"1,124","4,351",99,336,52,238,23,524,6,71,"1,127","4,331"
,,Tabuaço,"1,271","4,240",34,182,47,93,48,"1,140",41,354,"1,217","3,018"
,,Tarouca,910,"2,030",67,111,51,46,25,235,37,184,864,"1,765"
,,Torre de Moncorvo,"2,172","15,653",164,"1,223",111,292,42,"1,763",30,637,"2,121","14,767"
,,Vila Flor,"1,852","9,599",118,736,68,152,95,"1,792",55,673,"1,746","8,023"
,,Vila Nova de Foz Côa,"2,404","14,873",39,"1,530",44,313,58,"2,498",231,"2,978","2,150","11,239"
,,Vila Real,"3,255","10,551",247,371,125,173,75,492,114,572,"3,147","10,031"
,Alto Trás os Montes ,,"37,881","289,198","4,956","23,513","1,762","6,095","1,205","30,186",858,"32,664","36,222","255,940"
,,Alfândega da Fé,"1,365","11,747",68,654,37,90,61,"2,084",60,"1,006","1,256","9,398"
,,Boticas,"1,327","10,334",136,396,15,299,72,"1,170",28,"3,144","1,239","6,715"
,,Bragança,"4,021","39,537",596,"3,800",227,850,104,"3,602",118,"2,534","3,849","38,042"
,,Chaves,"5,402","23,081",916,"2,456",468,721,118,"1,382",72,569,"5,286","24,310"
,,Macedo de Cavaleiros,"3,169","22,494",380,"1,306",105,281,62,"1,768",71,"1,792","3,054","20,519"
,,Miranda do Douro,"1,710","18,460",301,"2,858",4,154,38,"1,549",47,"1,934","1,637","17,991"
,,Mirandela,"3,729","26,144",247,"1,031",171,784,163,"5,270",52,"1,326","3,566","21,364"
,,Mogadouro,"2,676","33,671",336,"2,676",74,719,93,"3,892",101,"3,090","2,502","30,077"
,,Montalegre,"2,453","31,519",515,"2,518",126,379,166,"3,587",56,"12,347","2,256","18,486"
,,Murça,"1,416","4,584",81,162,48,142,60,550,35,328,"1,335","4,009"
,,Valpaços,"4,810","24,841",434,981,171,382,107,"1,388",72,"1,269","4,662","23,543"
,,Vila Pouca de Aguiar,"1,875","9,287",394,"1,233",136,663,48,809,23,617,"1,853","9,759"
,,Vimioso,"1,407","12,597",258,"1,998",45,135,40,"1,478",20,"1,008","1,358","12,247"
,,Vinhais,"2,521","20,902",294,"1,444",135,496,73,"1,657",103,"1,700","2,369","19,480"
"Fonte:  INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,,,
