"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Página 2)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/4
,,,Penedono,Peso da Régua,Sabrosa,Santa Marta de Penaguião,São João da Pesqueira,Sernancelhe,Tabuaço,Tarouca,Torre de Moncorvo
Explorações agrícolas,,expl. (nº),719,"1,520","1,445","1,493","2,221","1,156","1,306",926,"2,193"
,,SAU (ha),"3,897","4,156","4,734","3,706","12,636","4,924","4,517","2,185","17,169"
,Sem SAU,expl. (nº),1,2,2,1,2,2,3,2,2
,> 0 a < 1,expl. (nº),62,728,543,697,407,79,347,265,142
,,SAU (ha),39,380,304,380,249,55,220,153,93
,1 a < 2,expl. (nº),143,338,413,388,519,373,379,304,396
,,SAU (ha),213,482,576,548,734,537,530,430,572
,2 a < 5,expl. (nº),276,269,312,278,689,464,376,260,727
,,SAU (ha),883,845,979,838,"2,169","1,464","1,153",779,"2,397"
,5 a < 10,expl. (nº),150,90,106,77,337,162,131,73,528
,,SAU (ha),"1,026",612,737,512,"2,354","1,110",872,479,"3,662"
,10 a < 20,expl. (nº),60,64,35,33,166,51,49,17,242
,,SAU (ha),825,861,468,499,"2,299",666,681,224,"3,293"
,20 a < 50,expl. (nº),24,26,23,13,76,19,13,5,118
,,SAU (ha),702,762,669,372,"2,351",584,398,121,"3,437"
,50 a < 100,expl. (nº),3,3,9,5,17,5,6,- ,25
,,SAU (ha),205,215,568,361,"1,199",387,372,- ,"1,681"
,>= 100,expl. (nº),- ,- ,2,1,8,1,2,- ,13
,,SAU (ha),- ,- ,... ,... ,"1,280",... ,... ,- ,"2,037"
Classes de dimensão económica (UDE),,expl. (nº),719,"1,520","1,445","1,493","2,221","1,155","1,306",926,"2,193"
,,SAU (ha),"3,897","4,156","4,734","3,706","12,636","4,921","4,517","2,185","17,169"
,> 0 a < 2,expl. (nº),390,873,894,911,891,649,762,573,771
,,SAU (ha),894,560,981,679,"1,042","1,283",934,704,"1,380"
,2 a < 4,expl. (nº),160,272,250,308,497,295,263,201,579
,,SAU (ha),789,499,717,682,"1,363","1,179",739,526,"2,410"
,4 a < 8,expl. (nº),94,186,157,153,420,136,157,89,495
,,SAU (ha),754,640,898,759,"2,127","1,003",749,381,"3,956"
,8 a < 16,expl. (nº),50,93,83,71,231,57,70,39,226
,,SAU (ha),767,631,591,489,"2,257","1,047",576,294,"3,538"
,16 a < 40,expl. (nº),18,70,38,39,134,15,39,20,96
,,SAU (ha),465,998,551,613,"2,762",306,660,221,"3,220"
,40 a < 100,expl. (nº),6,23,20,8,39,3,11,2,20
,,SAU (ha),219,662,765,267,"1,841",102,434,... ,"1,656"
,> = 100,expl. (nº),1,3,3,3,9,- ,4,2,6
,,SAU (ha),... ,169,237,220,"1,246",- ,422,... ,"1,004"
OTE,,expl. (nº),719,"1,520","1,445","1,493","2,221","1,156","1,306",926,"2,193"
,,SAU (ha),"3,897","4,156","4,734","3,706","12,636","4,924","4,517","2,185","17,169"
Cereais plantas olea./proteaginosas,,expl. (nº),- ,1,1,1,- ,1,- ,2,- 
,,SAU (ha),- ,... ,... ,... ,- ,... ,- ,... ,- 
Culturas agrícolas diversas,,expl. (nº),15,- ,13,- ,2,50,32,11,2
,,SAU (ha),42,- ,26,- ,... ,148,65,21,... 
Horticultura,,expl. (nº),- ,1,5,- ,1,- ,- ,1,- 
,,SAU (ha),- ,... ,3,- ,... ,- ,- ,... ,- 
Viticultura,,expl. (nº),25,"1,417",922,"1,346","1,156",162,540,133,69
,,SAU (ha),60,"3,904","3,013","3,143","6,930",435,"2,402",188,612
Fruticultura,,expl. (nº),225,6,7,6,77,108,50,140,335
,,SAU (ha),"1,162",19,41,5,388,581,168,514,"2,129"
Olivicultura,,expl. (nº),11,4,51,8,99,12,185,10,269
,,SAU (ha),27,11,112,9,185,15,468,24,"1,351"
Culturas permanentes diversas,,expl. (nº),162,57,192,86,779,240,283,268,"1,248"
,,SAU (ha),819,166,537,160,"3,911",929,849,662,"9,741"
Bovinos de leite,,expl. (nº),7,- ,1,- ,- ,40,- ,34,- 
,,SAU (ha),117,- ,... ,- ,- ,229,- ,158,- 
Bovinos para gado/carne,,expl. (nº),- ,1,29,- ,- ,4,- ,10,- 
,,SAU (ha),- ,... ,78,- ,- ,55,- ,21,- 
Bovinos para leite/gado/carne,,expl. (nº),1,- ,1,- ,- ,2,- ,17,- 
,,SAU (ha),... ,- ,... ,- ,- ,... ,- ,44,- 
Ovinos/caprinos/out. herbívoros,,expl. (nº),35,5,46,10,22,51,9,83,80
