Efectivo animal (Página 2),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 2/7
,,,Freixo de Espada à Cinta,,Lamego,,Mesão Frio,,Moimenta da Beira,,Penedono,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,15,87,110,458,- ,- ,481,"3,795",87,394
Bovinos com menos de 1 ano,,,10,47,78,196,- ,- ,281,"1,056",50,87
,Vitelos de carne (para abate < 1 ano),,8,42,51,124,- ,- ,89,149,34,56
,Outros vitelos,,4,5,31,72,- ,- ,200,907,18,31
,,Machos,1,... ,16,24,- ,- ,110,348,6,7
,,Fêmeas,3,4,25,48,- ,- ,163,559,13,24
Bovinos de 1 a menos de 2 anos,,,2,... ,13,56,- ,- ,94,194,17,52
,Machos,,- ,- ,5,7,- ,- ,37,64,8,24
,Fêmeas reprodutoras,,2,... ,8,47,- ,- ,64,122,10,27
,Fêmeas não reprodutoras,,- ,- ,1,... ,- ,- ,3,8,1,... 
Bovinos de 2 anos e mais,,,12,38,67,206,- ,- ,393,"2,545",78,255
,Machos,,1,... ,2,... ,- ,- ,24,45,2,... 
,Novilhas reprodutoras,,- ,- ,3,4,- ,- ,103,563,3,16
,Novilhas não reprodutoras,,- ,- ,3,6,- ,- ,- ,- ,1,... 
,Vacas leiteiras,,10,21,21,78,- ,- ,365,"1,824",57,206
,Outras vacas,,2,... ,46,113,- ,- ,21,113,19,30
SUÍNOS,,,81,202,205,"1,368",37,61,395,"1,842",197,502
,Suínos com menos de 20 kg de PV,,1,... ,12,422,5,10,24,282,7,47
,Fêmeas reprodutoras de 50 kg de PV e mais,,3,8,12,94,1,... ,33,168,9,30
,Outros suínos,,79,193,192,852,31,50,363,"1,392",192,425
OVINOS,,,58,"5,619",193,"3,089",21,116,83,"3,755",46,"3,509"
,Fêmeas reprodutoras,,58,"5,274",174,"2,038",21,108,81,"3,462",45,"2,948"
,Outros ovinos,,53,345,94,"1,051",8,8,26,293,19,561
CAPRINOS,,,15,782,74,614,2,... ,133,"1,639",58,"1,038"
,Fêmeas reprodutoras,,14,703,71,561,2,... ,133,"1,579",53,888
,Outros caprinos,,9,79,18,53,- ,- ,20,60,19,150
EQUÍDEOS,,,407,515,206,240,3,4,308,364,284,307
,Gado equino,,9,12,51,75,2,... ,45,84,42,43
,,Fêmeas reprodutoras,6,8,5,11,- ,- ,5,15,6,6
,,Outros equinos,4,4,48,64,2,... ,43,69,36,37
,Gado asinino,,164,173,116,120,- ,- ,241,249,190,205
,Gado muar,,294,330,45,45,1,... ,30,31,58,59
COELHAS reprodutoras,,,62,158,169,578,24,71,185,"1,370",60,149
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,55,181,238,"1,240",126,910,319,"1,245",72,177
,Galinhas poedeiras e reprodutoras,,195,"1,538",603,"4,650",104,820,607,"9,277",260,"1,995"
,Perús,,6,21,23,131,7,12,9,27,9,26
,"Patos, Gansos e pintadas",,13,86,68,226,14,57,33,201,19,134
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,30,649,17,191,8,128,18,321,9,223
,Número de cortiços povoadas,,14,69,- ,- ,- ,- ,5,55,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
