Efectivo animal (Página 7),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,pág. 7/7
,,,Montalegre,,Murça,,Valpaços,,Vila Pouca de Aguiar,,Vimioso,,Vinhais,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,"1,305","14,159",194,562,618,"2,716",891,"6,337",226,"2,526",619,"3,909"
Bovinos com menos de 1 ano,,,"1,095","3,929",90,189,389,985,647,"1,839",179,764,436,"1,234"
,Vitelos de carne (para abate < 1 ano),,"1,006","3,475",49,97,343,834,490,"1,187",160,648,292,802
,Outros vitelos,,217,454,43,92,69,151,244,652,61,116,178,432
,,Machos,72,146,28,53,28,38,70,121,16,23,119,207
,,Fêmeas,178,308,28,39,54,113,219,531,50,93,125,225
Bovinos de 1 a menos de 2 anos,,,265,612,20,46,56,97,221,542,61,153,89,204
,Machos,,88,133,10,28,16,22,36,52,14,22,20,29
,Fêmeas reprodutoras,,212,473,6,9,36,70,183,460,53,130,74,160
,Fêmeas não reprodutoras,,4,6,5,9,5,5,19,30,1,... ,3,15
Bovinos de 2 anos e mais,,,"1,249","9,618",171,327,537,"1,634",780,"3,956",211,"1,609",593,"2,471"
,Machos,,139,223,6,15,15,23,22,30,34,37,22,25
,Novilhas reprodutoras,,220,936,11,18,60,145,92,317,11,51,99,359
,Novilhas não reprodutoras,,6,13,- ,- ,7,22,7,16,- ,- ,5,27
,Vacas leiteiras,,93,737,11,60,81,474,256,"2,068",37,309,111,327
,Outras vacas,,"1,180","7,709",153,234,415,970,536,"1,525",188,"1,212",439,"1,733"
SUÍNOS,,,991,"3,885",333,805,"1,506","4,385",380,"1,575",213,"1,282","1,275","5,570"
,Suínos com menos de 20 kg de PV,,106,515,98,270,344,"1,312",52,180,25,237,344,"1,398"
,Fêmeas reprodutoras de 50 kg de PV e mais,,57,157,52,84,239,448,20,49,13,142,286,699
,Outros suínos,,904,"3,213",248,451,"1,281","2,625",348,"1,346",197,903,"1,040","3,473"
OVINOS,,,509,"12,146",92,"2,183",326,"13,306",214,"6,677",116,"15,415",257,"23,878"
,Fêmeas reprodutoras,,500,"10,592",87,"1,756",253,"10,436",211,"5,781",112,"13,103",252,"20,248"
,Outros ovinos,,257,"1,554",56,427,221,"2,870",135,896,103,"2,312",147,"3,630"
CAPRINOS,,,421,"9,293",88,"3,497",373,"3,749",123,"3,876",13,765,170,"1,915"
,Fêmeas reprodutoras,,412,"8,448",86,"2,873",332,"3,145",116,"3,387",13,701,165,"1,800"
,Outros caprinos,,194,845,44,624,115,604,65,489,6,64,35,115
EQUÍDEOS,,,813,"1,455",584,688,"2,353","2,984",780,922,722,"1,326","1,120","1,272"
,Gado equino,,253,808,122,132,569,634,218,270,21,25,181,197
,,Fêmeas reprodutoras,77,488,29,31,122,123,45,54,5,6,51,52
,,Outros equinos,208,320,94,101,462,511,182,216,16,19,137,145
,Gado asinino,,443,488,345,412,"1,240","1,505",522,593,599,999,535,572
,Gado muar,,145,159,139,144,730,845,54,59,198,302,452,503
COELHAS reprodutoras,,,791,"3,749",206,580,"1,224","3,435",528,"3,875",140,493,521,"1,580"
AVES,,,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"1,407","6,879",390,"1,825","1,740","12,839","1,114","9,047",513,"4,815","1,367","7,641"
,Galinhas poedeiras e reprodutoras,,"1,836","14,582",635,"4,559","2,624","16,203","1,240","9,386",707,"5,264","1,541","11,995"
,Perús,,45,145,58,193,216,757,54,158,77,331,113,363
,"Patos, Gansos e pintadas",,159,781,163,689,582,"3,173",198,914,114,779,241,"1,166"
ABELHAS,,,,,,,,,,,,,,
,Número de colmeias povoadas,,133,"2,010",42,702,78,"2,068",67,"1,106",53,"1,018",120,"1,286"
,Número de cortiços povoadas,,66,427,11,69,39,219,32,296,25,195,37,131
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,,,
