Produtor singular segundo a dimensão económica e as classes de idade (Página 3),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 3/3
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,Alto Trás os Montes,,,,,,,,,,
,,,Total,"38,047","19,050","9,061","5,751","3,011","1,064",98,12
,,,15 - 24,131,36,22,26,32,15,- ,- 
,,,25 - 34,"1,428",524,244,239,245,158,15,3
,,,35 - 44,"4,645","2,023",935,763,599,296,28,1
,,,45 - 54,"7,321","3,234","1,797","1,300",736,232,20,2
,,,55 - 64,"10,128","4,603","2,678","1,738",872,219,15,3
,,,>= 65,"14,394","8,630","3,385","1,685",527,144,20,3
,,Alfândega da Fé,,,,,,,,,
,,,Total,"1,366",468,378,280,144,82,12,2
,,,15 - 24,4,3,- ,1,- ,- ,- ,- 
,,,25 - 34,60,16,16,8,12,6,1,1
,,,35 - 44,138,48,25,29,16,19,1,- 
,,,45 - 54,222,73,60,44,26,16,3,- 
,,,55 - 64,338,111,100,66,40,18,3,- 
,,,>= 65,604,217,177,132,50,23,4,1
,,Boticas,,,,,,,,,
,,,Total,"1,323",799,267,168,73,15,1,- 
,,,15 - 24,8,1,1,2,4,- ,- ,- 
,,,25 - 34,93,31,17,24,14,7,- ,- 
,,,35 - 44,189,84,41,39,19,5,1,- 
,,,45 - 54,253,133,58,43,17,2,- ,- 
,,,55 - 64,357,218,85,40,13,1,- ,- 
,,,>= 65,423,332,65,20,6,- ,- ,- 
,,Bragança,,,,,,,,,
,,,Total,"4,041","1,866",985,661,376,141,12,- 
,,,15 - 24,11,2,3,2,3,1,- ,- 
,,,25 - 34,124,49,24,18,18,13,2,- 
,,,35 - 44,465,165,102,77,69,48,4,- 
,,,45 - 54,765,306,194,140,94,29,2,- 
,,,55 - 64,"1,074",430,284,214,116,29,1,- 
,,,>= 65,"1,602",914,378,210,76,21,3,- 
,,Chaves,,,,,,,,,
,,,Total,"5,464","3,790","1,000",435,174,61,3,1
,,,15 - 24,16,5,4,3,3,1,- ,- 
,,,25 - 34,184,99,26,23,24,12,- ,- 
,,,35 - 44,654,405,106,64,49,27,3,- 
,,,45 - 54,"1,084",697,215,131,31,10,- ,- 
,,,55 - 64,"1,448",933,339,120,49,6,- ,1
,,,>= 65,"2,078","1,651",310,94,18,5,- ,- 
,,Macedo de Cavaleiros,,,,,,,,,
,,,Total,"3,174","1,425",850,520,281,79,16,3
,,,15 - 24,4,3,1,- ,- ,- ,- ,- 
,,,25 - 34,95,44,12,12,12,11,3,1
,,,35 - 44,340,130,83,57,49,16,4,1
,,,45 - 54,618,239,183,106,72,14,3,1
,,,55 - 64,849,363,221,146,92,24,3,- 
,,,>= 65,"1,268",646,350,199,56,14,3,- 
,,Miranda do Douro,,,,,,,,,
,,,Total,"1,716",863,373,261,147,69,3,- 
,,,15 - 24,4,2,1,1,- ,- ,- ,- 
,,,25 - 34,58,23,5,7,12,9,2,- 
,,,35 - 44,207,99,28,32,32,16,- ,- 
