Principais Culturas Temporárias (Cova da Beira),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 6/6
Região Agrária,,,Total,,Cultura Principal,,Cultura Secundária,,,,,
Nut III,,,,,,,Total,,Sucessiva,,Associada sob-coberto de permanentes,
Concelho,,,Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha)
Cova da Beira,,,,,,,,,,,,
,,Culturas temporárias,"6,088","27,971","5,571","21,988","2,721","5,983","1,707","4,743","1,558","1,247"
,,Cereais para grão,"3,639","8,315","3,332","7,915",575,400,159,239,420,163
,,Leguminosas secas para grão,"1,274",307,"1,056",256,269,48,28,15,242,32
,,Prados temporários,255,631,217,594,47,35,- ,- ,47,35
,,Culturas forrageiras,"3,965","17,931","3,373","12,492","2,187","5,448","1,586","4,485","1,047",970
,,Batata,"1,799",358,"1,530",320,327,35,9,1,319,35
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,15,185,15,185,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,930,237,884,225,69,16,5,2,64,14
,,Flores e plantas ornamentais,12,1,11,1,1,... ,- ,- ,1,... 
,,Sementes de culturas forrageiras,5,4,5,4,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,1,... ,- ,- ,1,... ,- ,- ,1,... 
,Belmonte,,,,,,,,,,,
,,Culturas temporárias,769,"4,065",749,"3,438",253,628,198,569,91,59
,,Cereais para grão,554,"1,560",542,"1,488",52,72,38,67,15,6
,,Leguminosas secas para grão,209,46,201,45,10,1,- ,- ,10,1
,,Prados temporários,84,206,82,203,6,2,- ,- ,6,2
,,Culturas forrageiras,405,"2,125",370,"1,584",199,542,181,501,40,41
,,Batata,445,109,411,99,41,9,2,... ,39,9
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,72,20,69,19,3,1,1,... ,2,... 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Covilhã,,,,,,,,,,,
,,Culturas temporárias,"2,125","7,464","1,950","6,398",781,"1,065",395,846,481,224
,,Cereais para grão,"1,281","2,866","1,149","2,728",239,140,58,83,182,56
,,Leguminosas secas para grão,517,102,384,79,163,22,16,7,148,14
,,Prados temporários,67,177,64,174,5,3,- ,- ,5,3
,,Culturas forrageiras,"1,189","3,995","1,029","3,116",536,883,338,752,260,134
,,Batata,597,155,510,140,115,14,6,o ,110,14
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,4,31,4,31,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,532,138,516,135,31,7,4,2,27,5
,,Flores e plantas ornamentais,5,o ,5,o ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Fundão,,,,,,,,,,,
,,Culturas temporárias,"3,194","16,442","2,872","12,152","1,687","4,290","1,114","3,328",986,964
,,Cereais para grão,"1,804","3,889","1,641","3,699",284,188,63,89,223,101
,,Leguminosas secas para grão,548,159,471,132,96,25,12,8,84,17
,,Prados temporários,104,248,71,217,36,30,- ,- ,36,30
,,Culturas forrageiras,"2,371","11,811","1,974","7,792","1,452","4,023","1,067","3,232",747,795
,,Batata,757,94,609,81,171,12,1,... ,170,12
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,11,154,11,154,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,326,79,299,71,35,8,- ,- ,35,8
,,Flores e plantas ornamentais,7,1,6,1,1,... ,- ,- ,1,... 
,,Sementes de culturas forrageiras,4,4,4,4,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,1,... ,- ,- ,1,... ,- ,- ,1,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,
,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
