Explorações segundo o Número de Caprinos,,,,,,,,,,
,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,
Nut III,,,,,,,,,,
Concelho,,,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 499,> = 500
BEIRA INTERIOR,,,expl (nº),"13,381","10,893","1,491",664,225,107,1
,,,efect (nº),"107,962","37,900","19,183","19,232","14,832","16,092",... 
,Pinhal Interior Sul ,,expl (nº),"4,624","3,926",499,173,18,8,- 
,,,efect (nº),"27,451","14,093","6,308","4,817","1,184","1,049",- 
,,Mação,expl (nº),732,629,68,29,4,2,- 
,,,efect (nº),"4,363","2,117",832,870,250,... ,- 
,,Oleiros,expl (nº),956,839,95,18,3,1,- 
,,,efect (nº),"5,379","3,402","1,191",443,201,... ,- 
,,Proença-a-Nova,expl (nº),"1,110",786,228,84,8,4,- 
,,,efect (nº),"9,460","3,241","2,922","2,271",558,468,- 
,,Sertã,expl (nº),"1,497","1,359",95,39,3,1,- 
,,,efect (nº),"7,147","4,474","1,213","1,140",175,... ,- 
,,Vila de Rei,expl (nº),329,313,13,3,- ,- ,- 
,,,efect (nº),"1,102",859,150,93,- ,- ,- 
,Serra da Estrela,,expl (nº),878,729,95,46,8,- ,- 
,,,efect (nº),"5,663","2,609","1,237","1,303",514,- ,- 
,,Fornos de Algodres,expl (nº),253,208,32,13,- ,- ,- 
,,,efect (nº),"1,463",729,435,299,- ,- ,- 
,,Gouveia,expl (nº),192,139,27,23,3,- ,- 
,,,efect (nº),"1,781",512,339,703,227,- ,- 
,,Seia,expl (nº),433,382,36,10,5,- ,- 
,,,efect (nº),"2,419","1,368",463,301,287,- ,- 
,Beira Interior Norte,,expl (nº),"2,951","2,315",315,198,92,31,- 
,,,efect (nº),"27,116","6,828","4,171","5,930","6,071","4,116",- 
,,Almeida,expl (nº),190,135,27,16,8,4,- 
,,,efect (nº),"2,213",367,342,502,547,455,- 
,,Celorico da Beira,expl (nº),216,177,26,11,2,- ,- 
,,,efect (nº),"1,369",567,342,309,... ,- ,- 
,,Figueira de Castelo Rodrigo,expl (nº),44,35,3,5,1,- ,- 
,,,efect (nº),380,102,34,161,... ,- ,- 
,,Guarda,expl (nº),885,711,78,65,21,10,- 
,,,efect (nº),"7,778","2,130","1,005","1,929","1,400","1,314",- 
,,Manteigas,expl (nº),78,45,8,17,6,2,- 
,,,efect (nº),"1,305",165,102,447,333,... ,- 
,,Meda,expl (nº),123,103,6,8,6,- ,- 
,,,efect (nº),932,212,75,250,395,- ,- 
,,Pinhel,expl (nº),277,244,9,13,9,2,- 
,,,efect (nº),"1,959",557,129,412,645,... ,- 
,,Sabugal,expl (nº),726,540,110,37,29,10,- 
,,,efect (nº),"7,853","1,883","1,496","1,120","1,942","1,412",- 
,,Trancoso,expl (nº),412,325,48,26,10,3,- 
,,,efect (nº),"3,327",845,646,800,575,461,- 
,Beira Interior Sul,,expl (nº),"2,964","2,266",411,172,66,48,1
,,,efect (nº),"32,409","8,897","5,261","5,017","4,524","7,987",... 
,,Castelo Branco,expl (nº),"1,651","1,322",223,69,20,16,1
,,,efect (nº),"14,801","5,115","2,827","1,922","1,367","2,847",... 
,,Idanha-a-Nova,expl (nº),537,396,69,38,15,19,- 
,,,efect (nº),"7,679","1,618",879,"1,054","1,058","3,070",- 
,,Penamacor,expl (nº),368,251,48,38,21,10,- 
,,,efect (nº),"5,704",995,625,"1,185","1,433","1,466",- 
,,Vila Velha de Ródão,expl (nº),408,297,71,27,10,3,- 
,,,efect (nº),"4,225","1,169",930,856,666,604,- 
,Cova da Beira,,expl (nº),"1,964","1,657",171,75,41,20,- 
,,,efect (nº),"15,323","5,473","2,206","2,165","2,539","2,940",- 
,,Belmonte,expl (nº),171,149,15,4,2,1,- 
,,,efect (nº),"1,153",432,197,113,... ,... ,- 
,,Covilhã,expl (nº),534,446,34,27,19,8,- 
,,,efect (nº),"5,016","1,484",428,821,"1,214","1,069",- 
,,Fundão,expl (nº),"1,259","1,062",122,44,20,11,- 
,,,efect (nº),"9,154","3,557","1,581","1,231","1,207","1,578",- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
