"Produtor singular segundo a OTE e as Classes de Idade  (Serra da Estrela, página 2)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 4/10
Região Agrária,,,Bovinos para leite / gado / carne,Ovinos / caprinos / out. herb.,Granívoros,Policultura,Polipecuária-herbívoros,Polipecuária-granívoros,Agricultura geral e herbívoros,Culturas diversas e gado,Não classificadas
Nut III,,,,,,,,,,,
Concelho,,,nº de indivíduos,,,,,,,,
Serra da Estrela,,,,,,,,,,,
,,Total,5,535,16,"1,103",210,12,150,246,- 
,,15 - 24,- ,3,- ,2,- ,- ,- ,3,- 
,,25 - 34,1,30,1,15,3,1,4,5,- 
,,35 - 44,- ,101,3,84,25,4,15,16,- 
,,45 - 54,2,95,9,199,47,5,21,59,- 
,,55 - 64,1,179,2,315,78,1,58,74,- 
,,>= 65,1,127,1,488,57,1,52,89,- 
,Fornos de Algodres,,,,,,,,,,
,,Total,1,123,1,177,44,- ,78,17,- 
,,15 - 24,- ,2,- ,1,- ,- ,- ,- ,- 
,,25 - 34,- ,4,- ,3,- ,- ,2,1,- 
,,35 - 44,- ,27,- ,11,9,- ,8,1,- 
,,45 - 54,- ,20,1,21,10,- ,10,5,- 
,,55 - 64,1,46,- ,51,13,- ,29,4,- 
,,>= 65,- ,24,- ,90,12,- ,29,6,- 
,Gouveia,,,,,,,,,,
,,Total,- ,147,3,246,32,6,11,66,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,1,- 
,,25 - 34,- ,9,1,4,- ,- ,1,1,- 
,,35 - 44,- ,32,- ,11,4,2,1,7,- 
,,45 - 54,- ,27,2,41,7,4,2,10,- 
,,55 - 64,- ,47,- ,63,15,- ,5,19,- 
,,>= 65,- ,32,- ,127,6,- ,2,28,- 
,Seia,,,,,,,,,,
,,Total,4,265,12,680,134,6,61,163,- 
,,15 - 24,- ,1,- ,1,- ,- ,- ,2,- 
,,25 - 34,1,17,- ,8,3,1,1,3,- 
,,35 - 44,- ,42,3,62,12,2,6,8,- 
,,45 - 54,2,48,6,137,30,1,9,44,- 
,,55 - 64,- ,86,2,201,50,1,24,51,- 
,,>= 65,1,71,1,271,39,1,21,55,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,
,,
,,
