"Efectivo animal (Total e Pinhal Interior Sul, página 1)",,,,,,,,,,,,,,
,,,,,,,,,,1999,,,,
,,,,,,,,,,pág. 1/7,,,,
,,,BEIRA INTERIOR,,Pinhal Interior Sul,,Mação,,Oleiros,,,,,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),,,,
BOVINOS,,,"6,256","55,207",471,"1,815",39,410,50,82,,,,
Bovinos com menos de 1 ano,,,"3,350","13,731",189,503,16,153,11,13,,,,
,Vitelos de carne (para abate < 1 ano),,"1,108","4,443",131,399,14,150,2,... ,,,,
,Outros vitelos,,"2,483","9,288",64,104,2,... ,9,11,,,,
,,Machos,"1,351","4,212",30,48,2,... ,5,7,,,,
,,Fêmeas,"1,815","5,076",40,56,1,... ,4,4,,,,
Bovinos de 1 a menos de 2 anos,,,"1,910","8,525",136,738,17,210,19,31,,,,
,Machos,,885,"2,959",98,640,11,195,14,24,,,,
,Fêmeas reprodutoras,,"1,307","5,274",35,63,7,12,6,7,,,,
,Fêmeas não reprodutoras,,100,292,11,35,2,... ,- ,- ,,,,
Bovinos de 2 anos e mais,,,"4,899","32,951",246,574,18,47,21,38,,,,
,Machos,,568,944,55,89,2,... ,15,25
,Novilhas reprodutoras,,924,"7,568",26,120,8,28,3,6
,Novilhas não reprodutoras,,44,238,6,6,4,4,1,... 
,Vacas leiteiras,,"3,524","15,026",159,333,6,10,4,6
,Outras vacas,,714,"9,175",13,26,2,... ,- ,- 
SUÍNOS,,,"10,744","71,047","3,073","18,778",479,"4,849",555,941
,Suínos com menos de 20 kg de PV,,"1,341","16,709",205,"4,375",27,"1,066",28,81
,Fêmeas reprodutoras de 50 kg de PV e mais,,"1,070","8,070",163,"1,834",30,495,10,31
,Outros suínos,,"9,530","46,268","2,901","12,569",464,"3,288",528,829
OVINOS,,,"8,022","453,786",754,"6,674",124,"1,786",103,503
,Fêmeas reprodutoras,,"7,345","409,004",704,"5,568",118,"1,574",100,448
,Outros ovinos,,"5,410","44,782",341,"1,106",62,212,28,55
CAPRINOS,,,"13,381","107,962","4,624","27,451",732,"4,363",956,"5,379"
,Fêmeas reprodutoras,,"13,300","95,500","4,615","24,726",731,"3,822",956,"5,123"
,Outros caprinos,,"4,367","12,462","1,095","2,725",213,541,148,256
EQUÍDEOS,,,"13,000","16,172","1,447","1,564",413,453,60,60
,Gado equino,,"1,350","2,537",51,96,13,32,4,4
,,Fêmeas reprodutoras,527,961,15,27,8,14,1,... 
,,Outros equinos,"1,036","1,576",44,69,10,18,3,3
,Gado asinino,,"9,507","10,970",456,503,169,183,25,25
,Gado muar,,"2,472","2,665",956,965,235,238,31,31
COELHAS reprodutoras,,,"10,236","29,242","1,806","4,206",346,851,213,580
AVES,,,,,,,,,,
,Frangos de carne (inclui galos),,"12,002","244,065","3,442","38,136",651,"7,377",584,"4,506"
,Galinhas poedeiras e reprodutoras,,"30,940","401,096","6,493","85,608","1,194","9,993","1,345","11,905"
,Perús,,"1,531","6,788",199,664,46,129,32,121
,"Patos, Gansos e pintadas",,"5,693","39,860","1,388","8,116",263,"1,745",218,"1,164"
ABELHAS,,,,,,,,,,
,Número de colmeias povoadas,,"2,398","28,135",902,"6,458",209,"1,556",151,667
,Número de cortiços povoadas,,"1,777","16,986","1,003","11,312",179,"1,347",259,"2,943"
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
