Efectivo animal (Beira Interior Sul),,,,,,,,,,,,,,
,,,,,,,,,,,,1999,,
,,,,,,,,,,,,pág. 6/7,,
,,,Beira Interior Sul,,Castelo Branco,,Idanha-a-Nova,,Penamacor,,Vila Velha de Ródão,,,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),,
BOVINOS,,,522,"13,430",154,"2,768",240,"8,542",105,"1,835",23,285,,
Bovinos com menos de 1 ano,,,320,"3,230",78,841,180,"1,966",48,354,14,69,,
,Vitelos de carne (para abate < 1 ano),,109,"1,052",43,450,40,420,17,156,9,26,,
,Outros vitelos,,234,"2,178",42,391,153,"1,546",34,198,5,43,,
,,Machos,170,"1,125",27,188,118,798,21,119,4,20,,
,,Fêmeas,163,"1,053",26,203,113,748,21,79,3,23,,
Bovinos de 1 a menos de 2 anos,,,225,"2,166",65,438,128,"1,302",19,337,13,89,,
,Machos,,134,623,44,299,72,248,10,27,8,49,,
,Fêmeas reprodutoras,,136,"1,475",25,132,93,"1,013",13,294,5,36,,
,Fêmeas não reprodutoras,,13,68,3,7,5,41,2,... ,3,4,,
Bovinos de 2 anos e mais,,,382,"8,034",94,"1,489",187,"5,274",87,"1,144",14,127,,
,Machos,,123,269,18,37,92,209,10,19,3,4
,Novilhas reprodutoras,,109,"1,503",29,234,57,"1,082",16,159,7,28
,Novilhas não reprodutoras,,7,29,1,... ,5,25,- ,- ,1,... 
,Vacas leiteiras,,149,"1,308",43,148,43,664,58,421,5,75
,Outras vacas,,168,"4,925",30,"1,068",115,"3,294",20,545,3,18
SUÍNOS,,,"2,111","17,983",984,"13,200",520,"1,590",361,"1,118",246,"2,075"
,Suínos com menos de 20 kg de PV,,336,"3,481",114,"2,298",110,426,97,295,15,462
,Fêmeas reprodutoras de 50 kg de PV e mais,,196,"2,208",78,"1,598",49,156,52,144,17,310
,Outros suínos,,"1,837","12,294",900,"9,304",430,"1,008",270,679,237,"1,303"
OVINOS,,,"2,140","190,552","1,058","80,447",696,"87,954",211,"14,376",175,"7,775"
,Fêmeas reprodutoras,,"1,985","173,395",972,"72,910",662,"80,099",190,"13,103",161,"7,283"
,Outros ovinos,,"1,598","17,157",768,"7,537",580,"7,855",146,"1,273",104,492
CAPRINOS,,,"2,964","32,409","1,651","14,801",537,"7,679",368,"5,704",408,"4,225"
,Fêmeas reprodutoras,,"2,947","28,684","1,643","12,735",534,"6,912",362,"5,262",408,"3,775"
,Outros caprinos,,"1,413","3,725",809,"2,066",279,767,154,442,171,450
EQUÍDEOS,,,"2,303","3,069","1,019","1,255",550,988,530,594,204,232
,Gado equino,,247,812,85,238,132,489,24,66,6,19
,,Fêmeas reprodutoras,151,399,50,113,87,246,12,32,2,... 
,,Outros equinos,184,413,62,125,100,243,17,34,5,11
,Gado asinino,,"1,651","1,795",703,768,366,420,461,476,121,131
,Gado muar,,445,462,241,249,73,79,52,52,79,82
COELHAS reprodutoras,,,"1,945","5,101",958,"2,183",376,979,319,904,292,"1,035"
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"2,849","20,229","1,449","10,583",807,"5,432",290,"1,879",303,"2,335"
,Galinhas poedeiras e reprodutoras,,"6,476","52,689","3,389","29,474","1,360","11,201","1,008","7,037",719,"4,977"
,Perús,,459,"3,383",229,"2,707",116,375,69,172,45,129
,"Patos, Gansos e pintadas",,"1,419","9,474",739,"4,450",400,"3,091",148,912,132,"1,021"
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,602,"7,141",310,"2,812",116,"1,661",65,"1,608",111,"1,060"
,Número de cortiços povoadas,,419,"3,409",227,"1,411",77,"1,413",19,72,96,513
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,
