"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (OTE / Alto Alentejo - Arronches)",,,,,,,,,,,
,,,,,,,,,,,Pág 2/14
,,ALENTEJO,Alentejo Litoral,Alcácer do Sal,Grândola,Odemira,Santiago do Cacém,Sines,Alto Alentejo,Alter do Chão,Arronches
OTE,expl (nº),  35 906 ,  5 695 ,   877 ,  1 031 ,  1 927 ,  1 641 ,   219 ,  11 192 ,   344 ,   481 
,SAL (ha), 1 924 044 ,  291 144 ,  90 437 ,  44 973 ,  77 775 ,  69 495 ,  8 464 ,  454 106 ,  29 712 ,  26 211 
Cereais plantas olea./proteaginosas,expl (nº),  3 859 ,   938 ,   346 ,   77 ,   282 ,   199 ,   34 ,   370 ,   10 ,   14 
,SAL (ha),  316 451 ,  49 924 ,  19 790 ,  2 306 ,  12 450 ,  14 026 ,  1 352 ,  38 089 ,   929 ,  1 757 
Culturas agrícolas diversas,expl (nº),  1 789 ,   369 ,   52 ,   102 ,   112 ,   95 ,   8 ,   464 ,   9 ,   15 
,SAL (ha),  81 153 ,  11 333 ,  2 347 ,  3 341 ,  1 999 ,  3 582 ,   64 ,  20 914 ,   212 ,  1 183 
Horticultura,expl (nº),  1 470 ,   151 ,   59 ,   51 ,   20 ,   20 ,   1 ,  1 060 ,   4 ,   1 
,SAL (ha),  5 612 ,  1 318 ,   164 ,   107 ,   968 ,   79 ,... ,  3 263 ,   5 ,... 
Viticultura,expl (nº),  1 453 ,   99 ,   2 ,   25 ,   22 ,   48 ,   2 ,   267 ,   1 ,   2 
,SAL (ha),  26 601 ,   695 ,... ,   238 ,   153 ,   289 ,... ,  1 689 ,... ,... 
Fruticultura,expl (nº),   920 ,   279 ,   9 ,   35 ,   30 ,   184 ,   21 ,   219 ,   3 ,   5 
,SAL (ha),  9 579 ,  1 449 ,   111 ,   169 ,   244 ,   805 ,   120 ,  1 505 ,   4 ,   7 
Olivicultura,expl (nº),  7 805 ,   216 ,   77 ,   37 ,   48 ,   53 ,   1 ,  3 313 ,   103 ,   199 
,SAL (ha),  62 529 ,  2 116 ,   663 ,   139 ,   474 ,   839 ,... ,  25 264 ,  1 140 ,  1 216 
Culturas permanentes diversas,expl (nº),  1 538 ,   162 ,   14 ,   39 ,   12 ,   90 ,   7 ,   683 ,   7 ,   10 
,SAL (ha),  21 598 ,  1 353 ,   231 ,   511 ,   100 ,   484 ,   27 ,  5 095 ,   169 ,   75 
Bovinos de leite,expl (nº),   162 ,   15 ,- ,- ,   11 ,   3 ,   1 ,   65 ,   1 ,   5 
,SAL (ha),  7 943 ,   665 ,- ,- ,   300 ,   159 ,... ,  2 886 ,... ,   134 
Bovinos para gado/carne,expl (nº),  1 083 ,   334 ,   59 ,   26 ,   176 ,   65 ,   8 ,   296 ,   29 ,   18 
,SAL (ha),  216 222 ,  39 312 ,  19 272 ,  6 756 ,  6 409 ,  6 679 ,   196 ,  74 351 ,  8 389 ,  4 457 
Bovinos para leite/gado/carne,expl (nº),   119 ,   11 ,   2 ,- ,   5 ,   4 ,- ,   46 ,   2 ,   5 
,SAL (ha),  6 316 ,   296 ,... ,- ,   90 ,   97 ,- ,  2 027 ,... ,   396 
Ovinos/caprinos/out. herbívoros,expl (nº),  4 545 ,   834 ,   59 ,   247 ,   257 ,   245 ,   26 ,  1 052 ,   61 ,   64 
,SAL (ha),  268 760 ,  54 749 ,  8 396 ,  15 860 ,  14 805 ,  14 947 ,   741 ,  76 081 ,  5 624 ,  4 170 
Granívoros,expl (nº),   992 ,   430 ,   11 ,   78 ,   186 ,   133 ,   22 ,   126 ,   1 ,   12 
,SAL (ha),  17 343 ,  5 126 ,   80 ,  1 085 ,   930 ,  2 881 ,   150 ,  1 241 ,... ,   36 
Policultura,expl (nº),  3 593 ,   463 ,   58 ,   83 ,   156 ,   148 ,   18 ,  1 347 ,   43 ,   24 
,SAL (ha),  217 896 ,  19 285 ,  3 381 ,  5 316 ,  6 483 ,  2 670 ,  1 435 ,  45 487 ,  1 144 ,  1 223 
Polipecuária-herbívoros,expl (nº),  1 090 ,   244 ,   23 ,   39 ,   110 ,   65 ,   7 ,   301 ,   11 ,   26 
,SAL (ha),  141 083 ,  23 021 ,  8 547 ,  2 698 ,  6 797 ,  4 766 ,   213 ,  36 366 ,  2 690 ,  4 370 
Polipecuária-granívoros,expl (nº),   772 ,   261 ,   11 ,   52 ,   120 ,   69 ,   9 ,   116 ,- ,   10 
,SAL (ha),  42 633 ,  8 330 ,   152 ,  1 211 ,  3 755 ,  2 972 ,   240 ,  3 657 ,- ,  1 129 
Agricultura geral e herbívoros,expl (nº),  1 551 ,   436 ,   60 ,   26 ,   242 ,   74 ,   34 ,   241 ,   15 ,   13 
,SAL (ha),  386 248 ,  62 620 ,  24 495 ,  3 103 ,  19 545 ,  11 938 ,  3 539 ,  79 983 ,  5 477 ,  4 698 
Culturas diversas e gado,expl (nº),  2 799 ,   405 ,   35 ,   110 ,   121 ,   122 ,   17 ,  1 166 ,   43 ,   53 
,SAL (ha),  93 147 ,  8 939 ,  2 694 ,  2 106 ,  2 083 ,  1 995 ,   61 ,  35 913 ,  3 110 ,  1 297 
Não classificadas,expl (nº),   366 ,   48 ,- ,   4 ,   17 ,   24 ,   3 ,   60 ,   1 ,   5 
,SAL (ha),  2 987 ,   614 ,- ,   29 ,   191 ,   287 ,   107 ,   331 ,... ,   42 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,
