"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Exploração Agrícola / Alto Alentejo - Arronches)",,,,,,,,,,,
,,,,,,,,,,,Pág 1/14
,,ALENTEJO,Alentejo Litoral,Alcácer do Sal,Grândola,Odemira,Santiago do Cacém,Sines,Alto Alentejo,Alter do Chão,Arronches
Explorações agrícolas,expl (nº),  35 906 ,  5 695 ,   877 ,  1 031 ,  1 927 ,  1 641 ,   219 ,  11 192 ,   344 ,   481 
,SAL (ha), 1 924 044 ,  291 144 ,  90 437 ,  44 973 ,  77 775 ,  69 495 ,  8 464 ,  454 106 ,  29 712 ,  26 211 
Sem SAU,expl (nº),  1 032 ,   110 ,   15 ,   13 ,   54 ,   18 ,   10 ,   217 ,   7 ,   5 
> 0 a < 1,expl (nº),  4 255 ,   439 ,   89 ,   101 ,   94 ,   149 ,   6 ,  2 139 ,   29 ,   66 
,SAL (ha),  2 569 ,   260 ,   51 ,   60 ,   52 ,   94 ,   3 ,  1 223 ,   19 ,   42 
1 a < 2,expl (nº),  5 702 ,   776 ,   68 ,   148 ,   238 ,   288 ,   34 ,  2 291 ,   49 ,   71 
,SAL (ha),  8 023 ,  1 182 ,   99 ,   230 ,   359 ,   437 ,   57 ,  3 158 ,   66 ,   103 
2 a < 5,expl (nº),  7 183 ,  1 115 ,   196 ,   218 ,   353 ,   299 ,   49 ,  2 403 ,   61 ,   114 
,SAL (ha),  23 131 ,  3 726 ,   693 ,   701 ,  1 157 ,   985 ,   190 ,  7 571 ,   201 ,   365 
5 a < 10,expl (nº),  4 594 ,   786 ,   152 ,   149 ,   261 ,   195 ,   29 ,  1 287 ,   53 ,   64 
,SAL (ha),  32 572 ,  5 698 ,  1 014 ,  1 058 ,  1 954 ,  1 458 ,   214 ,  8 988 ,   367 ,   448 
10 a < 20,expl (nº),  3 552 ,   650 ,   67 ,   124 ,   271 ,   168 ,   20 ,   767 ,   25 ,   35 
,SAL (ha),  50 200 ,  9 485 ,   917 ,  1 853 ,  3 949 ,  2 492 ,   274 ,  10 617 ,   331 ,   478 
20 a < 50,expl (nº),  3 383 ,   725 ,   70 ,   109 ,   302 ,   210 ,   34 ,   686 ,   19 ,   35 
,SAL (ha),  107 369 ,  23 314 ,  2 297 ,  3 547 ,  9 464 ,  6 886 ,  1 120 ,  21 660 ,   558 ,  1 090 
50 a < 100,expl (nº),  1 924 ,   404 ,   45 ,   64 ,   150 ,   134 ,   11 ,   433 ,   25 ,   24 
,SAL (ha),  137 424 ,  28 718 ,  3 377 ,  4 637 ,  10 585 ,  9 334 ,   785 ,  31 073 ,  1 912 ,  1 876 
>= 100,expl (nº),  4 281 ,   690 ,   175 ,   105 ,   204 ,   180 ,   26 ,   969 ,   76 ,   67 
,SAL (ha), 1 562 781 ,  218 766 ,  81 986 ,  32 889 ,  50 259 ,  47 811 ,  5 821 ,  369 824 ,  26 260 ,  21 809 
Classes de dimensão económica - (UDE),expl (nº),  35 540 ,  5 647 ,   877 ,  1 027 ,  1 910 ,  1 617 ,   216 ,  11 132 ,   343 ,   476 
,SAL (ha), 1 921 060 ,  290 531 ,  90 437 ,  44 943 ,  77 585 ,  69 209 ,  8 357 ,  453 775 ,  29 711 ,  26 169 
> 0 a < 2,expl (nº),  17 732 ,  2 478 ,   193 ,   497 ,   922 ,   768 ,   98 ,  6 536 ,   169 ,   303 
,SAL (ha),  78 403 ,  17 987 ,  1 009 ,  5 009 ,  6 432 ,  5 134 ,   403 ,  19 768 ,   719 ,  1 137 
2 a < 4,expl (nº),  5 103 ,   864 ,   130 ,   165 ,   304 ,   228 ,   37 ,  1 661 ,   45 ,   50 
,SAL (ha),  64 550 ,  14 689 ,   505 ,  3 398 ,  5 956 ,  4 374 ,   456 ,  15 791 ,  1 049 ,  1 043 
4 a < 8,expl (nº),  4 204 ,   870 ,   219 ,   158 ,   256 ,   209 ,   28 ,  1 096 ,   31 ,   32 
,SAL (ha),  105 690 ,  27 513 ,  4 285 ,  5 588 ,  9 907 ,  7 155 ,   578 ,  23 982 ,  1 252 ,  1 173 
8 a < 16,expl (nº),  3 156 ,   585 ,   124 ,   91 ,   180 ,   170 ,   20 ,   768 ,   33 ,   30 
,SAL (ha),  179 111 ,  36 938 ,  8 107 ,  5 962 ,  11 612 ,  9 562 ,  1 695 ,  49 087 ,  3 336 ,  2 898 
16 a < 40,expl (nº),  2 938 ,   507 ,   104 ,   74 ,   163 ,   141 ,   25 ,   569 ,   36 ,   33 
,SAL (ha),  419 526 ,  74 361 ,  16 487 ,  12 847 ,  22 558 ,  19 443 ,  3 026 ,  90 768 ,  7 006 ,  6 537 
40 a < 100,expl (nº),  1 651 ,   251 ,   80 ,   36 ,   59 ,   69 ,   7 ,   349 ,   22 ,   19 
,SAL (ha),  561 860 ,  76 999 ,  34 657 ,  10 575 ,  15 336 ,  14 235 ,  2 196 ,  136 010 ,  10 131 ,  6 860 
> = 100,expl (nº),   756 ,   92 ,   27 ,   6 ,   26 ,   32 ,   1 ,   153 ,   7 ,   9 
,SAL (ha),  511 947 ,  42 046 ,  25 387 ,  1 564 ,  5 786 ,  9 307 ,... ,  118 382 ,  6 218 ,  6 521 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,
