Produtor singular segundo a OTE e as classes de idade (Bovinos para Gado/Carne / Alto Alentejo - Portalegre),,,,,,,,,,,
,35 - 44,   63 ,- ,   2 ,   1 ,   1 ,   5 ,   7 ,   7 ,   1 ,   2 
,45 - 54,   56 ,- ,   3 ,   3 ,- ,   2 ,   7 ,   5 ,   1 ,   3 
,55 - 64,   130 ,- ,   12 ,   2 ,   2 ,   7 ,   12 ,   7 ,   3 ,   6 
,>= 65,   288 ,- ,   27 ,   1 ,   3 ,   13 ,   73 ,   25 ,   3 ,   8 
,Monforte,,,,,,,,,,
,Total,   222 ,   14 ,   4 ,- ,- ,   1 ,   70 ,   2 ,   5 ,   25 
,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   11 ,- ,- ,- ,- ,- ,   1 ,- ,   1 ,- 
,35 - 44,   21 ,   2 ,- ,- ,- ,- ,   1 ,- ,- ,   4 
,45 - 54,   33 ,   3 ,- ,- ,- ,- ,   10 ,- ,   1 ,   4 
,55 - 64,   58 ,   2 ,   1 ,- ,- ,- ,   19 ,- ,   2 ,   7 
,>= 65,   99 ,   7 ,   3 ,- ,- ,   1 ,   39 ,   2 ,   1 ,   10 
,Mora,,,,,,,,,,
,Total,   502 ,   25 ,   34 ,   97 ,   64 ,   5 ,   88 ,   11 ,   1 ,   9 
,15 - 24,   2 ,- ,- ,- ,- ,- ,- ,- ,- ,   1 
,25 - 34,   12 ,   1 ,- ,   1 ,   1 ,- ,   2 ,   1 ,- ,   1 
,35 - 44,   47 ,   1 ,   8 ,   4 ,   6 ,   1 ,   6 ,   1 ,- ,   1 
,45 - 54,   81 ,   7 ,   12 ,   8 ,   8 ,- ,   12 ,   1 ,   1 ,- 
,55 - 64,   115 ,   3 ,   7 ,   26 ,   13 ,- ,   20 ,   5 ,- ,   1 
,>= 65,   245 ,   13 ,   7 ,   58 ,   36 ,   4 ,   48 ,   3 ,- ,   5 
,Nisa,,,,,,,,,,
,Total,  1 388 ,   2 ,   9 ,   3 ,   23 ,   8 ,   672 ,   187 ,   3 ,   29 
,15 - 24,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   28 ,- ,- ,- ,- ,- ,   10 ,   1 ,- ,   4 
,35 - 44,   73 ,- ,   1 ,- ,   2 ,   1 ,   27 ,   5 ,   1 ,   3 
,45 - 54,   176 ,- ,   1 ,- ,   3 ,   1 ,   80 ,   24 ,- ,   5 
,55 - 64,   354 ,   1 ,   1 ,   1 ,   5 ,   1 ,   152 ,   48 ,   1 ,   10 
,>= 65,   756 ,   1 ,   6 ,   2 ,   13 ,   5 ,   403 ,   109 ,   1 ,   7 
,Ponte de Sôr,,,,,,,,,,
,Total,  1 993 ,   24 ,   113 ,   688 ,   5 ,   65 ,   241 ,   81 ,   4 ,   6 
,15 - 24,   10 ,   1 ,   2 ,   1 ,- ,   1 ,   1 ,- ,- ,- 
,25 - 34,   55 ,   1 ,- ,   12 ,- ,   1 ,- ,- ,   1 ,- 
,35 - 44,   180 ,   2 ,   12 ,   47 ,- ,   3 ,   13 ,   6 ,   1 ,   3 
,45 - 54,   275 ,   4 ,   18 ,   82 ,   2 ,   14 ,   29 ,   12 ,- ,   1 
,55 - 64,   486 ,   5 ,   23 ,   167 ,- ,   15 ,   53 ,   17 ,   1 ,- 
,>= 65,   987 ,   11 ,   58 ,   379 ,   3 ,   31 ,   145 ,   46 ,   1 ,   2 
,Portalegre,,,,,,,,,,
,Total,  1 617 ,   3 ,   61 ,   105 ,   81 ,   33 ,   428 ,   110 ,   22 ,   35 
,15 - 24,   4 ,- ,- ,- ,- ,- ,- ,- ,- ,   1 
,25 - 34,   66 ,   1 ,   1 ,   4 ,   6 ,   2 ,   14 ,   6 ,   2 ,   4 
,35 - 44,   119 ,- ,   1 ,   6 ,   5 ,- ,   29 ,   5 ,   11 ,   9 
,45 - 54,   212 ,- ,   8 ,   18 ,   10 ,   1 ,   49 ,   17 ,   2 ,   4 
,55 - 64,   433 ,   1 ,   17 ,   26 ,   13 ,   12 ,   92 ,   33 ,   4 ,   9 
,>= 65,   783 ,   1 ,   34 ,   51 ,   47 ,   18 ,   244 ,   49 ,   3 ,   8 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,
