"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Exploração Agrícola / Alto Alentejo - Gavião)",,,,,,,,
,,,,,,,,Pág 3/14
,,Avis,Campo Maior,Castelo de Vide,Crato,Elvas,Fronteira,Gavião
Explorações agrícolas,expl (nº),   463 ,   679 ,   304 ,   468 ,   829 ,   253 ,   966 
,SAL (ha),  42 425 ,  21 086 ,  20 712 ,  25 913 ,  57 486 ,  17 797 ,  7 911 
Sem SAU,expl (nº),   14 ,   2 ,- ,   8 ,   16 ,   9 ,   17 
> 0 a < 1,expl (nº),   36 ,   99 ,   39 ,   89 ,   50 ,   10 ,   208 
,SAL (ha),   22 ,   64 ,   22 ,   56 ,   31 ,   6 ,   144 
1 a < 2,expl (nº),   60 ,   105 ,   43 ,   98 ,   124 ,   28 ,   272 
,SAL (ha),   83 ,   147 ,   56 ,   134 ,   173 ,   35 ,   384 
2 a < 5,expl (nº),   81 ,   168 ,   68 ,   84 ,   171 ,   29 ,   303 
,SAL (ha),   261 ,   553 ,   215 ,   260 ,   540 ,   87 ,   933 
5 a < 10,expl (nº),   53 ,   113 ,   30 ,   50 ,   120 ,   36 ,   110 
,SAL (ha),   383 ,   793 ,   203 ,   350 ,   823 ,   253 ,   745 
10 a < 20,expl (nº),   37 ,   65 ,   12 ,   26 ,   87 ,   39 ,   31 
,SAL (ha),   542 ,   908 ,   161 ,   380 ,  1 242 ,   558 ,   438 
20 a < 50,expl (nº),   53 ,   47 ,   27 ,   38 ,   78 ,   35 ,   11 
,SAL (ha),  1 821 ,  1 391 ,   867 ,  1 188 ,  2 603 ,  1 110 ,   336 
50 a < 100,expl (nº),   50 ,   27 ,   28 ,   18 ,   53 ,   24 ,   2 
,SAL (ha),  3 497 ,  1 914 ,  1 980 ,  1 287 ,  3 816 ,  1 716 ,... 
>= 100,expl (nº),   79 ,   53 ,   57 ,   57 ,   130 ,   43 ,   12 
,SAL (ha),  35 816 ,  15 317 ,  17 206 ,  22 259 ,  48 257 ,  14 033 ,  4 757 
Classes de dimensão económica - (UDE),expl (nº),   452 ,   673 ,   304 ,   467 ,   814 ,   252 ,   963 
,SAL (ha),  42 338 ,  21 067 ,  20 712 ,  25 913 ,  57 367 ,  17 793 ,  7 904 
> 0 a < 2,expl (nº),   203 ,   415 ,   120 ,   294 ,   348 ,   87 ,   663 
,SAL (ha),   768 ,  1 196 ,   515 ,   950 ,  1 470 ,   326 ,  1 743 
2 a < 4,expl (nº),   50 ,   90 ,   49 ,   52 ,   94 ,   33 ,   170 
,SAL (ha),   880 ,   826 ,   836 ,   450 ,   817 ,   422 ,   765 
4 a < 8,expl (nº),   35 ,   55 ,   46 ,   36 ,   96 ,   36 ,   87 
,SAL (ha),  1 224 ,   998 ,  1 554 ,  1 029 ,  1 501 ,   592 ,   772 
8 a < 16,expl (nº),   48 ,   40 ,   55 ,   34 ,   92 ,   29 ,   26 
,SAL (ha),  3 008 ,  1 680 ,  4 708 ,  2 798 ,  3 698 ,  1 177 ,   341 
16 a < 40,expl (nº),   63 ,   36 ,   28 ,   27 ,   78 ,   38 ,   11 
,SAL (ha),  6 615 ,  5 124 ,  8 303 ,  5 887 ,  7 449 ,  4 432 ,  1 371 
40 a < 100,expl (nº),   32 ,   22 ,   5 ,   17 ,   75 ,   18 ,   5 
,SAL (ha),  12 544 ,  4 890 ,  2 657 ,  7 882 ,  19 134 ,  5 214 ,  1 919 
> = 100,expl (nº),   21 ,   15 ,   1 ,   7 ,   31 ,   11 ,   1 
,SAL (ha),  17 301 ,  6 352 ,... ,  6 918 ,  23 300 ,  5 632 ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
