Produtor singular segundo a OTE e as classes de idade (Página 7),,,,,,,,,,,,,
,,,55 - 64,316,1,16,- ,41,- ,- ,10,- ,11
,,,>= 65,454,- ,33,- ,88,- ,- ,7,- ,15
,,Castelo de Paiva,,,,,,,,,,,
,,,Total,748,2,43,- ,90,1,- ,10,6,8
,,,15 - 24,6,- ,- ,- ,2,- ,- ,- ,1,1
,,,25 - 34,25,- ,2,- ,3,- ,- ,- ,1,2
,,,35 - 44,118,1,5,- ,9,- ,- ,1,2,4
,,,45 - 54,186,- ,9,- ,22,- ,- ,1,1,1
,,,55 - 64,194,1,12,- ,23,- ,- ,1,1,- 
,,,>= 65,219,- ,15,- ,31,1,- ,7,- ,- 
,,Celorico de Basto,,,,,,,,,,,
,,,Total,"1,764",1,90,1,318,2,1,16,20,43
,,,15 - 24,8,- ,1,- ,2,- ,- ,- ,- ,1
,,,25 - 34,99,- ,2,1,16,- ,- ,- ,- ,5
,,,35 - 44,275,1,14,- ,37,1,- ,3,7,7
,,,45 - 54,335,- ,10,- ,53,- ,- ,3,7,8
,,,55 - 64,431,- ,21,- ,64,- ,- ,2,3,11
,,,>= 65,616,- ,42,- ,146,1,1,8,3,11
,,Cinfães,,,,,,,,,,,
,,,Total,"1,767",2,24,- ,175,9,- ,24,1,87
,,,15 - 24,5,- ,- ,- ,1,- ,- ,- ,- ,1
,,,25 - 34,103,1,2,- ,3,- ,- ,2,- ,4
,,,35 - 44,293,- ,4,- ,18,2,- ,3,- ,14
,,,45 - 54,358,1,2,- ,35,1,- ,5,- ,19
,,,55 - 64,477,- ,7,- ,34,6,- ,5,- ,21
,,,>= 65,531,- ,9,- ,84,- ,- ,9,1,28
,,Felgueiras,,,,,,,,,,,
,,,Total,"1,443",12,80,8,376,11,- ,35,15,11
,,,15 - 24,5,- ,- ,- ,2,- ,- ,- ,- ,- 
,,,25 - 34,76,- ,3,1,17,1,- ,3,- ,2
,,,35 - 44,203,6,14,3,40,- ,- ,6,2,2
,,,45 - 54,291,3,18,2,82,2,- ,9,5,3
,,,55 - 64,400,1,16,1,99,2,- ,12,2,2
,,,>= 65,468,2,29,1,136,6,- ,5,6,2
,,Lousada,,,,,,,,,,,
,,,Total,939,2,73,9,195,- ,- ,18,15,11
,,,15 - 24,3,- ,- ,- ,1,- ,- ,1,- ,1
,,,25 - 34,44,- ,4,3,2,- ,- ,- ,2,1
,,,35 - 44,145,- ,14,2,24,- ,- ,2,3,5
,,,45 - 54,173,1,9,3,30,- ,- ,5,2,1
,,,55 - 64,267,- ,22,1,50,- ,- ,5,5,2
,,,>= 65,307,1,24,- ,88,- ,- ,5,3,1
,,Marco de Canaveses,,,,,,,,,,,
,,,Total,"1,746",2,77,10,332,8,1,42,- ,1
,,,15 - 24,10,- ,- ,- ,4,- ,- ,- ,- ,- 
,,,25 - 34,82,- ,4,3,16,- ,- ,2,- ,- 
,,,35 - 44,231,1,6,6,37,- ,- ,3,- ,- 
,,,45 - 54,367,- ,16,1,67,3,- ,7,- ,- 
,,,55 - 64,485,- ,31,- ,80,2,- ,12,- ,1
,,,>= 65,571,1,20,- ,128,3,1,18,- ,- 
,,Mondim de Basto,,,,,,,,,,,
,,,Total,789,4,47,1,122,- ,- ,7,1,38
,,,15 - 24,1,- ,- ,- ,- ,- ,- ,- ,- ,1
,,,25 - 34,56,- ,1,- ,8,- ,- ,- ,- ,5
,,,35 - 44,126,1,6,- ,16,- ,- ,2,- ,7
,,,45 - 54,163,- ,12,1,23,- ,- ,1,- ,4
,,,55 - 64,232,1,12,- ,34,- ,- ,3,1,8
,,,>= 65,211,2,16,- ,41,- ,- ,1,- ,13
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,,
