Características da habitação do produtor singular (<30 anos),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/3
Região Agrícola,,,Total de explorações,,,,,Total de explorações com produtor residente na exploração,,,,
,Nut III,,Total  ,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos,Total,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos
,,Concelho,idade da habitação <30 anos,,,,,,,,,
Entre Douro e Minho,,,"22,287","22,244","21,846","21,873","22,179","15,611","15,583","15,311","15,308","15,541"
,Minho Lima ,,"4,899","4,887","4,810","4,807","4,874","3,207","3,202","3,152","3,152","3,195"
,,Arcos de Valdevez,988,983,935,928,981,742,741,712,705,741
,,Caminha,127,127,126,126,126,21,21,21,21,21
,,Melgaço,461,461,459,461,461,389,389,387,389,389
,,Monção,796,796,794,793,793,361,361,360,359,359
,,Paredes de Coura,267,267,265,260,267,92,92,91,89,92
,,Ponte da Barca,354,354,347,348,352,260,260,254,256,259
,,Ponte de Lima,"1,098","1,094","1,077","1,088","1,093",880,877,866,873,876
,,Valença,233,233,232,229,232,96,96,95,95,95
,,Viana do Castelo,470,468,470,470,465,312,312,312,312,310
,,Vila Nova de Cerveira,105,104,105,104,104,54,53,54,53,53
,Cávado,,"3,607","3,601","3,580","3,576","3,593","2,849","2,845","2,828","2,825","2,838"
,,Amares,270,269,268,268,269,216,215,214,214,215
,,Barcelos,"1,234","1,234","1,229","1,232","1,229","1,087","1,087","1,082","1,085","1,082"
,,Braga,542,542,542,542,541,431,431,431,431,430
,,Esposende,513,513,512,511,511,321,321,320,319,320
,,Terras de Bouro,198,196,194,189,196,174,173,171,166,173
,,Vila Verde,850,847,835,834,847,620,618,610,610,618
,Ave,,"2,586","2,583","2,558","2,560","2,575","1,895","1,892","1,875","1,871","1,887"
,,Fafe,489,488,479,481,486,381,380,373,373,379
,,Guimarães,532,530,530,529,529,385,383,383,382,382
,,Póvoa de Lanhoso,268,268,259,260,268,187,187,179,179,187
,,Santo Tirso,209,209,209,207,209,164,164,164,163,164
,,Trofa,84,84,84,84,84,70,70,70,70,70
,,Vieira do Minho,332,332,325,328,327,161,161,159,158,158
,,Vila Nova de Famalicão,587,587,587,587,587,483,483,483,483,483
,,Vizela,85,85,85,84,85,64,64,64,63,64
,Grande Porto,,"1,338","1,336","1,333","1,336","1,335",693,692,690,692,691
,,Espinho,8,8,8,8,8,7,7,7,7,7
,,Gondomar,200,199,198,199,199,129,128,127,128,128
,,Maia,75,75,75,75,75,51,51,51,51,51
,,Matosinhos,56,56,56,56,56,33,33,33,33,33
,,Póvoa de Varzim,610,609,609,609,608,189,189,189,189,188
,,Valongo,92,92,92,92,92,53,53,53,53,53
,,Vila do Conde,149,149,149,149,149,115,115,115,115,115
,,Vila Nova de Gaia,148,148,146,148,148,116,116,115,116,116
,Tâmega,,"8,234","8,217","7,967","7,997","8,190","5,673","5,660","5,497","5,497","5,643"
,,Amarante,833,833,812,828,830,579,579,563,575,579
,,Baião,705,705,657,679,701,507,507,474,485,505
,,Cabeceiras de Basto,395,392,386,385,391,231,228,225,226,227
,,Castelo de Paiva,230,230,229,230,230,129,129,128,129,129
,,Celorico de Basto,601,597,569,575,596,452,449,427,430,447
,,Cinfães,474,473,434,443,473,273,273,250,254,273
,,Felgueiras,841,840,826,823,837,644,643,632,628,641
,,Lousada,432,431,429,432,431,329,328,327,329,328
,,Marco de Canaveses,724,724,711,697,722,550,550,540,526,548
,,Mondim de Basto,458,456,449,437,453,231,229,225,219,229
,,Paços de Ferreira,375,375,369,367,374,308,308,303,301,307
,,Paredes,438,437,435,432,437,315,314,312,309,314
,,Penafiel,751,750,738,736,746,523,522,512,509,518
,,Resende,527,526,488,506,525,288,288,274,280,288
,,Ribeira de Pena,450,448,435,427,444,314,313,305,297,310
,Entre Douro e Vouga,,"1,623","1,620","1,598","1,597","1,612","1,294","1,292","1,269","1,271","1,287"
,,Arouca,548,547,544,543,541,376,376,372,374,373
,,Oliveira de Azeméis,316,315,315,315,315,281,280,280,280,280
,,Santa Maria da Feira,241,240,239,238,240,208,207,206,205,207
,,São João da Madeira,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Vale de Cambra,518,518,500,501,516,429,429,411,412,427
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
