Forma de exploração na SAU e Contabilidade agrícola,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pág. 2/2,,,,,
REGIÃO AGRÁRIA,,Forma de exploração da SAU,,,,,,Contabilidade agrícola,,,,,,,,,,
Ilha,,Conta própria,,Arrendamento,,Outras formas,,Contabilidade                                     organizada,,Registo de receitas e despesas,,Outra situação,,,,,,
Concelho,,Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),,,,,
AÇORES,,  16 597 ,  54 967 ,  8 550 ,  60 054 ,  2 344 ,  6 282 ,  1 333 ,  37 581 ,  1 307 ,  23 398 ,  16 640 ,  60 333 ,,,,,
,Ilha de Santa Maria ( Vila do Porto ),   510 ,  1 903 ,   271 ,  1 602 ,   268 ,   718 ,- ,- ,   10 ,   98 ,   569 ,  4 125 ,,,,,
,Ilha de São Miguel,  5 634 ,  15 839 ,  4 254 ,  24 926 ,   410 ,   308 ,   430 ,  9 676 ,   804 ,  14 210 ,  6 143 ,  17 196 ,,,,,
,Lagoa,   421 ,   803 ,   300 ,  1 706 ,   25 ,   11 ,   25 ,   457 ,   51 ,  1 022 ,   489 ,  1 041 ,,,,,
,Nordeste,   629 ,  1 205 ,   446 ,  2 780 ,   17 ,   17 ,   15 ,   238 ,   52 ,  1 107 ,   605 ,  2 659 ,,,,,
,Ponta Delgada,  2 046 ,  5 820 ,  1 680 ,  9 047 ,   184 ,   111 ,   179 ,  3 328 ,   354 ,  5 709 ,  2 358 ,  5 946 ,,,,,
,Povoação,   568 ,  1 005 ,   308 ,  2 759 ,   44 ,   17 ,   52 ,  1 213 ,   49 ,  1 294 ,   567 ,  1 274 ,,,,,
,Ribeira Grande,  1 312 ,  5 290 ,  1 008 ,  5 869 ,   56 ,   126 ,   123 ,  3 784 ,   237 ,  3 954 ,  1 354 ,  3 548 ,,,,,
,Vila Franca do Campo,   658 ,  1 716 ,   512 ,  2 765 ,   84 ,   26 ,   36 ,   656 ,   61 ,  1 124 ,   770 ,  2 728 ,,,,,
,Ilha Terceira,  4 008 ,  9 443 ,  1 844 ,  14 232 ,   402 ,   679 ,   609 ,  13 548 ,   263 ,  2 281 ,  3 650 ,  8 525 ,,,,,
,Angra do Heroísmo,  2 315 ,  6 144 ,  1 106 ,  9 616 ,   259 ,   401 ,   396 ,  9 281 ,   121 ,  1 636 ,  2 105 ,  5 244 ,,,,,
,Vila da Praia da Vitória,  1 693 ,  3 299 ,   738 ,  4 616 ,   143 ,   278 ,   213 ,  4 267 ,   142 ,   645 ,  1 545 ,  3 281 
,Ilha da Graciosa ( Santa Cruz da Graciosa ),   882 ,  1 267 ,   350 ,  1 872 ,   108 ,   242 ,   19 ,   802 ,   5 ,   96 ,   901 ,  2 481 
,Ilha de São Jorge,  1 180 ,  2 834 ,   653 ,  8 167 ,   154 ,   434 ,   61 ,  2 013 ,   94 ,  3 047 ,  1 135 ,  6 374 
,Calheta,   582 ,  1 528 ,   335 ,  3 667 ,   91 ,   357 ,   16 ,   503 ,   56 ,  1 783 ,   574 ,  3 266 
,Velas,   598 ,  1 306 ,   318 ,  4 500 ,   63 ,   77 ,   45 ,  1 510 ,   38 ,  1 264 ,   561 ,  3 108 
,Ilha do Pico,  2 601 ,  13 318 ,   324 ,  3 136 ,   660 ,  2 756 ,   94 ,  4 439 ,   77 ,  2 861 ,  2 478 ,  11 908 
,Lajes do Pico,   985 ,  5 193 ,   160 ,  1 575 ,   290 ,  1 364 ,   57 ,  2 474 ,   38 ,  1 300 ,   911 ,  4 358 
,Madalena,  1 070 ,  4 595 ,   100 ,   839 ,   263 ,   703 ,   28 ,   997 ,   14 ,   452 ,  1 046 ,  4 688 
,São Roque do Pico,   546 ,  3 530 ,   64 ,   722 ,   107 ,   689 ,   9 ,   968 ,   25 ,  1 109 ,   521 ,  2 862 
,Ilha do Faial ( Horta ),  1 140 ,  4 166 ,   538 ,  3 524 ,   223 ,   955 ,   87 ,  2 656 ,   32 ,   543 ,  1 147 ,  5 450 
,Ilha das Flores,   577 ,  5 229 ,   298 ,  2 586 ,   115 ,   186 ,   33 ,  4 447 ,   22 ,   262 ,   552 ,  3 292 
,Lajes das Flores,   292 ,   578 ,   180 ,  1 847 ,   81 ,   140 ,   19 ,   461 ,   19 ,   167 ,   267 ,  1 937 
,Santa Cruz das Flores,   285 ,  4 651 ,   118 ,   739 ,   34 ,   46 ,   14 ,  3 986 ,   3 ,   95 ,   285 ,  1 355 
,Ilha do Corvo (Corvo),   65 ,   968 ,   18 ,   9 ,   4 ,   4 ,- ,- ,- ,- ,   65 ,   982 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,,,,
,,,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
