Explorações segundo o número de bovinos (Classe de 20 a 29),,,,,,,,,,
,,,,,,,,,,Pág. 1/2
REGIÃO AGRÁRIA,,,Total,Classes do número de animais,,,,,,
Ilha / Concelho,,,,1,2,3 a 4,5 a 9,10 a 14,15 a 19,20 a 29
AÇORES,,expl (nº),  9 873 ,   667 ,   864 ,  1 168 ,  1 686 ,  1 068 ,   802 ,  1 047 
,,efect (nº),  238 396 ,   667 ,  1 728 ,  4 035 ,  11 426 ,  12 585 ,  13 483 ,  25 284 
,Ilha de Santa Maria ( Vila do Porto ),expl (nº),   389 ,   21 ,   37 ,   66 ,   109 ,   55 ,   36 ,   30 
,,efect (nº),  5 064 ,   21 ,   74 ,   226 ,   742 ,   657 ,   589 ,   707 
,Ilha de São Miguel,expl (nº),  3 360 ,   181 ,   266 ,   347 ,   451 ,   269 ,   244 ,   404 
,,efect (nº),  108 519 ,   181 ,   532 ,  1 203 ,  3 019 ,  3 180 ,  4 149 ,  9 875 
,Lagoa,expl (nº),   200 ,   14 ,   17 ,   37 ,   22 ,   13 ,   11 ,   20 
,,efect (nº),  5 800 ,   14 ,   34 ,   124 ,   146 ,   148 ,   194 ,   491 
,Nordeste,expl (nº),   404 ,   17 ,   34 ,   40 ,   62 ,   46 ,   31 ,   59 
,,efect (nº),  9 511 ,   17 ,   68 ,   142 ,   414 ,   553 ,   513 ,  1 392 
,Ponta Delgada,expl (nº),  1 459 ,   102 ,   150 ,   174 ,   202 ,   97 ,   102 ,   145 
,,efect (nº),  46 928 ,   102 ,   300 ,   602 ,  1 340 ,  1 133 ,  1 743 ,  3 557 
,Povoação,expl (nº),   247 ,   12 ,   9 ,   18 ,   27 ,   20 ,   18 ,   42 
,,efect (nº),  8 059 ,   12 ,   18 ,   62 ,   189 ,   245 ,   311 ,  1 037 
,Ribeira Grande,expl (nº),   750 ,   28 ,   47 ,   63 ,   106 ,   71 ,   54 ,   83 
,,efect (nº),  27 187 ,   28 ,   94 ,   221 ,   715 ,   841 ,   918 ,  2 021 
,Vila Franca do Campo,expl (nº),   300 ,   8 ,   9 ,   15 ,   32 ,   22 ,   28 ,   55 
,,efect (nº),  11 034 ,   8 ,   18 ,   52 ,   215 ,   260 ,   470 ,  1 377 
,Ilha Terceira,expl (nº),  2 708 ,   240 ,   242 ,   358 ,   496 ,   285 ,   215 ,   223 
,,efect (nº),  61 209 ,   240 ,   484 ,  1 231 ,  3 375 ,  3 350 ,  3 582 ,  5 396 
,Angra do Heroísmo,expl (nº),  1 540 ,   119 ,   117 ,   201 ,   273 ,   166 ,   109 ,   126 
,,efect (nº),  38 903 ,   119 ,   234 ,   679 ,  1 862 ,  1 950 ,  1 821 ,  3 066 
,Vila da Praia da Vitória,expl (nº),  1 168 ,   121 ,   125 ,   157 ,   223 ,   119 ,   106 ,   97 
,,efect (nº),  22 306 ,   121 ,   250 ,   552 ,  1 513 ,  1 400 ,  1 761 ,  2 330 
,Ilha da  Graciosa ( Santa Cruz da Graciosa ),expl (nº),   353 ,   21 ,   37 ,   61 ,   88 ,   48 ,   22 ,   21 
,,efect (nº),  5 495 ,   21 ,   74 ,   216 ,   591 ,   543 ,   371 ,   489 
,Ilha de São Jorge,expl (nº),   865 ,   81 ,   92 ,   102 ,   137 ,   95 ,   67 ,   100 
,,efect (nº),  17 100 ,   81 ,   184 ,   347 ,   940 ,  1 126 ,  1 158 ,  2 396 
,Calheta,expl (nº),   451 ,   41 ,   48 ,   51 ,   71 ,   53 ,   37 ,   52 
,,efect (nº),  8 452 ,   41 ,   96 ,   177 ,   482 ,   629 ,   643 ,  1 226 
,Velas,expl (nº),   414 ,   40 ,   44 ,   51 ,   66 ,   42 ,   30 ,   48 
,,efect (nº),  8 648 ,   40 ,   88 ,   170 ,   458 ,   497 ,   515 ,  1 170 
,Ilha do Pico,expl (nº),   820 ,   35 ,   32 ,   72 ,   119 ,   114 ,   87 ,   125 
,,efect (nº),  19 667 ,   35 ,   64 ,   249 ,   829 ,  1 339 ,  1 452 ,  3 027 
,Lajes do Pico,expl (nº),   364 ,   17 ,   15 ,   36 ,   49 ,   46 ,   41 ,   59 
,,efect (nº),  9 099 ,   17 ,   30 ,   122 ,   348 ,   534 ,   687 ,  1 447 
,Madalena,expl (nº),   252 ,   4 ,   6 ,   19 ,   42 ,   42 ,   24 ,   35 
,,efect (nº),  6 054 ,   4 ,   12 ,   71 ,   294 ,   497 ,   397 ,   842 
,São Roque do Pico,expl (nº),   204 ,   14 ,   11 ,   17 ,   28 ,   26 ,   22 ,   31 
,,efect (nº),  4 514 ,   14 ,   22 ,   56 ,   187 ,   308 ,   368 ,   738 
,Ilha do Faial ( Horta ),expl (nº),   911 ,   51 ,   110 ,   107 ,   195 ,   125 ,   73 ,   93 
,,efect (nº),  14 937 ,   51 ,   220 ,   376 ,  1 312 ,  1 478 ,  1 221 ,  2 200 
,Ilha das Flores,expl (nº),   415 ,   37 ,   47 ,   52 ,   79 ,   66 ,   45 ,   43 
,,efect (nº),  5 644 ,   37 ,   94 ,   176 ,   536 ,   785 ,   748 ,  1 005 
,Lajes das Flores,expl (nº),   202 ,   21 ,   16 ,   20 ,   37 ,   37 ,   22 ,   24 
,,efect (nº),  2 943 ,   21 ,   32 ,   68 ,   243 ,   442 ,   368 ,   555 
,Santa Cruz das Flores,expl (nº),   213 ,   16 ,   31 ,   32 ,   42 ,   29 ,   23 ,   19 
,,efect (nº),  2 701 ,   16 ,   62 ,   108 ,   293 ,   343 ,   380 ,   450 
,Ilha do Corvo ( Corvo ),expl (nº),   52 ,- ,   1 ,   3 ,   12 ,   11 ,   13 ,   8 
,,efect (nº),   761 ,- ,... ,   11 ,   82 ,   127 ,   213 ,   189 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
