Máquinas e equipamentos (Ilha do Pico - Laje do Pico),,,,,,,,,,,
,,,,,,,,,,,Pág. 2/3
,,,Ilha Terceira,Angra do Heroísmo,Vila Praia da Vitória,Ilha da Graciosa (Sta C.Grac.),Ilha de São Jorge,Calheta,Velas,Ilha do Pico,Lajes do Pico
Explorações que utilizam tractores,,expl (nº),  2 258 ,  1 443 ,   815 ,   658 ,   598 ,   297 ,   301 ,  1 536 ,   631 
Máquinas pertencentes à exploração,,,,,,,,,,,
Tractores ( de rodas e de rasto),,expl (nº),   669 ,   453 ,   216 ,   69 ,   150 ,   67 ,   83 ,   158 ,   67 
,,máq (nº),   813 ,   544 ,   269 ,   81 ,   165 ,   75 ,   90 ,   185 ,   75 
,De menos de 20 c.v.,expl (nº),   37 ,   9 ,   28 ,   3 ,   1 ,- ,   1 ,   5 ,- 
,,máq (nº),   39 ,   10 ,   29 ,   3 ,... ,- ,... ,   5 ,- 
,De 20 a menos de 34 c.v.,expl (nº),   19 ,   14 ,   5 ,   3 ,   6 ,   4 ,   2 ,   6 ,   4 
,,máq (nº),   19 ,   14 ,   5 ,   4 ,   6 ,   4 ,... ,   6 ,   4 
,De 34 a menos de 55 c.v.,expl (nº),   182 ,   136 ,   46 ,   19 ,   32 ,   19 ,   13 ,   84 ,   31 
,,máq (nº),   187 ,   140 ,   47 ,   19 ,   34 ,   19 ,   15 ,   89 ,   32 
,De 55 a menos de 82 c.v.,expl (nº),   449 ,   307 ,   142 ,   47 ,   103 ,   41 ,   62 ,   66 ,   33 
,,máq (nº),   522 ,   350 ,   172 ,   51 ,   108 ,   43 ,   65 ,   79 ,   35 
,De 82 a menos de 109 c.v,expl (nº),   35 ,   22 ,   13 ,   3 ,   11 ,   5 ,   6 ,   5 ,   3 
,,máq (nº),   40 ,   26 ,   14 ,   4 ,   13 ,   7 ,   6 ,   5 ,   3 
,De 109 c.v. e mais,expl (nº),   5 ,   4 ,   1 ,- ,   2 ,   1 ,   1 ,   1 ,   1 
,,máq (nº),   6 ,   4 ,... ,- ,... ,... ,... ,... ,... 
Motocultivadores,,expl (nº),   883 ,   603 ,   280 ,   88 ,   73 ,   15 ,   58 ,   128 ,   15 
,,máq (nº),   918 ,   626 ,   292 ,   89 ,   76 ,   15 ,   61 ,   128 ,   15 
Motoenxadas (motofresas),,expl (nº),   263 ,   115 ,   148 ,   25 ,   14 ,   8 ,   6 ,   23 ,   8 
,,máq (nº),   267 ,   116 ,   151 ,   26 ,   14 ,   8 ,   6 ,   23 ,   8 
Motoceifeiras (motogadanheiras),,expl (nº),   38 ,   31 ,   7 ,   4 ,   3 ,   1 ,   2 ,   2 ,   2 
,,máq (nº),   39 ,   32 ,   7 ,   4 ,   5 ,... ,... ,... ,... 
Electrobomba/motobomba,,expl (nº),   155 ,   123 ,   32 ,   3 ,   37 ,   2 ,   35 ,   22 ,   9 
,,máq (nº),   161 ,   128 ,   33 ,   4 ,   40 ,... ,   38 ,   23 ,   9 
Distribuidores de adubos e correctivos,,expl (nº),   402 ,   271 ,   131 ,   24 ,   97 ,   29 ,   68 ,   63 ,   32 
