Utilização das terras (Açores - Vila Praia da Vitória),,,,,,,,,,
,,,,,,,,,,pág. 2/3
,,Ilha Terceira,Angra do Heroísmo,Vila Praia da Vitória,Ilha da Graciosa                     (Sta C.Grac.),Ilha de São Jorge,Calheta,Velas,Ilha do Pico,Lajes do Pico
Superfície Total,expl (nº),  4 522 ,  2 622 ,  1 900 ,   925 ,  1 290 ,   646 ,   644 ,  2 649 ,  1 006 
,área (ha),  26 133 ,  17 552 ,  8 581 ,  3 640 ,  12 244 ,  5 949 ,  6 295 ,  23 000 ,  9 689 
Superfície Agrícola Utilizada (SAU),expl (nº),  4 507 ,  2 612 ,  1 895 ,   925 ,  1 290 ,   646 ,   644 ,  2 647 ,  1 005 
,área (ha),  24 357 ,  16 163 ,  8 194 ,  3 379 ,  11 433 ,  5 551 ,  5 882 ,  19 209 ,  8 132 
Terra arável,expl (nº),  3 562 ,  2 164 ,  1 398 ,   881 ,  1 202 ,   630 ,   572 ,  2 528 ,   951 
,área (ha),  3 166 ,  2 112 ,  1 054 ,   590 ,   738 ,   405 ,   333 ,  1 131 ,   478 
Terra arável limpa,expl (nº),  3 562 ,  2 164 ,  1 398 ,   881 ,  1 202 ,   630 ,   572 ,  2 528 ,   951 
,área (ha),  3 166 ,  2 112 ,  1 054 ,   590 ,   738 ,   405 ,   333 ,  1 131 ,   478 
Culturas temporárias,expl (nº),  2 470 ,  1 553 ,   917 ,   700 ,   929 ,   486 ,   443 ,  2 346 ,   899 
,área (ha),  3 002 ,  2 015 ,   987 ,   546 ,   690 ,   374 ,   316 ,  1 074 ,   459 
Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Horta familiar,expl (nº),  2 351 ,  1 401 ,   950 ,   714 ,   902 ,   523 ,   379 ,  1 805 ,   807 
,área (ha),   164 ,   98 ,   66 ,   44 ,   49 ,   31 ,   18 ,   59 ,   22 
Culturas sob-coberto matas e florestas,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas temporárias,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,expl (nº),  2 337 ,  1 431 ,   906 ,   601 ,   699 ,   400 ,   299 ,  2 403 ,   927 
,área (ha),   709 ,   419 ,   290 ,   216 ,   156 ,   73 ,   83 ,  1 121 ,   287 
Sem culturas sob-coberto,expl (nº),  2 229 ,  1 345 ,   884 ,   600 ,   674 ,   383 ,   291 ,  2 403 ,   927 
,área (ha),   683 ,   401 ,   282 ,   215 ,   151 ,   70 ,   81 ,  1 119 ,   287 
Com culturas temporárias,expl (nº),   280 ,   184 ,   96 ,   12 ,   41 ,   27 ,   14 ,   14 ,   5 
,área (ha),   25 ,   17 ,   8 ,o ,   5 ,   3 ,   2 ,   2 ,o 
Com pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Com horta familiar,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Com pastagens permanentes,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Pastagens permanentes,expl (nº),  3 021 ,  1 711 ,  1 310 ,   510 ,   897 ,   445 ,   452 ,   887 ,   396 
,área (ha),  20 478 ,  13 629 ,  6 849 ,  2 574 ,  10 539 ,  5 073 ,  5 466 ,  16 960 ,  7 367 
Em terra limpa,expl (nº),  3 021 ,  1 711 ,  1 310 ,   510 ,   897 ,   445 ,   452 ,   887 ,   396 
,área (ha),  20 478 ,  13 629 ,  6 849 ,  2 574 ,  10 539 ,  5 073 ,  5 466 ,  16 960 ,  7 367 
Sob-coberto de matas e florestas,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Matas e florestas sem culturas sob-coberto,expl (nº),   414 ,   324 ,   90 ,   1 ,   420 ,   207 ,   213 ,   361 ,   231 
,área (ha),  1 328 ,  1 162 ,   166 ,... ,   580 ,   242 ,   338 ,  1 014 ,   834 
Superfície Agrícola não utilizada,expl (nº),   419 ,   246 ,   173 ,   258 ,   91 ,   68 ,   23 ,   200 ,   86 
,área (ha),   89 ,   48 ,   41 ,   89 ,   105 ,   85 ,   20 ,   92 ,   29 
Outras superfícies,expl (nº),  1 879 ,  1 115 ,   764 ,   416 ,  1 198 ,   620 ,   578 ,  2 549 ,   960 
,área (ha),   356 ,   176 ,   180 ,   143 ,   127 ,   71 ,   56 ,  2 686 ,   697 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
