Explorações segundo o número de blocos com SAU (Açores - Ilha da Graciosa),,,,,,,,,
,,,,,,,,,Pág. 1/2
REGIÃO AGRÁRIA,,Número de blocos com SAU,,,,,,,
Ilha / Concelho,,Total,1,2,3,4 e 5,6 a 9,10 a 19,> = 20
AÇORES,expl (nº),  19 230 ,  4 791 ,  3 261 ,  2 255 ,  2 699 ,  2 923 ,  2 462 ,   839 
,SAU (ha),  121 305 ,  4 894 ,  4 972 ,  6 498 ,  13 999 ,  25 972 ,  42 798 ,  22 162 
,blocos com SAU (nº),  108 050 ,  4 791 ,  6 522 ,  6 765 ,  11 951 ,  21 202 ,  32 618 ,  24 201 
Ilha de Santa Maria ( Vila do Porto ),expl (nº),   578 ,   78 ,   72 ,   64 ,   84 ,   129 ,   119 ,   32 
,SAU (ha),  4 222 ,   60 ,   106 ,   92 ,   314 ,   794 ,  1 801 ,  1 058 
,blocos com SAU (nº),  4 210 ,   78 ,   144 ,   192 ,   382 ,   931 ,  1 570 ,   913 
Ilha de São Miguel,expl (nº),  7 347 ,  2 469 ,  1 415 ,   883 ,   942 ,   906 ,   621 ,   111 
,SAU (ha),  41 075 ,  2 918 ,  2 554 ,  3 271 ,  6 872 ,  11 119 ,  11 850 ,  2 483 
,blocos com SAU (nº),  29 577 ,  2 469 ,  2 830 ,  2 649 ,  4 152 ,  6 543 ,  7 933 ,  3 001 
Lagoa,expl (nº),   563 ,   244 ,   115 ,   73 ,   59 ,   48 ,   22 ,   2 
,SAU (ha),  2 520 ,   229 ,   197 ,   448 ,   475 ,   659 ,   475 ,... 
,blocos com SAU (nº),  1 637 ,   244 ,   230 ,   219 ,   266 ,   348 ,   282 ,... 
Nordeste,expl (nº),   672 ,   67 ,   87 ,   83 ,   101 ,   114 ,   148 ,   72 
,SAU (ha),  4 002 ,   76 ,   60 ,   202 ,   278 ,   543 ,  1 487 ,  1 357 
,blocos com SAU (nº),  5 924 ,   67 ,   174 ,   249 ,   451 ,   821 ,  2 046 ,  2 116 
Ponta Delgada,expl (nº),  2 874 ,  1 125 ,   553 ,   320 ,   336 ,   334 ,   199 ,   7 
,SAU (ha),  14 982 ,  1 001 ,  1 007 ,  1 337 ,  2 947 ,  4 246 ,  4 171 ,   271 
,blocos com SAU (nº),  9 701 ,  1 125 ,  1 106 ,   960 ,  1 478 ,  2 413 ,  2 471 ,   148 
Povoação,expl (nº),   668 ,   178 ,   133 ,   110 ,   86 ,   83 ,   65 ,   13 
,SAU (ha),  3 780 ,   97 ,   94 ,   255 ,   499 ,  1 385 ,  1 192 ,   258 
,blocos com SAU (nº),  2 857 ,   178 ,   266 ,   330 ,   378 ,   592 ,   819 ,   294 
Ribeira Grande,expl (nº),  1 707 ,   629 ,   313 ,   189 ,   234 ,   210 ,   124 ,   8 
,SAU (ha),  11 284 ,  1 239 ,   879 ,   719 ,  1 989 ,  2 908 ,  3 221 ,   325 
,blocos com SAU (nº),  6 085 ,   629 ,   626 ,   567 ,  1 021 ,  1 516 ,  1 533 ,   193 
Vila Franca do Campo,expl (nº),   863 ,   226 ,   214 ,   108 ,   126 ,   117 ,   63 ,   9 
,SAU (ha),  4 507 ,   276 ,   317 ,   310 ,   684 ,  1 378 ,  1 304 ,   237 
,blocos com SAU (nº),  3 373 ,   226 ,   428 ,   324 ,   558 ,   853 ,   782 ,   202 
Ilha Terceira,expl (nº),  4 507 ,  1 462 ,   809 ,   506 ,   567 ,   676 ,   433 ,   54 
,SAU (ha),  24 357 ,   890 ,  1 174 ,  2 175 ,  3 386 ,  7 332 ,  7 896 ,  1 496 
,blocos com SAU (nº),  18 876 ,  1 462 ,  1 618 ,  1 518 ,  2 496 ,  4 895 ,  5 525 ,  1 362 
Angra do Heroísmo,expl (nº),  2 612 ,   902 ,   426 ,   259 ,   315 ,   410 ,   261 ,   39 
,SAU (ha),  16 163 ,   593 ,   500 ,  1 542 ,  2 453 ,  4 928 ,  5 075 ,  1 064 
,blocos com SAU (nº),  11 256 ,   902 ,   852 ,   777 ,  1 400 ,  3 005 ,  3 328 ,   992 
Vila da Praia da Vitória,expl (nº),  1 895 ,   560 ,   383 ,   247 ,   252 ,   266 ,   172 ,   15 
,SAU (ha),  8 194 ,   297 ,   674 ,   633 ,   933 ,  2 404 ,  2 821 ,   432 
,blocos com SAU (nº),  7 620 ,   560 ,   766 ,   741 ,  1 096 ,  1 890 ,  2 197 ,   370 
Ilha da Graciosa ( Santa Cruz da Graciosa ),expl (nº),   925 ,   95 ,   166 ,   124 ,   166 ,   152 ,   144 ,   78 
,SAU (ha),  3 379 ,   24 ,   205 ,   67 ,   138 ,   339 ,   957 ,  1 649 
,blocos com SAU (nº),  7 131 ,   95 ,   332 ,   372 ,   738 ,  1 072 ,  1 931 ,  2 591 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,
