Utilização das terras (Açores - Ilha de São Miguel),,,,,,,,,,
,,,,,,,,,,pág. 1/3
,,AÇORES,Ilha de Santa Maria (Vila Porto),Ilha de São Miguel,Lagoa,Nordeste,Ponta Delgada,Povoação,Ribeira Grande,Vila Franca do Campo
Superfície Total,expl (nº),  19 280 ,   579 ,  7 377 ,   565 ,   672 ,  2 891 ,   668 ,  1 714 ,   867 
,área (ha),  140 557 ,  4 467 ,  47 241 ,  2 657 ,  7 430 ,  15 714 ,  4 400 ,  12 037 ,  5 003 
Superfície Agrícola Utilizada (SAU),expl (nº),  19 230 ,   578 ,  7 347 ,   563 ,   672 ,  2 874 ,   668 ,  1 707 ,   863 
,área (ha),  121 305 ,  4 222 ,  41 075 ,  2 520 ,  4 002 ,  14 982 ,  3 780 ,  11 284 ,  4 507 
Terra arável,expl (nº),  15 880 ,   480 ,  5 522 ,   416 ,   625 ,  2 010 ,   520 ,  1 281 ,   670 
,área (ha),  12 372 ,   207 ,  5 697 ,   507 ,   386 ,  2 124 ,   395 ,  1 760 ,   525 
Terra arável limpa,expl (nº),  15 880 ,   480 ,  5 522 ,   416 ,   625 ,  2 010 ,   520 ,  1 281 ,   670 
,área (ha),  12 372 ,   207 ,  5 697 ,   507 ,   386 ,  2 124 ,   395 ,  1 760 ,   525 
Culturas temporárias,expl (nº),  13 037 ,   375 ,  4 684 ,   390 ,   521 ,  1 661 ,   438 ,  1 114 ,   560 
,área (ha),  11 860 ,   194 ,  5 557 ,   502 ,   367 ,  2 068 ,   381 ,  1 728 ,   511 
Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Horta familiar,expl (nº),  10 034 ,   300 ,  2 741 ,   95 ,   416 ,  1 135 ,   273 ,   564 ,   258 
,área (ha),   513 ,   13 ,   139 ,   4 ,   19 ,   58 ,   13 ,   33 ,   12 
Culturas sob-coberto matas e florestas,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas temporárias,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,expl (nº),  10 751 ,   274 ,  3 382 ,   320 ,   313 ,  1 096 ,   418 ,   620 ,   615 
,área (ha),  3 662 ,   75 ,  1 254 ,   139 ,   59 ,   336 ,   132 ,   269 ,   319 
Sem culturas sob-coberto,expl (nº),  10 528 ,   274 ,  3 298 ,   312 ,   307 ,  1 079 ,   410 ,   604 ,   586 
,área (ha),  3 589 ,   75 ,  1 217 ,   135 ,   58 ,   330 ,   127 ,   264 ,   303 
Com culturas temporárias,expl (nº),   656 ,   1 ,   291 ,   27 ,   28 ,   52 ,   58 ,   31 ,   95 
,área (ha),   67 ,... ,   34 ,   3 ,   1 ,   5 ,   6 ,   3 ,   16 
Com pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Com horta familiar,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Com pastagens permanentes,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Pastagens permanentes,expl (nº),  11 438 ,   443 ,  4 132 ,   252 ,   469 ,  1 814 ,   285 ,   986 ,   326 
,área (ha),  105 276 ,  3 940 ,  34 124 ,  1 872 ,  3 558 ,  12 519 ,  3 253 ,  9 256 ,  3 666 
Em terra limpa,expl (nº),  11 438 ,   443 ,  4 132 ,   252 ,   469 ,  1 814 ,   285 ,   986 ,   326 
,área (ha),  105 276 ,  3 940 ,  34 124 ,  1 872 ,  3 558 ,  12 519 ,  3 253 ,  9 256 ,  3 666 
Sob-coberto de matas e florestas,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,área (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Matas e florestas sem culturas sob-coberto,expl (nº),  2 186 ,   31 ,   648 ,   56 ,   141 ,   166 ,   79 ,   116 ,   90 
,área (ha),  9 184 ,   18 ,  5 152 ,   105 ,  3 305 ,   419 ,   429 ,   525 ,   369 
Superfície Agrícola não utilizada,expl (nº),  1 540 ,   68 ,   235 ,   20 ,   34 ,   66 ,   34 ,   51 ,   30 
,área (ha),   715 ,   18 ,   135 ,   11 ,   21 ,   24 ,   11 ,   57 ,   11 
Outras superfícies,expl (nº),  11 157 ,   496 ,  2 859 ,   158 ,   260 ,  1 498 ,   223 ,   448 ,   272 
,área (ha),  9 343 ,   208 ,   879 ,   23 ,   100 ,   290 ,   179 ,   173 ,   114 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
