"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (OTE / Ilha do Pico - Lajes do Pico)",,,,,,,,,,
,,,,,,,,,,Pág. 4/6
,,Ilha Terceira,Angra do Heroísmo,Vila Praia da Vitória,Ilha da Graciosa (Sta C.Grac.),Ilha de São Jorge,Calheta,Velas,Ilha do Pico,Lajes do Pico
OTE,expl (nº),  4 522 ,  2 622 ,  1 900 ,   925 ,  1 290 ,   646 ,   644 ,  2 649 ,  1 006 
,SAU (ha),  24 357 ,  16 163 ,  8 194 ,  3 379 ,  11 433 ,  5 551 ,  5 882 ,  19 209 ,  8 132 
Cereais plantas olea./proteaginosas,expl (nº),   7 ,   2 ,   5 ,   8 ,- ,- ,- ,   7 ,   1 
,SAU (ha),o ,... ,o ,   2 ,- ,- ,- ,   1 ,... 
Culturas agrícolas diversas,expl (nº),   193 ,   132 ,   61 ,   39 ,   65 ,   23 ,   42 ,   231 ,   63 
,SAU (ha),   124 ,   101 ,   23 ,   13 ,   27 ,   13 ,   14 ,   66 ,   28 
Horticultura,expl (nº),   72 ,   53 ,   19 ,   62 ,   4 ,- ,   4 ,   4 ,   2 
,SAU (ha),   85 ,   54 ,   31 ,   74 ,   1 ,- ,   1 ,   5 ,... 
Viticultura,expl (nº),   375 ,   180 ,   195 ,   180 ,   81 ,   48 ,   33 ,   618 ,   153 
,SAU (ha),   202 ,   86 ,   116 ,   162 ,   28 ,   17 ,   11 ,  1 284 ,   96 
Fruticultura,expl (nº),   405 ,   239 ,   166 ,   26 ,   59 ,   18 ,   41 ,   156 ,   78 
,SAU (ha),   299 ,   205 ,   94 ,   12 ,   42 ,   3 ,   39 ,   50 ,   34 
Olivicultura,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- 
,SAU (ha),- ,- ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes diversas,expl (nº),   111 ,   53 ,   58 ,   29 ,   38 ,   22 ,   16 ,   237 ,   93 
,SAU (ha),   156 ,   64 ,   92 ,   39 ,   19 ,   8 ,   11 ,   484 ,   53 
Bovinos de leite,expl (nº),   992 ,   625 ,   367 ,   44 ,   473 ,   240 ,   233 ,   90 ,   72 
