"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (OTE / Ilha do Pico - Lajes do Pico)",,,,,,,,,,
,SAU (ha),  16 392 ,  10 750 ,  5 642 ,  1 106 ,  8 908 ,  4 048 ,  4 860 ,  2 924 ,  2 316 
Bovinos para gado/carne,expl (nº),   823 ,   366 ,   457 ,   100 ,   59 ,   25 ,   34 ,   215 ,   88 
,SAU (ha),  2 833 ,  1 551 ,  1 282 ,   636 ,   522 ,   291 ,   231 ,  6 284 ,  2 794 
Bovinos para leite/gado/carne,expl (nº),   168 ,   98 ,   70 ,- ,   71 ,   44 ,   27 ,   77 ,   56 
,SAU (ha),  2 436 ,  2 116 ,   320 ,- ,   893 ,   569 ,   324 ,  2 281 ,  1 459 
Ovinos/caprinos/out. herbívoros,expl (nº),   193 ,   101 ,   92 ,   30 ,   45 ,   15 ,   30 ,   17 ,   4 
,SAU (ha),   292 ,   179 ,   113 ,   210 ,   259 ,   167 ,   92 ,   958 ,   62 
Granívoros,expl (nº),   186 ,   112 ,   74 ,   29 ,   21 ,   8 ,   13 ,   13 ,   4 
,SAU (ha),   78 ,   47 ,   31 ,   4 ,   7 ,   2 ,   5 ,   1 ,   1 
Policultura,expl (nº),   342 ,   254 ,   88 ,   186 ,   144 ,   75 ,   69 ,   645 ,   270 
,SAU (ha),   326 ,   258 ,   68 ,   224 ,   118 ,   49 ,   69 ,   926 ,   281 
Polipecuária-herbívoros,expl (nº),   155 ,   107 ,   48 ,   80 ,   87 ,   50 ,   37 ,   141 ,   68 
,SAU (ha),   441 ,   339 ,   102 ,   463 ,   269 ,   151 ,   118 ,  1 750 ,   734 
Polipecuária-granívoros,expl (nº),   112 ,   61 ,   51 ,   12 ,   24 ,   11 ,   13 ,   4 ,   2 
,SAU (ha),   75 ,   51 ,   24 ,   25 ,   15 ,   9 ,   6 ,o ,... 
Agricultura geral e herbívoros,expl (nº),   33 ,   19 ,   14 ,   11 ,   37 ,   16 ,   21 ,   23 ,   10 
,SAU (ha),   64 ,   35 ,   29 ,   33 ,   69 ,   37 ,   32 ,   49 ,   16 
Culturas diversas e gado,expl (nº),   260 ,   164 ,   96 ,   81 ,   76 ,   47 ,   29 ,   153 ,   42 
,SAU (ha),   542 ,   324 ,   218 ,   376 ,   261 ,   190 ,   71 ,  2 148 ,   260 
Não classificadas,expl (nº),   95 ,   56 ,   39 ,   8 ,   6 ,   4 ,   2 ,   18 ,- 
,SAU (ha),   10 ,   6 ,   4 ,   1 ,o ,o ,... ,   2 ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
