Actividade remunerada exterior à exploração da população agrícola familiar (Ilha do Pico - Lajes do Pico),,,,,,,,,,
,,,,,,,,,,Pág. 2/3
,,Ilha Terceira,Angra do Heroísmo,Vila Praia da Vitória,Ilha da Graciosa (Sta C.Graci.),Ilha de São Jorge,Calheta,Velas,Ilha do Pico,Lajes do Pico
População agrícola familiar,,  15 550 ,  9 151 ,  6 399 ,  2 790 ,  4 520 ,  2 296 ,  2 224 ,  8 733 ,  3 388 
,Actividade exterior - principal,  4 683 ,  2 796 ,  1 887 ,   734 ,   966 ,   464 ,   502 ,  2 445 ,   930 
,"Agric, prod. animal, caça e activ. seviços relacionados",   267 ,   199 ,   68 ,   56 ,   109 ,   41 ,   68 ,   82 ,   18 
,"Sivicult, exploraç. florestal e activ. seviços relacionados",   31 ,   14 ,   17 ,   6 ,   13 ,   8 ,   5 ,   44 ,- 
,"Pesca, aquacultura e activ. seviços relacionados",   42 ,   24 ,   18 ,   50 ,   35 ,   26 ,   9 ,   166 ,   77 
,Ind. alimentares das bebidas e do tabaco,   108 ,   60 ,   48 ,   11 ,   44 ,   14 ,   30 ,   11 ,   4 
,Outras indústrias,   176 ,   109 ,   67 ,   10 ,   51 ,   29 ,   22 ,   196 ,   74 
,"Prod. e distribuição de  electricidade, gás e água",   69 ,   42 ,   27 ,   14 ,   14 ,   8 ,   6 ,   43 ,   20 
,Construção,   554 ,   326 ,   228 ,   182 ,   119 ,   57 ,   62 ,   313 ,   140 
,Comércio por grosso e retalho,   627 ,   381 ,   246 ,   64 ,   114 ,   44 ,   70 ,   263 ,   59 
,Alojamento e restauração,   97 ,   68 ,   29 ,   8 ,   14 ,   6 ,   8 ,   63 ,   23 
,Administração pública,   869 ,   575 ,   294 ,   161 ,   159 ,   84 ,   75 ,   465 ,   152 
,Educação,   274 ,   191 ,   83 ,   27 ,   72 ,   36 ,   36 ,   163 ,   55 
,Saúde e acção social,   187 ,   123 ,   64 ,   31 ,   30 ,   14 ,   16 ,   73 ,   26 
,Outras,  1 382 ,   684 ,   698 ,   114 ,   192 ,   97 ,   95 ,   563 ,   282 
,Actividade exterior - secundária,   78 ,   31 ,   47 ,   13 ,   19 ,   7 ,   12 ,   97 ,   35 
,"Agric, prod. animal, caça e activ. seviços relacionados",   23 ,   15 ,   8 ,   8 ,   9 ,   2 ,   7 ,   37 ,   5 
,"Sivicult, exploraç. florestal e activ. seviços relacionados",- ,- ,- ,   1 ,- ,- ,- ,   3 ,- 
,"Pesca, aquacultura e activ. seviços relacionados",   5 ,   1 ,   4 ,   1 ,   1 ,   1 ,- ,   2 ,   2 
,Ind. alimentares das bebidas e do tabaco,   3 ,- ,   3 ,- ,   3 ,   1 ,   2 ,   1 ,   1 
,Outras indústrias,   4 ,- ,   4 ,- ,   1 ,   1 ,- ,   9 ,   5 
,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,   1 ,   1 
,Construção,   4 ,   3 ,   1 ,   1 ,   1 ,   1 ,- ,   17 ,   9 
,Comércio por grosso e retalho,   10 ,   4 ,   6 ,- ,   2 ,- ,   2 ,   12 ,   5 
,Alojamento e restauração,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Administração pública,   1 ,   1 ,- ,- ,   1 ,   1 ,- ,- ,- 
,Educação,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Saúde e acção social,- ,- ,- ,- ,- ,- ,- ,   1 ,   1 
,Outras,   28 ,   7 ,   21 ,   2 ,   1 ,- ,   1 ,   14 ,   6 
Produtor Singular,,  4 464 ,  2 592 ,  1 872 ,   921 ,  1 279 ,   641 ,   638 ,  2 640 ,  1 002 
,Actividade exterior - principal,  1 894 ,  1 067 ,   827 ,   382 ,   357 ,   171 ,   186 ,   974 ,   361 
,"Agric, prod. animal, caça e activ. seviços relacionados",   118 ,   86 ,   32 ,   42 ,   33 ,   14 ,   19 ,   47 ,   3 
,"Sivicult, exploraç. florestal e activ. seviços relacionados",   18 ,   8 ,   10 ,   2 ,   5 ,   3 ,   2 ,   31 ,- 
,"Pesca, aquacultura e activ. seviços relacionados",   22 ,   14 ,   8 ,   32 ,   15 ,   12 ,   3 ,   85 ,   40 
,Ind. alimentares das bebidas e do tabaco,   47 ,   29 ,   18 ,   6 ,   9 ,   2 ,   7 ,- ,- 
,Outras indústrias,   74 ,   47 ,   27 ,   7 ,   20 ,   7 ,   13 ,   68 ,   31 
,"Prod. e distribuição de  electricidade, gás e água",   37 ,   23 ,   14 ,   8 ,   8 ,   6 ,   2 ,   22 ,   10 
,Construção,   250 ,   150 ,   100 ,   116 ,   51 ,   26 ,   25 ,   147 ,   54 
,Comércio por grosso e retalho,   233 ,   144 ,   89 ,   25 ,   40 ,   13 ,   27 ,   81 ,   21 
,Alojamento e restauração,   38 ,   28 ,   10 ,   2 ,   3 ,   2 ,   1 ,   11 ,   5 
,Administração pública,   371 ,   238 ,   133 ,   84 ,   87 ,   46 ,   41 ,   230 ,   76 
,Educação,   41 ,   30 ,   11 ,   3 ,   4 ,   2 ,   2 ,   27 ,   7 
,Saúde e acção social,   44 ,   28 ,   16 ,   12 ,   7 ,   2 ,   5 ,   12 ,   5 
,Outras,   601 ,   242 ,   359 ,   43 ,   75 ,   36 ,   39 ,   213 ,   109 
,Actividade exterior - secundária,   57 ,   29 ,   28 ,   11 ,   16 ,   5 ,   11 ,   77 ,   29 
,"Agric, prod. animal, caça e activ. seviços relacionados",   22 ,   15 ,   7 ,   7 ,   8 ,   1 ,   7 ,   30 ,   4 
,"Sivicult, exploraç. florestal e activ. seviços relacionados",- ,- ,- ,   1 ,- ,- ,- ,   2 ,- 
,"Pesca, aquacultura e activ. seviços relacionados",   5 ,   1 ,   4 ,   1 ,   1 ,   1 ,- ,   2 ,   2 
,Ind. alimentares das bebidas e do tabaco,   1 ,- ,   1 ,- ,   2 ,   1 ,   1 ,   1 ,   1 
,Outras indústrias,   1 ,- ,   1 ,- ,   1 ,   1 ,- ,   6 ,   4 
,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- ,- ,- 
,Construção,   3 ,   3 ,- ,   1 ,   1 ,   1 ,- ,   17 ,   9 
,Comércio por grosso e retalho,   9 ,   3 ,   6 ,- ,   2 ,- ,   2 ,   9 ,   4 
,Alojamento e restauração,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Administração pública,   1 ,   1 ,- ,- ,- ,- ,- ,- ,- 
,Educação,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Saúde e acção social,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outras,   15 ,   6 ,   9 ,   1 ,   1 ,- ,   1 ,   10 ,   5 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
