Explorações com rega e drenagem (Baixo Alentejo - Aljustrel),,,,,,,,,,,,
,,,,,,,,,,,,Pág 4/5
,,,Mourão,Portel,Redondo,Reguengos de Monsaraz,Sousel,Vendas Novas,Viana do Alentejo,Vila Viçosa,Baixo Alentejo,Aljustrel
Superfície irrigável,,expl (nº),   48 ,   218 ,   268 ,   360 ,   122 ,   201 ,   147 ,   87 ,  2 080 ,   215 
,,área (ha),   884 ,  3 369 ,  1 998 ,  2 115 ,  2 401 ,  2 867 ,  2 058 ,   526 ,  39 357 ,  4 947 
Sistema de rega ,,,,,,,,,,,,
,Colectivo estatal,expl (nº),   1 ,   1 ,   91 ,- ,- ,   2 ,- ,   4 ,   439 ,   184 
,Colectivo privado,expl (nº),- ,   5 ,- ,- ,- ,   1 ,- ,- ,   40 ,   4 
,Individual,expl (nº),   47 ,   212 ,   192 ,   360 ,   122 ,   200 ,   147 ,   84 ,  1 660 ,   34 
Origem das águas de rega,,,,,,,,,,,,
,"Furo, poço, nascente",expl (nº),   37 ,   179 ,   183 ,   329 ,   96 ,   181 ,   127 ,   78 ,  1 335 ,   25 
,Albufeira (barragem),expl (nº),   3 ,   19 ,   95 ,   12 ,   30 ,   3 ,   14 ,   7 ,   623 ,   190 
,Açude,expl (nº),- ,   1 ,   1 ,   1 ,- ,   10 ,- ,   1 ,   9 ,   2 
,Charca,expl (nº),   17 ,   24 ,   25 ,   41 ,   10 ,   21 ,   9 ,   3 ,   173 ,   5 
,Curso de água natural,expl (nº),   3 ,   8 ,   1 ,   5 ,- ,   10 ,   4 ,   4 ,   151 ,   8 
,Outra,expl (nº),- ,   2 ,- ,   3 ,- ,   2 ,- ,   1 ,   18 ,- 
Método de colocação de água no terreno,,,,,,,,,,,,
,Sem elevação,expl (nº),   11 ,   28 ,   6 ,   9 ,   3 ,   5 ,   10 ,   10 ,   354 ,   44 
,Com elevação,expl (nº),   40 ,   191 ,   263 ,   353 ,   119 ,   199 ,   142 ,   78 ,  1 791 ,   178 
,Motor electrico,expl (nº),   16 ,   95 ,   186 ,   178 ,   89 ,   168 ,   125 ,   72 ,   968 ,   12 
