Explorações segundo o número de bovinos (Baixo Alentejo - Vidigueira / Classe 20 a 29),,,,,,,,,
,,,,,,,,,Pág 2/4
REGIÃO AGRÁRIA,,Total,Classes do número de animais,,,,,,
Nut III / Concelho,,,1,2,3 a 4,5 a 9,10 a 14,15 a 19,20 a 29
Borba,expl,   39 ,   4 ,   3 ,   4 ,   4 ,   1 ,   4 ,   7 
,efect,  1 295 ,   4 ,   6 ,   13 ,   23 ,... ,   66 ,   167 
Estremoz,expl,   95 ,   2 ,   2 ,   10 ,   12 ,   4 ,   3 ,   11 
,efect,  7 669 ,... ,... ,   34 ,   81 ,   47 ,   52 ,   276 
Évora,expl,   181 ,   4 ,   8 ,   6 ,   7 ,   4 ,   6 ,   4 
,efect,  29 260 ,   4 ,   16 ,   21 ,   44 ,   46 ,   102 ,   96 
Montemor-o-Novo,expl,   240 ,   4 ,   1 ,   5 ,   12 ,   9 ,   5 ,   7 
,efect,  31 989 ,   4 ,... ,   20 ,   83 ,   101 ,   85 ,   167 
Mourão,expl,   74 ,   2 ,   1 ,   1 ,   15 ,   9 ,   6 ,   7 
,efect,  7 390 ,... ,... ,... ,   108 ,   113 ,   103 ,   155 
Portel,expl,   50 ,   1 ,   1 ,- ,   2 ,   1 ,- ,   7 
,efect,  5 816 ,... ,... ,- ,... ,... ,- ,   186 
Redondo,expl,   55 ,   1 ,   1 ,   2 ,   5 ,   2 ,   4 ,   4 
,efect,  6 038 ,... ,... ,... ,   32 ,... ,   69 ,   93 
Reguengos de Monsaraz,expl,   59 ,   4 ,   4 ,   1 ,   1 ,   1 ,   1 ,   3 
,efect,  5 781 ,   4 ,   8 ,... ,... ,... ,... ,   72 
Sousel,expl,   38 ,   2 ,   1 ,   3 ,   1 ,   5 ,   5 ,- 
,efect,  3 084 ,... ,... ,   11 ,... ,   62 ,   82 ,- 
Vendas Novas,expl,   18 ,   1 ,- ,- ,- ,- ,- ,- 
,efect,  4 228 ,... ,- ,- ,- ,- ,- ,- 
Viana do Alentejo,expl,   85 ,   2 ,   1 ,   4 ,   5 ,   4 ,   3 ,   5 
,efect,  12 115 ,... ,... ,   14 ,   30 ,   47 ,   49 ,   131 
Vila Viçosa,expl,   41 ,   2 ,   2 ,   3 ,   1 ,   1 ,   2 ,   2 
,efect,  4 579 ,... ,... ,   10 ,... ,... ,... ,... 
Baixo Alentejo,expl,   982 ,   25 ,   41 ,   58 ,   94 ,   67 ,   48 ,   85 
,efect,  81 610 ,   25 ,   82 ,   201 ,   640 ,   802 ,   809 ,  2 039 
Aljustrel,expl,   62 ,   1 ,- ,   2 ,   6 ,   2 ,   1 ,   6 
,efect,  5 636 ,... ,- ,... ,   42 ,... ,... ,   140 
Almodôvar,expl,   129 ,   6 ,   12 ,   17 ,   26 ,   12 ,   6 ,   9 
,efect,  3 009 ,   6 ,   24 ,   57 ,   175 ,   143 ,   101 ,   203 
Alvito,expl,   27 ,- ,- ,- ,- ,   2 ,- ,   2 
,efect,  3 274 ,- ,- ,- ,- ,... ,- ,... 
Barrancos,expl,   40 ,- ,- ,   2 ,   4 ,   2 ,   2 ,   2 
,efect,  3 390 ,- ,- ,... ,   27 ,... ,... ,... 
Beja,expl,   79 ,   3 ,   3 ,   3 ,   4 ,   5 ,   3 ,   3 
,efect,  7 116 ,   3 ,   6 ,   11 ,   26 ,   56 ,   50 ,   76 
Castro Verde,expl,   85 ,- ,   4 ,   6 ,   7 ,   3 ,   6 ,   4 
,efect,  7 094 ,- ,   8 ,   20 ,   47 ,   37 ,   104 ,   108 
Cuba,expl,   17 ,- ,- ,   1 ,- ,   1 ,- ,   1 
,efect,  12 746 ,- ,- ,... ,- ,... ,- ,... 
Ferreira do Alentejo,expl,   50 ,   1 ,- ,   1 ,   4 ,   3 ,   2 ,   7 
,efect,  6 522 ,... ,- ,... ,   22 ,   34 ,... ,   164 
Mértola,expl,   64 ,   3 ,   5 ,   2 ,   8 ,   3 ,   3 ,   8 
,efect,  3 593 ,   3 ,   10 ,... ,   57 ,   39 ,   48 ,   205 
Moura,expl,   136 ,   2 ,   3 ,   4 ,   7 ,   7 ,   8 ,   14 
,efect,  11 550 ,... ,   6 ,   16 ,   48 ,   87 ,   146 ,   341 
Ourique,expl,   142 ,   5 ,   12 ,   13 ,   16 ,   14 ,   10 ,   12 
,efect,  6 935 ,   5 ,   24 ,   44 ,   109 ,   165 ,   160 ,   278 
Serpa,expl,   124 ,   4 ,   2 ,   6 ,   10 ,   12 ,   6 ,   16 
,efect,  7 733 ,   4 ,... ,   21 ,   75 ,   145 ,   102 ,   384 
Vidigueira,expl,   27 ,- ,- ,   1 ,   2 ,   1 ,   1 ,   1 
,efect,  3 012 ,- ,- ,... ,... ,... ,... ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,
