"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (OTE / Alentejo Central - Castro Verde)",,,,,,,,
,,,,,,,,Pág 12/14
,,Baixo Alentejo,Aljustrel,Almodôvar,Alvito,Barrancos,Beja,Castro Verde
OTE,expl (nº),  9 846 ,   486 ,   719 ,   231 ,   281 ,  1 217 ,   275 
,SAL (ha),  612 540 ,  39 142 ,  37 859 ,  15 615 ,  13 893 ,  90 766 ,  47 710 
Cereais plantas olea./proteaginosas,expl (nº),  1 791 ,   236 ,   30 ,   24 ,   1 ,   605 ,   67 
,SAL (ha),  165 908 ,  23 039 ,  1 558 ,  3 335 ,... ,  58 856 ,  16 804 
Culturas agrícolas diversas,expl (nº),   594 ,   91 ,   3 ,   6 ,- ,   138 ,   3 
,SAL (ha),  31 209 ,  3 285 ,   48 ,  1 569 ,- ,  7 467 ,   157 
Horticultura,expl (nº),   70 ,- ,   2 ,   17 ,- ,   17 ,- 
,SAL (ha),   358 ,- ,... ,   32 ,- ,   161 ,- 
Viticultura,expl (nº),   372 ,   3 ,   5 ,   3 ,- ,   9 ,   2 
,SAL (ha),  6 487 ,   87 ,   84 ,   21 ,- ,   464 ,... 
Fruticultura,expl (nº),   222 ,- ,   5 ,   15 ,- ,   21 ,   1 
,SAL (ha),  5 679 ,- ,   170 ,   95 ,- ,   81 ,... 
Olivicultura,expl (nº),  2 143 ,   16 ,   51 ,   65 ,   154 ,   85 ,   4 
,SAL (ha),  22 692 ,   121 ,   338 ,   609 ,   402 ,   401 ,   13 
Culturas permanentes diversas,expl (nº),   327 ,   2 ,   5 ,   7 ,   1 ,   10 ,- 
,SAL (ha),  7 510 ,... ,   74 ,   157 ,... ,   206 ,- 
Bovinos de leite,expl (nº),   9 ,   4 ,- ,- ,- ,   1 ,   1 
,SAL (ha),   119 ,   71 ,- ,- ,- ,... ,... 
Bovinos para gado/carne,expl (nº),   144 ,   6 ,   13 ,   11 ,   19 ,   8 ,   5 
,SAL (ha),  22 517 ,   218 ,   862 ,  1 742 ,  7 009 ,  1 254 ,   695 
Bovinos para leite/gado/carne,expl (nº),   7 ,   1 ,   1 ,- ,- ,   2 ,- 
,SAL (ha),   753 ,... ,... ,- ,- ,... ,- 
Ovinos/caprinos/out. herbívoros,expl (nº),  1 461 ,   53 ,   197 ,   34 ,   41 ,   89 ,   69 
,SAL (ha),  75 849 ,   599 ,  11 531 ,   684 ,  1 553 ,  2 842 ,  4 179 
Granívoros,expl (nº),   249 ,   3 ,   83 ,- ,   8 ,   14 ,   4 
,SAL (ha),  3 099 ,   212 ,   668 ,- ,   37 ,   179 ,   155 
Policultura,expl (nº),   877 ,   14 ,   42 ,   22 ,   6 ,   125 ,   16 
,SAL (ha),  76 515 ,  1 300 ,  2 388 ,  1 288 ,   220 ,  5 664 ,  3 903 
Polipecuária-herbívoros,expl (nº),   254 ,   2 ,   55 ,   6 ,   6 ,   14 ,   21 
,SAL (ha),  29 736 ,... ,  3 573 ,  1 168 ,   665 ,  3 648 ,  2 043 
Polipecuária-granívoros,expl (nº),   209 ,- ,   66 ,   1 ,   9 ,   4 ,   7 
,SAL (ha),  16 105 ,- ,  2 833 ,... ,  2 043 ,   372 ,   69 
Agricultura geral e herbívoros,expl (nº),   533 ,   40 ,   68 ,   8 ,- ,   42 ,   65 
,SAL (ha),  126 473 ,  9 274 ,  12 674 ,  3 842 ,- ,  7 953 ,  19 285 
Culturas diversas e gado,expl (nº),   463 ,   3 ,   92 ,   12 ,   36 ,   21 ,   7 
,SAL (ha),  20 308 ,   7 ,   962 ,   627 ,  1 764 ,  1 154 ,   167 
Não classificadas,expl (nº),   121 ,   12 ,   1 ,- ,- ,   12 ,   3 
,SAL (ha),  1 226 ,   83 ,... ,- ,- ,   34 ,   5 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
