"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (OTE / Alentejo Central)",,,,,,,,
,,,,,,,,Pág 6/14
,,Marvão,Monforte,Mora,Nisa,Ponte Sôr,Portalegre,Alentejo Central
OTE,expl (nº),   561 ,   252 ,   523 ,  1 392 ,  2 031 ,  1 646 ,  9 173 
,SAL (ha),  10 463 ,  37 740 ,  44 121 ,  25 604 ,  57 429 ,  29 496 ,  566 254 
Cereais plantas olea./proteaginosas,expl (nº),- ,   15 ,   27 ,   2 ,   28 ,   3 ,   760 
,SAL (ha),- ,   947 ,  4 001 ,... ,  4 179 ,   137 ,  62 530 
Culturas agrícolas diversas,expl (nº),   44 ,   5 ,   35 ,   9 ,   116 ,   61 ,   362 
,SAL (ha),   156 ,   561 ,  3 009 ,   99 ,   976 ,   179 ,  17 697 
Horticultura,expl (nº),   7 ,- ,   99 ,   4 ,   692 ,   106 ,   189 
,SAL (ha),   46 ,- ,   686 ,   28 ,  1 084 ,   403 ,   673 
Viticultura,expl (nº),   7 ,   1 ,   64 ,   23 ,   5 ,   83 ,   715 
,SAL (ha),   38 ,... ,   181 ,   214 ,   36 ,   508 ,  17 730 
Fruticultura,expl (nº),   30 ,   2 ,   6 ,   8 ,   66 ,   34 ,   200 
,SAL (ha),   214 ,... ,   34 ,   29 ,   775 ,   175 ,   946 
Olivicultura,expl (nº),   102 ,   71 ,   88 ,   672 ,   248 ,   433 ,  2 133 
,SAL (ha),   574 ,   485 ,   412 ,  4 283 ,  2 439 ,  1 571 ,  12 457 
Culturas permanentes diversas,expl (nº),   45 ,   2 ,   11 ,   187 ,   81 ,   112 ,   366 
,SAL (ha),   476 ,... ,   20 ,   938 ,   973 ,   811 ,  7 640 
Bovinos de leite,expl (nº),   10 ,   5 ,   2 ,   3 ,   4 ,   22 ,   73 
,SAL (ha),   156 ,   414 ,... ,   172 ,   40 ,   635 ,  4 273 
Bovinos para gado/carne,expl (nº),   20 ,   31 ,   11 ,   31 ,   9 ,   40 ,   309 
,SAL (ha),  1 202 ,  9 207 ,  3 330 ,  4 719 ,  3 066 ,  9 682 ,  80 042 
Bovinos para leite/gado/carne,expl (nº),   6 ,   2 ,   1 ,   5 ,   2 ,   16 ,   55 
,SAL (ha),   246 ,... ,... ,   77 ,... ,   787 ,  3 240 
Ovinos/caprinos/out. herbívoros,expl (nº),   95 ,   44 ,   54 ,   133 ,   137 ,   120 ,  1 198 
,SAL (ha),  3 745 ,  2 922 ,  7 672 ,  6 830 ,  13 599 ,  4 527 ,  62 081 
Granívoros,expl (nº),   9 ,- ,   17 ,   10 ,   28 ,   21 ,   187 
,SAL (ha),   3 ,- ,   409 ,   129 ,   98 ,   36 ,  7 877 
Policultura,expl (nº),   57 ,   16 ,   40 ,   77 ,   332 ,   256 ,   906 
,SAL (ha),   588 ,  3 813 ,  1 825 ,   497 ,  10 359 ,  1 854 ,  76 609 
Polipecuária-herbívoros,expl (nº),   26 ,   5 ,   10 ,   24 ,   43 ,   57 ,   291 
,SAL (ha),   291 ,  1 450 ,  9 181 ,   853 ,  5 473 ,  2 624 ,  51 960 
Polipecuária-granívoros,expl (nº),   8 ,   2 ,   5 ,   5 ,   17 ,   32 ,   186 
,SAL (ha),   34 ,... ,   487 ,   6 ,   22 ,   306 ,  14 541 
Agricultura geral e herbívoros,expl (nº),   7 ,   36 ,   17 ,   4 ,   32 ,   10 ,   341 
,SAL (ha),   36 ,  17 312 ,  8 822 ,   311 ,  10 306 ,  1 512 ,  117 172 
Culturas diversas e gado,expl (nº),   87 ,   11 ,   33 ,   194 ,   185 ,   238 ,   765 
,SAL (ha),  2 657 ,   73 ,  3 850 ,  5 816 ,  3 978 ,  3 743 ,  27 987 
Não classificadas,expl (nº),   1 ,   4 ,   3 ,   1 ,   6 ,   2 ,   137 
,SAL (ha),... ,   7 ,   10 ,... ,   22 ,... ,   816 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
