Explorações segundo o número de ovinos (Alentejo Central - Arraiolos),,,,,,,,,
,,,,,,,,,Pág 1/2
REGIÃO AGRÁRIA,,Total,Classes de número de animais,,,,,,
Nut III / Concelho,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 499,> = 500
ALENTEJO,expl (nº),  10 747 ,  2 049 ,  1 740 ,  2 377 ,  1 429 ,  1 114 ,  1 233 ,   805 
,efect (nº), 1 476 342 ,  9 972 ,  24 352 ,  73 896 ,  99 045 ,  158 012 ,  394 384 ,  716 681 
Alentejo Litoral,expl (nº),  1 509 ,   305 ,   235 ,   350 ,   207 ,   165 ,   167 ,   80 
,efect (nº),  172 661 ,  1 530 ,  3 232 ,  10 835 ,  14 179 ,  23 585 ,  52 046 ,  67 254 
Alcácer do Sal,expl (nº),   200 ,   30 ,   31 ,   40 ,   31 ,   23 ,   26 ,   19 
,efect (nº),  37 880 ,   154 ,   427 ,  1 062 ,  2 145 ,  3 579 ,  7 943 ,  22 570 
Grândola,expl (nº),   294 ,   45 ,   40 ,   75 ,   50 ,   35 ,   34 ,   15 
,efect (nº),  34 038 ,   216 ,   540 ,  2 466 ,  3 525 ,  4 904 ,  11 013 ,  11 374 
Odemira,expl (nº),   495 ,   129 ,   87 ,   118 ,   52 ,   42 ,   44 ,   23 
,efect (nº),  45 668 ,   613 ,  1 184 ,  3 627 ,  3 461 ,  5 920 ,  13 788 ,  17 075 
Santiago do Cacém,expl (nº),   443 ,   83 ,   65 ,   104 ,   60 ,   56 ,   55 ,   20 
,efect (nº),  47 521 ,   449 ,   913 ,  3 274 ,  4 187 ,  7 894 ,  16 712 ,  14 092 
Sines,expl (nº),   77 ,   18 ,   12 ,   13 ,   14 ,   9 ,   8 ,   3 
,efect (nº),  7 554 ,   98 ,   168 ,   406 ,   861 ,  1 288 ,  2 590 ,  2 143 
Alto Alentejo,expl (nº),  2 893 ,   656 ,   509 ,   648 ,   392 ,   228 ,   285 ,   175 
,efect (nº),  342 238 ,  3 063 ,  7 332 ,  19 937 ,  27 021 ,  31 445 ,  93 531 ,  159 909 
Alter do Chão,expl (nº),   145 ,   30 ,   30 ,   22 ,   28 ,   10 ,   15 ,   10 
,efect (nº),  19 858 ,   193 ,   406 ,   734 ,  2 030 ,  1 285 ,  5 350 ,  9 860 
Arronches,expl (nº),   135 ,   16 ,   12 ,   37 ,   27 ,   12 ,   24 ,   7 
,efect (nº),  18 129 ,   75 ,   194 ,  1 145 ,  1 897 ,  1 681 ,  8 469 ,  4 668 
Avis,expl (nº),   135 ,   9 ,   14 ,   22 ,   19 ,   15 ,   27 ,   29 
,efect (nº),  39 261 ,   49 ,   212 ,   685 ,  1 184 ,  1 938 ,  8 750 ,  26 443 
Campo Maior,expl (nº),   65 ,   9 ,   11 ,   25 ,   8 ,   4 ,   5 ,   3 
,efect (nº),  6 119 ,   43 ,   158 ,   816 ,   518 ,   555 ,  1 785 ,  2 244 
Castelo de Vide,expl (nº),   160 ,   31 ,   34 ,   48 ,   31 ,   10 ,   4 ,   2 
,efect (nº),  8 581 ,   152 ,   483 ,  1 467 ,  2 146 ,  1 455 ,  1 240 ,... 
Crato,expl (nº),   185 ,   36 ,   35 ,   40 ,   32 ,   13 ,   21 ,   8 
,efect (nº),  19 773 ,   181 ,   503 ,  1 176 ,  2 307 ,  1 498 ,  6 563 ,  7 545 
Elvas,expl (nº),   233 ,   36 ,   34 ,   56 ,   38 ,   25 ,   34 ,   10 
,efect (nº),  28 104 ,   175 ,   514 ,  1 815 ,  2 536 ,  3 359 ,  10 852 ,  8 853 
Fronteira,expl (nº),   123 ,   5 ,   16 ,   21 ,   23 ,   23 ,   16 ,   19 
,efect (nº),  26 335 ,   33 ,   220 ,   604 ,  1 558 ,  3 261 ,  5 068 ,  15 591 
Gavião,expl (nº),   94 ,   49 ,   18 ,   12 ,   2 ,   3 ,   9 ,   1 
,efect (nº),  4 581 ,   212 ,   249 ,   324 ,... ,   390 ,  2 699 ,... 
Marvão,expl (nº),   185 ,   31 ,   55 ,   57 ,   30 ,   9 ,   1 ,   2 
,efect (nº),  8 252 ,   181 ,   803 ,  1 692 ,  2 010 ,  1 211 ,... ,... 
Monforte,expl (nº),   90 ,   5 ,   12 ,   13 ,   14 ,   13 ,   15 ,   18 
,efect (nº),  26 139 ,   39 ,   168 ,   433 ,   985 ,  1 924 ,  4 922 ,  17 668 
