Produtor singular segundo a OTE e as classes de idade (Bovinos para Gado/Carne / Baixo Alentejo),,,,,,,,,,,
,Sousel,,,,,,,,,,
,Total,   507 ,   64 ,   33 ,   5 ,- ,   5 ,   184 ,   2 ,   5 ,   1 
,15 - 24,   3 ,   1 ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   28 ,   5 ,   4 ,- ,- ,- ,   4 ,   1 ,   1 ,- 
,35 - 44,   45 ,   5 ,   7 ,- ,- ,- ,   7 ,- ,- ,- 
,45 - 54,   66 ,   2 ,   15 ,- ,- ,   1 ,   20 ,- ,   2 ,- 
,55 - 64,   124 ,   16 ,   2 ,   3 ,- ,   1 ,   51 ,- ,   2 ,   1 
,>= 65,   241 ,   35 ,   5 ,   2 ,- ,   3 ,   102 ,   1 ,- ,- 
,Vendas Novas,,,,,,,,,,
,Total,   219 ,   5 ,   3 ,   3 ,   44 ,   49 ,- ,   15 ,- ,   5 
,15 - 24,   2 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   7 ,- ,- ,   1 ,   3 ,- ,- ,- ,- ,- 
,35 - 44,   11 ,- ,- ,- ,   1 ,   3 ,- ,- ,- ,- 
,45 - 54,   57 ,   1 ,- ,- ,   16 ,   11 ,- ,   2 ,- ,   1 
,55 - 64,   68 ,   3 ,   2 ,   2 ,   10 ,   11 ,- ,   6 ,- ,   1 
,>= 65,   74 ,   1 ,   1 ,- ,   14 ,   24 ,- ,   7 ,- ,   3 
,Viana do Alentejo,,,,,,,,,,
,Total,   297 ,   14 ,   14 ,   7 ,   1 ,   15 ,   27 ,   9 ,   3 ,   28 
,15 - 24,   1 ,   1 ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   10 ,- ,- ,- ,- ,- ,   2 ,- ,- ,   1 
,35 - 44,   33 ,   3 ,- ,- ,- ,   1 ,   1 ,- ,- ,   4 
,45 - 54,   55 ,- ,   5 ,- ,- ,   5 ,   4 ,   1 ,   1 ,   7 
,55 - 64,   72 ,   2 ,   3 ,   2 ,- ,   2 ,   6 ,   5 ,   2 ,   5 
,>= 65,   126 ,   8 ,   6 ,   5 ,   1 ,   7 ,   14 ,   3 ,- ,   11 
,Vila Viçosa,,,,,,,,,,
,Total,   302 ,   9 ,   6 ,   2 ,   2 ,   16 ,   112 ,   13 ,- ,   8 
,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   12 ,- ,   1 ,- ,- ,   1 ,   2 ,   2 ,- ,   4 
,35 - 44,   29 ,   1 ,- ,   2 ,- ,   2 ,   7 ,- ,- ,   2 
,45 - 54,   47 ,   1 ,   1 ,- ,- ,   1 ,   16 ,- ,- ,   1 
,55 - 64,   83 ,   2 ,   2 ,- ,   1 ,   5 ,   34 ,   4 ,- ,- 
,>= 65,   131 ,   5 ,   2 ,- ,   1 ,   7 ,   53 ,   7 ,- ,   1 
Baixo Alentejo,,,,,,,,,,,
Total,,  9 471 ,  1 685 ,   573 ,   67 ,   360 ,   215 ,  2 120 ,   319 ,   9 ,   128 
15 - 24,,   47 ,   5 ,   6 ,- ,   2 ,   2 ,   2 ,- ,- ,   3 
25 - 34,,   476 ,   89 ,   45 ,- ,   10 ,   4 ,   51 ,   10 ,- ,   17 
35 - 44,,  1 170 ,   235 ,   113 ,   7 ,   35 ,   12 ,   165 ,   31 ,   3 ,   24 
45 - 54,,  1 669 ,   291 ,   123 ,   12 ,   72 ,   48 ,   318 ,   44 ,   1 ,   33 
55 - 64,,  2 446 ,   412 ,   131 ,   19 ,   83 ,   51 ,   527 ,   106 ,   3 ,   27 
>= 65,,  3 663 ,   653 ,   155 ,   29 ,   158 ,   98 ,  1 057 ,   128 ,   2 ,   24 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,
