Origem do rendimento do agregado doméstico do produtor singular (Alentejo Central - Mourão),,,,,,,,,
,,,,,,,,,Pág 4/7
,,,Alandroal,Arraiolos,Borba,Estremoz,Évora,Montemor-o-Novo,Mourão
Total explorações com produtor singular,,,   877 ,   366 ,   498 ,  1 059 ,  1 065 ,   747 ,   350 
Exclusivamente da actividade da exploração,,,   78 ,   52 ,   30 ,   74 ,   92 ,   110 ,   17 
Principalmente da actividade da exploração,,,   137 ,   72 ,   88 ,   192 ,   188 ,   188 ,   50 
,Salários do sector primário,,   24 ,   9 ,   10 ,   19 ,   18 ,   28 ,   8 
,,1ª opção,   21 ,   7 ,   6 ,   18 ,   15 ,   23 ,   7 
,,2ª opção,   3 ,   2 ,   4 ,   1 ,   3 ,   5 ,   1 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Salários do sector secúndário,,   19 ,   3 ,   13 ,   15 ,   18 ,   21 ,   6 
,,1ª opção,   16 ,   1 ,   10 ,   11 ,   12 ,   15 ,   4 
,,2ª opção,   3 ,   1 ,   3 ,   3 ,   5 ,   6 ,   2 
,,3ª opção,- ,   1 ,- ,   1 ,   1 ,- ,- 
,Salários do sector terciário,,   34 ,   31 ,   19 ,   40 ,   55 ,   66 ,   11 
,,1ª opção,   32 ,   23 ,   16 ,   33 ,   40 ,   51 ,   11 
,,2ª opção,   2 ,   8 ,   3 ,   7 ,   15 ,   13 ,- 
,,3ª opção,- ,- ,- ,- ,- ,   2 ,- 
,Actividade empresarial,,   4 ,   17 ,   16 ,   22 ,   49 ,   43 ,   2 
,,1ª opção,   4 ,   16 ,   13 ,   20 ,   39 ,   38 ,   2 
,,2ª opção,- ,   1 ,   2 ,   2 ,   9 ,   4 ,- 
,,3ª opção,- ,- ,   1 ,- ,   1 ,   1 ,- 
,Pensões rurais/reformas,,   70 ,   26 ,   50 ,   122 ,   88 ,   77 ,   29 
,,1ª opção,   63 ,   24 ,   39 ,   106 ,   75 ,   59 ,   26 
,,2ª opção,   7 ,   2 ,   10 ,   14 ,   11 ,   16 ,   2 
,,3ª opção,- ,- ,   1 ,   2 ,   2 ,   2 ,   1 
,Juros e dividendos,,- ,- ,   1 ,   1 ,   4 ,   4 ,- 
,,1ª opção,- ,- ,- ,   1 ,   3 ,   2 ,- 
,,2ª opção,- ,- ,   1 ,- ,   1 ,   2 ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Remessas de emigrantes,,- ,- ,- ,- ,- ,- ,- 
,,1ª opção,- ,- ,- ,- ,- ,- ,- 
,,2ª opção,- ,- ,- ,- ,- ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
,Outras,,   2 ,   2 ,   5 ,   3 ,   8 ,- ,- 
,,1ª opção,   1 ,   1 ,   4 ,   3 ,   4 ,- ,- 
,,2ª opção,   1 ,   1 ,   1 ,- ,   4 ,- ,- 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
Principalmente origem exterior à actividade da exploração,,,   662 ,   242 ,   380 ,   793 ,   785 ,   449 ,   283 
,Salários do sector primário,,   78 ,   28 ,   46 ,   103 ,   96 ,   57 ,   34 
,,1ª opção,   57 ,   24 ,   25 ,   66 ,   69 ,   45 ,   27 
,,2ª opção,   17 ,   4 ,   18 ,   34 ,   22 ,   9 ,   7 
,,3ª opção,   4 ,- ,   3 ,   3 ,   5 ,   3 ,- 
,Salários do sector secúndário,,   114 ,   22 ,   95 ,   103 ,   122 ,   68 ,   63 
,,1ª opção,   95 ,   12 ,   66 ,   72 ,   77 ,   36 ,   32 
,,2ª opção,   19 ,   9 ,   27 ,   25 ,   36 ,   25 ,   30 
,,3ª opção,- ,   1 ,   2 ,   6 ,   9 ,   7 ,   1 
,Salários do sector terciário,,   131 ,   83 ,   105 ,   235 ,   307 ,   152 ,   99 
,,1ª opção,   102 ,   49 ,   62 ,   153 ,   191 ,   82 ,   57 
,,2ª opção,   26 ,   30 ,   38 ,   73 ,   110 ,   64 ,   38 
,,3ª opção,   3 ,   4 ,   5 ,   9 ,   6 ,   6 ,   4 
,Actividade empresarial,,   18 ,   54 ,   85 ,   172 ,   154 ,   94 ,   5 
,,1ª opção,   14 ,   42 ,   65 ,   148 ,   101 ,   85 ,   5 
,,2ª opção,   4 ,   11 ,   18 ,   24 ,   49 ,   9 ,- 
,,3ª opção,- ,   1 ,   2 ,- ,   4 ,- ,- 
,Pensões rurais/reformas,,   451 ,   136 ,   210 ,   483 ,   411 ,   244 ,   183 
,,1ª opção,   389 ,   106 ,   159 ,   345 ,   336 ,   192 ,   159 
,,2ª opção,   59 ,   25 ,   43 ,   121 ,   66 ,   41 ,   23 
,,3ª opção,   3 ,   5 ,   8 ,   17 ,   9 ,   11 ,   1 
,Juros e dividendos,,- ,   3 ,   1 ,   10 ,   4 ,   4 ,   2 
,,1ª opção,- ,   1 ,   1 ,   5 ,- ,   2 ,- 
,,2ª opção,- ,   2 ,- ,   5 ,   3 ,   2 ,   2 
,,3ª opção,- ,- ,- ,- ,   1 ,- ,- 
,Remessas de emigrantes,,- ,   1 ,   1 ,   1 ,   2 ,   3 ,   6 
,,1ª opção,- ,   1 ,   1 ,- ,   2 ,   3 ,   3 
,,2ª opção,- ,- ,- ,   1 ,- ,- ,   2 
,,3ª opção,- ,- ,- ,- ,- ,- ,   1 
,Outras,,   7 ,   10 ,   6 ,   9 ,   15 ,   7 ,   2 
,,1ª opção,   5 ,   7 ,   1 ,   4 ,   9 ,   4 ,- 
,,2ª opção,   2 ,   3 ,   5 ,   5 ,   6 ,   3 ,   2 
,,3ª opção,- ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
