População e mão-de-obra agrícola familiar (UTA) (Baixo Alentejo - Vidigueira),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Pág 2/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGIÃO AGRÁRIA,,População familiar total,,,,População familiar com tempo de actividade na exploração,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nut III / Concelho,,Total,Produtor,Cônjuge,Outros membros,Total,Produtor,Cônjuge,Outros membros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borba,ind (nº),  1 346 ,   498 ,   398 ,   450 ,  1 050 ,   498 ,   299 ,   253 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   367 ,   229 ,   86 ,   52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estremoz,ind (nº),  2 825 ,  1 059 ,   832 ,   934 ,  1 930 ,  1 059 ,   521 ,   350 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   707 ,   489 ,   143 ,   75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Évora,ind (nº),  3 049 ,  1 065 ,   883 ,  1 101 ,  2 084 ,  1 065 ,   541 ,   478 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   847 ,   532 ,   187 ,   128 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montemor-o-Novo,ind (nº),  2 130 ,   747 ,   624 ,   759 ,  1 641 ,   747 ,   477 ,   417 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   680 ,   427 ,   145 ,   108 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mourão,ind (nº),   953 ,   350 ,   273 ,   330 ,   816 ,   350 ,   260 ,   206 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   218 ,   132 ,   47 ,   39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portel,ind (nº),  2 049 ,   742 ,   565 ,   742 ,  1 535 ,   742 ,   387 ,   406 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   407 ,   259 ,   82 ,   66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redondo,ind (nº),  1 848 ,   644 ,   517 ,   687 ,  1 187 ,   644 ,   266 ,   277 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   353 ,   240 ,   55 ,   58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reguengos de Monsaraz,ind (nº),  2 537 ,   966 ,   780 ,   791 ,  2 305 ,   966 ,   763 ,   576 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   785 ,   462 ,   214 ,   109 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sousel,ind (nº),  1 308 ,   507 ,   392 ,   409 ,   785 ,   507 ,   157 ,   121 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   277 ,   202 ,   46 ,   29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendas Novas,ind (nº),   643 ,   219 ,   189 ,   235 ,   438 ,   219 ,   135 ,   84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   248 ,   144 ,   69 ,   35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viana do Alentejo,ind (nº),   797 ,   297 ,   243 ,   257 ,   577 ,   297 ,   156 ,   124 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   292 ,   189 ,   62 ,   41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vila Viçosa,ind (nº),   808 ,   302 ,   238 ,   268 ,   516 ,   302 ,   135 ,   79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   194 ,   138 ,   38 ,   18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baixo Alentejo,ind (nº),  26 235 ,  9 471 ,  7 481 ,  9 283 ,  18 004 ,  9 471 ,  5 044 ,  3 489 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,  6 391 ,  4 279 ,  1 316 ,   796 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aljustrel,ind (nº),  1 375 ,   459 ,   375 ,   541 ,  1 002 ,   459 ,   312 ,   231 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   352 ,   255 ,   57 ,   40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almodôvar,ind (nº),  2 038 ,   713 ,   570 ,   755 ,  1 619 ,   713 ,   508 ,   398 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   573 ,   365 ,   132 ,   76 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvito,ind (nº),   548 ,   215 ,   174 ,   159 ,   346 ,   215 ,   94 ,   37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   178 ,   121 ,   42 ,   15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrancos,ind (nº),   694 ,   279 ,   195 ,   220 ,   334 ,   279 ,   32 ,   23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   79 ,   64 ,   9 ,   6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beja,ind (nº),  3 261 ,  1 130 ,   905 ,  1 226 ,  1 792 ,  1 130 ,   339 ,   323 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   791 ,   588 ,   102 ,   101 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castro Verde,ind (nº),   782 ,   254 ,   204 ,   324 ,   646 ,   254 ,   197 ,   195 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   262 ,   169 ,   52 ,   41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,ind (nº),  1 132 ,   425 ,   348 ,   359 ,   670 ,   425 ,   158 ,   87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   224 ,   165 ,   41 ,   18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferreira do Alentejo,ind (nº),  1 945 ,   714 ,   579 ,   652 ,  1 517 ,   714 ,   496 ,   307 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   487 ,   344 ,   93 ,   50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mértola,ind (nº),  1 950 ,   684 ,   530 ,   736 ,  1 369 ,   684 ,   416 ,   269 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   582 ,   368 ,   126 ,   88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moura,ind (nº),  4 258 ,  1 549 ,  1 226 ,  1 483 ,  2 790 ,  1 549 ,   770 ,   471 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   835 ,   552 ,   179 ,   104 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ourique,ind (nº),  1 689 ,   640 ,   485 ,   564 ,  1 332 ,   640 ,   421 ,   271 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   438 ,   291 ,   100 ,   47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serpa,ind (nº),  4 940 ,  1 818 ,  1 429 ,  1 693 ,  3 383 ,  1 818 ,   948 ,   617 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,  1 188 ,   734 ,   301 ,   153 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vidigueira,ind (nº),  1 623 ,   591 ,   461 ,   571 ,  1 204 ,   591 ,   353 ,   260 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UTA,- ,- ,- ,- ,   402 ,   263 ,   82 ,   57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
















,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
