Produtor singular segundo a OTE e as classes de idade (Bovinos para Gado/Carne / Alto Alentejo - Elvas),,,,,,,,,,,
,25 - 34,   20 ,- ,- ,- ,- ,- ,   5 ,- ,- ,   3 
,35 - 44,   51 ,   2 ,- ,- ,- ,   1 ,   17 ,- ,   1 ,   2 
,45 - 54,   68 ,   4 ,   1 ,- ,- ,   2 ,   23 ,   3 ,   1 ,   2 
,55 - 64,   107 ,- ,   4 ,   1 ,   1 ,   1 ,   40 ,   2 ,   2 ,   3 
,>= 65,   216 ,   6 ,   10 ,- ,   1 ,   1 ,   113 ,   5 ,   1 ,   5 
,Avis,,,,,,,,,,
,Total,   437 ,   27 ,   50 ,   8 ,   1 ,   1 ,   171 ,   5 ,   1 ,   6 
,15 - 24,   4 ,   1 ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   22 ,   5 ,   5 ,- ,   1 ,- ,   1 ,- ,- ,- 
,35 - 44,   53 ,   5 ,   14 ,- ,- ,- ,   14 ,   1 ,   1 ,- 
,45 - 54,   78 ,   5 ,   11 ,- ,- ,- ,   27 ,- ,- ,   3 
,55 - 64,   87 ,   6 ,   3 ,   4 ,- ,- ,   36 ,   1 ,- ,   2 
,>= 65,   193 ,   5 ,   17 ,   4 ,- ,   1 ,   93 ,   3 ,- ,   1 
,Campo Maior,,,,,,,,,,
,Total,   651 ,   63 ,   16 ,   1 ,   8 ,   7 ,   412 ,   22 ,- ,   2 
,15 - 24,   4 ,- ,- ,- ,- ,- ,   2 ,- ,- ,- 
,25 - 34,   25 ,   7 ,   1 ,- ,- ,- ,   10 ,   1 ,- ,   1 
,35 - 44,   71 ,   13 ,   7 ,   1 ,- ,- ,   33 ,   3 ,- ,- 
,45 - 54,   122 ,   12 ,- ,- ,- ,   3 ,   80 ,   4 ,- ,- 
,55 - 64,   165 ,   12 ,   2 ,- ,   3 ,   1 ,   111 ,   4 ,- ,   1 
,>= 65,   264 ,   19 ,   6 ,- ,   5 ,   3 ,   176 ,   10 ,- ,- 
,Castelo de Vide,,,,,,,,,,
,Total,   298 ,   1 ,   10 ,   24 ,- ,- ,   68 ,   28 ,   1 ,   16 
,15 - 24,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,25 - 34,   13 ,- ,- ,- ,- ,- ,   3 ,   2 ,- ,- 
,35 - 44,   28 ,   1 ,- ,   2 ,- ,- ,   5 ,   1 ,- ,   4 
,45 - 54,   46 ,- ,   1 ,- ,- ,- ,   9 ,   4 ,   1 ,   4 
,55 - 64,   68 ,- ,   2 ,   5 ,- ,- ,   15 ,   9 ,- ,   5 
,>= 65,   142 ,- ,   7 ,   17 ,- ,- ,   36 ,   12 ,- ,   3 
,Crato,,,,,,,,,,
,Total,   450 ,   5 ,   5 ,   1 ,   5 ,- ,   116 ,   11 ,   3 ,   38 
,15 - 24,   4 ,- ,- ,- ,- ,- ,- ,   1 ,- ,   1 
,25 - 34,   17 ,- ,- ,- ,- ,- ,- ,- ,- ,   5 
,35 - 44,   50 ,- ,- ,- ,   1 ,- ,   3 ,- ,   1 ,   11 
,45 - 54,   71 ,   1 ,   2 ,- ,   4 ,- ,   14 ,   1 ,   1 ,   9 
,55 - 64,   93 ,   1 ,- ,- ,- ,- ,   25 ,   4 ,- ,   6 
,>= 65,   215 ,   3 ,   3 ,   1 ,- ,- ,   74 ,   5 ,   1 ,   6 
,Elvas,,,,,,,,,,
,Total,   767 ,   114 ,   48 ,   16 ,   3 ,   32 ,   271 ,   33 ,   1 ,   21 
,15 - 24,   7 ,   1 ,   1 ,   1 ,- ,- ,   1 ,- ,- ,   2 
,25 - 34,   43 ,   7 ,   3 ,- ,- ,   1 ,   7 ,   2 ,- ,   3 
,35 - 44,   98 ,   23 ,   10 ,   2 ,- ,   6 ,   19 ,   2 ,- ,   2 
,45 - 54,   140 ,   16 ,   6 ,   2 ,   1 ,   3 ,   43 ,   7 ,- ,   3 
,55 - 64,   186 ,   31 ,   16 ,   3 ,   1 ,   6 ,   59 ,   9 ,   1 ,   7 
,>= 65,   293 ,   36 ,   12 ,   8 ,   1 ,   16 ,   142 ,   13 ,- ,   4 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,
