"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (OTE / Alentejo Central - Mourão)",,,,,,,,
,,,,,,,,Pág 8/14
,,Alandroal,Arraiolos,Borba,Estremoz,Évora,Montemor-o-Novo,Mourão
OTE,expl (nº),   906 ,   401 ,   532 ,  1 109 ,  1 165 ,   827 ,   369 
,SAL (ha),  42 025 ,  54 821 ,  8 277 ,  41 270 ,  108 762 ,  90 381 ,  27 484 
Cereais plantas olea./proteaginosas,expl (nº),   34 ,   58 ,   7 ,   107 ,   245 ,   33 ,   19 
,SAL (ha),  4 137 ,  5 399 ,   283 ,  2 469 ,  19 939 ,  6 060 ,  3 245 
Culturas agrícolas diversas,expl (nº),   24 ,   28 ,   3 ,   38 ,   82 ,   37 ,   14 
,SAL (ha),  1 229 ,  2 133 ,   5 ,   468 ,  6 675 ,  1 360 ,  1 191 
Horticultura,expl (nº),   2 ,   8 ,   32 ,   50 ,   37 ,   17 ,- 
,SAL (ha),... ,   22 ,   118 ,   255 ,   108 ,   39 ,- 
Viticultura,expl (nº),   9 ,   2 ,   100 ,   73 ,   59 ,   10 ,   17 
,SAL (ha),   195 ,... ,  2 452 ,  1 238 ,  1 412 ,   656 ,  1 082 
Fruticultura,expl (nº),   5 ,   3 ,   14 ,   18 ,   24 ,   10 ,   4 
,SAL (ha),   265 ,   11 ,   35 ,   71 ,   149 ,   36 ,   28 
Olivicultura,expl (nº),   348 ,   37 ,   152 ,   242 ,   102 ,   97 ,   139 
,SAL (ha),  2 024 ,   168 ,   411 ,  2 275 ,   555 ,   514 ,   568 
Culturas permanentes diversas,expl (nº),   17 ,   4 ,   24 ,   29 ,   34 ,   21 ,   34 
,SAL (ha),   716 ,   204 ,   206 ,   828 ,   844 ,   234 ,   926 
Bovinos de leite,expl (nº),   26 ,   2 ,   2 ,   14 ,   7 ,   4 ,- 
,SAL (ha),   643 ,... ,... ,   101 ,  1 451 ,   578 ,- 
Bovinos para gado/carne,expl (nº),   9 ,   26 ,   2 ,   21 ,   57 ,   103 ,   11 
,SAL (ha),  1 572 ,  6 595 ,... ,  1 102 ,  18 226 ,  23 695 ,  4 692 
Bovinos para leite/gado/carne,expl (nº),   17 ,   2 ,   3 ,   7 ,   6 ,   5 ,- 
,SAL (ha),   547 ,... ,   65 ,   562 ,   472 ,   495 ,- 
Ovinos/caprinos/out. herbívoros,expl (nº),   134 ,   64 ,   55 ,   177 ,   147 ,   169 ,   33 
,SAL (ha),  4 409 ,  8 377 ,   396 ,  4 562 ,  3 968 ,  15 560 ,  2 106 
Granívoros,expl (nº),   16 ,   13 ,   12 ,   19 ,   26 ,   26 ,   3 
,SAL (ha),   576 ,  1 704 ,   60 ,   97 ,   886 ,  2 147 ,   32 
Policultura,expl (nº),   72 ,   59 ,   54 ,   115 ,   111 ,   63 ,   37 
,SAL (ha),  8 363 ,  6 920 ,  1 664 ,  6 780 ,  16 720 ,  3 451 ,  1 730 
Polipecuária-herbívoros,expl (nº),   37 ,   21 ,   11 ,   38 ,   33 ,   37 ,   17 
,SAL (ha),  6 619 ,  5 835 ,   199 ,  1 929 ,  6 346 ,  10 666 ,  2 135 
Polipecuária-granívoros,expl (nº),   15 ,   13 ,   6 ,   19 ,   25 ,   29 ,   4 
,SAL (ha),  1 531 ,  1 315 ,   58 ,   562 ,  2 756 ,  3 704 ,  1 866 
Agricultura geral e herbívoros,expl (nº),   27 ,   26 ,   7 ,   51 ,   59 ,   45 ,   16 
,SAL (ha),  5 682 ,  14 394 ,  1 969 ,  12 395 ,  23 821 ,  17 133 ,  7 589 
Culturas diversas e gado,expl (nº),   94 ,   33 ,   46 ,   72 ,   87 ,   110 ,   20 
,SAL (ha),  3 443 ,  1 271 ,   340 ,  5 486 ,  4 346 ,  3 887 ,   290 
Não classificadas,expl (nº),   20 ,   2 ,   2 ,   19 ,   24 ,   11 ,   1 
,SAL (ha),   59 ,... ,... ,   87 ,   86 ,   169 ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
