"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Exploração Agrícola / Baixo Alentejo - Castro Verde)",,,,,,,,
,,,,,,,,Pág 11/14
,,Baixo Alentejo,Aljustrel,Almodôvar,Alvito,Barrancos,Beja,Castro Verde
Explorações agrícolas,expl (nº),  9 846 ,   486 ,   719 ,   231 ,   281 ,  1 217 ,   275 
,SAL (ha),  612 540 ,  39 142 ,  37 859 ,  15 615 ,  13 893 ,  90 766 ,  47 710 
Sem SAU,expl (nº),   379 ,   39 ,   59 ,   8 ,   21 ,   33 ,   26 
> 0 a < 1,expl (nº),   514 ,   1 ,   60 ,   18 ,   64 ,   59 ,   6 
,SAL (ha),   314 ,... ,   25 ,   11 ,   42 ,   36 ,   3 
1 a < 2,expl (nº),  1 033 ,   24 ,   68 ,   36 ,   68 ,   126 ,   9 
,SAL (ha),  1 449 ,   31 ,   95 ,   49 ,   98 ,   173 ,   13 
2 a < 5,expl (nº),  1 742 ,   68 ,   89 ,   52 ,   50 ,   224 ,   22 
,SAL (ha),  5 704 ,   211 ,   290 ,   152 ,   152 ,   701 ,   72 
5 a < 10,expl (nº),  1 404 ,   64 ,   72 ,   27 ,   22 ,   170 ,   18 
,SAL (ha),  9 964 ,   448 ,   528 ,   195 ,   149 ,  1 220 ,   126 
10 a < 20,expl (nº),  1 310 ,   79 ,   92 ,   22 ,   11 ,   140 ,   15 
,SAL (ha),  18 687 ,  1 105 ,  1 329 ,   295 ,   168 ,  2 008 ,   204 
20 a < 50,expl (nº),  1 291 ,   78 ,   97 ,   17 ,   8 ,   146 ,   36 
,SAL (ha),  41 169 ,  2 388 ,  3 192 ,   562 ,   237 ,  4 927 ,  1 196 
50 a < 100,expl (nº),   723 ,   38 ,   81 ,   5 ,   6 ,   101 ,   27 
,SAL (ha),  51 445 ,  2 874 ,  5 847 ,   404 ,   377 ,  7 271 ,  2 050 
>= 100,expl (nº),  1 450 ,   95 ,   101 ,   46 ,   31 ,   218 ,   116 
,SAL (ha),  483 813 ,  32 083 ,  26 556 ,  13 950 ,  12 671 ,  74 427 ,  44 046 
Classes de dimensão económica - (UDE),expl (nº),  9 725 ,   474 ,   718 ,   231 ,   281 ,  1 205 ,   272 
,SAL (ha),  611 315 ,  39 058 ,  37 779 ,  15 615 ,  13 893 ,  90 729 ,  47 706 
> 0 a < 2,expl (nº),  4 141 ,   108 ,   365 ,   92 ,   213 ,   413 ,   75 
,SAL (ha),  24 970 ,   411 ,  3 687 ,   296 ,   451 ,  1 269 ,   892 
2 a < 4,expl (nº),  1 411 ,   75 ,   117 ,   37 ,   24 ,   185 ,   30 
,SAL (ha),  21 343 ,   664 ,  2 984 ,   249 ,   561 ,  1 651 ,   693 
4 a < 8,expl (nº),  1 282 ,   69 ,   106 ,   30 ,   8 ,   154 ,   27 
,SAL (ha),  35 895 ,  1 053 ,  5 539 ,   673 ,   961 ,  4 028 ,  1 482 
8 a < 16,expl (nº),  1 079 ,   62 ,   54 ,   25 ,   16 ,   137 ,   33 
,SAL (ha),  60 109 ,  1 462 ,  5 599 ,   912 ,  2 297 ,  5 311 ,  3 080 
16 a < 40,expl (nº),  1 033 ,   86 ,   62 ,   27 ,   10 ,   140 ,   52 
,SAL (ha),  138 862 ,  6 843 ,  12 782 ,  4 598 ,  3 817 ,  14 834 ,  10 071 
40 a < 100,expl (nº),   537 ,   53 ,   12 ,   15 ,   10 ,   115 ,   41 
,SAL (ha),  176 524 ,  14 602 ,  4 929 ,  5 798 ,  5 806 ,  26 852 ,  20 094 
> = 100,expl (nº),   242 ,   21 ,   2 ,   5 ,- ,   61 ,   14 
,SAL (ha),  153 619 ,  14 024 ,... ,  3 090 ,- ,  36 790 ,  11 394 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
