"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Exploração Agrícola / Alentejo Central - Mourão)",,,,,,,,
,,,,,,,,Pág 7/14
,,Alandroal,Arraiolos,Borba,Estremoz,Évora,Montemor-o-Novo,Mourão
Explorações agrícolas,expl (nº),   906 ,   401 ,   532 ,  1 109 ,  1 165 ,   827 ,   369 
,SAL (ha),  42 025 ,  54 821 ,  8 277 ,  41 270 ,  108 762 ,  90 381 ,  27 484 
Sem SAU,expl (nº),   31 ,   24 ,   21 ,   57 ,   25 ,   23 ,   7 
> 0 a < 1,expl (nº),   123 ,   19 ,   123 ,   141 ,   89 ,   68 ,   39 
,SAL (ha),   81 ,   15 ,   81 ,   88 ,   59 ,   51 ,   25 
1 a < 2,expl (nº),   154 ,   43 ,   120 ,   177 ,   214 ,   99 ,   65 
,SAL (ha),   208 ,   63 ,   171 ,   248 ,   309 ,   148 ,   92 
2 a < 5,expl (nº),   178 ,   58 ,   118 ,   209 ,   296 ,   167 ,   62 
,SAL (ha),   577 ,   185 ,   369 ,   677 ,   930 ,   520 ,   211 
5 a < 10,expl (nº),   122 ,   41 ,   56 ,   162 ,   138 ,   74 ,   56 
,SAL (ha),   890 ,   309 ,   375 ,  1 127 ,   967 ,   526 ,   410 
10 a < 20,expl (nº),   83 ,   53 ,   33 ,   130 ,   92 ,   64 ,   39 
,SAL (ha),  1 157 ,   745 ,   434 ,  1 832 ,  1 267 ,   914 ,   516 
20 a < 50,expl (nº),   84 ,   32 ,   23 ,   96 ,   67 ,   75 ,   39 
,SAL (ha),  2 699 ,   987 ,   658 ,  2 908 ,  2 084 ,  2 399 ,  1 280 
50 a < 100,expl (nº),   42 ,   19 ,   16 ,   55 ,   35 ,   44 ,   11 
,SAL (ha),  2 894 ,  1 420 ,  1 065 ,  3 974 ,  2 370 ,  3 307 ,   808 
>= 100,expl (nº),   89 ,   112 ,   22 ,   82 ,   209 ,   213 ,   51 
,SAL (ha),  33 520 ,  51 096 ,  5 126 ,  30 422 ,  100 772 ,  82 517 ,  24 143 
Classes de dimensão económica - (UDE),expl (nº),   886 ,   399 ,   530 ,  1 090 ,  1 141 ,   816 ,   368 
,SAL (ha),  41 966 ,  54 781 ,  8 270 ,  41 183 ,  108 676 ,  90 212 ,  27 483 
> 0 a < 2,expl (nº),   573 ,   123 ,   272 ,   526 ,   559 ,   317 ,   212 
,SAL (ha),  2 753 ,   473 ,   474 ,  1 405 ,  1 972 ,  1 524 ,  1 122 
2 a < 4,expl (nº),   79 ,   68 ,   61 ,   154 ,   146 ,   89 ,   37 
,SAL (ha),  1 322 ,   642 ,   281 ,  1 905 ,  1 388 ,  1 146 ,   491 
4 a < 8,expl (nº),   68 ,   54 ,   66 ,   135 ,   111 ,   95 ,   39 
,SAL (ha),  1 859 ,  1 448 ,   304 ,  2 274 ,  2 314 ,  2 674 ,  1 615 
8 a < 16,expl (nº),   56 ,   33 ,   58 ,   111 ,   80 ,   78 ,   29 
,SAL (ha),  3 501 ,  2 412 ,   887 ,  3 702 ,  3 359 ,  6 476 ,  1 490 
16 a < 40,expl (nº),   68 ,   51 ,   40 ,   113 ,   112 ,   121 ,   24 
,SAL (ha),  8 864 ,  10 114 ,  1 639 ,  11 996 ,  17 437 ,  25 181 ,  3 791 
40 a < 100,expl (nº),   28 ,   46 ,   21 ,   35 ,   81 ,   79 ,   19 
,SAL (ha),  10 474 ,  20 877 ,  3 049 ,  8 126 ,  34 360 ,  30 975 ,  7 538 
> = 100,expl (nº),   14 ,   24 ,   12 ,   16 ,   52 ,   37 ,   8 
,SAL (ha),  13 195 ,  18 816 ,  1 633 ,  11 775 ,  47 848 ,  22 235 ,  11 438 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,
