Máquinas e equipamentos (Baixo Alentejo - Vidigueira),,,,,,,,,,,,,,
,,,,,,,,,,,,,,Pág 5/5
,,,Almodôvar,Alvito,Barrancos,Beja,Castro Verde,Cuba,Ferreira do Alentejo,Mértola,Moura,Ourique,Serpa,Vidigueira
Explorações que utilizam tractores,,expl (nº),   454 ,   194 ,   38 ,  1 057 ,   232 ,   372 ,   607 ,   390 ,  1 442 ,   366 ,  1 608 ,   564 
Máquinas pertencentes à exploração,,,,,,,,,,,,,,
Tractores ( de rodas e de rasto),,expl (nº),   227 ,   90 ,   30 ,   606 ,   165 ,   131 ,   439 ,   254 ,   782 ,   179 ,   807 ,   244 
,,máq (nº),   313 ,   175 ,   44 ,  1 209 ,   365 ,   214 ,   792 ,   480 ,  1 074 ,   312 ,  1 192 ,   401 
,De menos de 20 c.v.,expl (nº),   10 ,   1 ,- ,   11 ,   4 ,   1 ,   2 ,   4 ,   7 ,   1 ,   2 ,   4 
,,máq (nº),   10 ,... ,- ,   11 ,   4 ,... ,... ,   4 ,   7 ,... ,... ,   4 
,De 20 a menos de 34 c.v.,expl (nº),   8 ,   6 ,   2 ,   23 ,   4 ,   5 ,   5 ,   4 ,   10 ,   8 ,   10 ,   17 
,,máq (nº),   8 ,   6 ,... ,   23 ,   4 ,   5 ,   5 ,   4 ,   10 ,   8 ,   11 ,   17 
,De 34 a menos de 55 c.v.,expl (nº),   32 ,   21 ,   7 ,   109 ,   21 ,   27 ,   44 ,   25 ,   194 ,   16 ,   150 ,   50 
,,máq (nº),   32 ,   23 ,   7 ,   116 ,   21 ,   28 ,   59 ,   27 ,   202 ,   17 ,   155 ,   51 
,De 55 a menos de 82 c.v.,expl (nº),   170 ,   63 ,   25 ,   400 ,   126 ,   103 ,   343 ,   197 ,   551 ,   144 ,   612 ,   168 
,,máq (nº),   210 ,   89 ,   28 ,   560 ,   188 ,   129 ,   467 ,   283 ,   692 ,   194 ,   757 ,   209 
,De 82 a menos de 109 c.v,expl (nº),   35 ,   24 ,   3 ,   230 ,   66 ,   27 ,   139 ,   100 ,   90 ,   53 ,   144 ,   51 
,,máq (nº),   37 ,   34 ,   4 ,   334 ,   106 ,   35 ,   189 ,   132 ,   124 ,   65 ,   199 ,   79 
,De 109 c.v. e mais,expl (nº),   13 ,   13 ,   2 ,   109 ,   33 ,   11 ,   45 ,   23 ,   32 ,   22 ,   49 ,   26 
,,máq (nº),   16 ,   22 ,... ,   165 ,   42 ,   16 ,   70 ,   30 ,   39 ,   27 ,   68 ,   41 
Motocultivadores,,expl (nº),   42 ,   7 ,- ,   43 ,   15 ,   23 ,   4 ,   18 ,   11 ,   17 ,   18 ,   25 
,,máq (nº),   42 ,   7 ,- ,   44 ,   15 ,   23 ,   5 ,   18 ,   11 ,   17 ,   20 ,   26 
Motoenxadas (motofresas),,expl (nº),   35 ,   12 ,- ,   19 ,   10 ,   4 ,   1 ,   5 ,   3 ,   5 ,   4 ,   8 
,,máq (nº),   35 ,   12 ,- ,   19 ,   10 ,   4 ,... ,   5 ,   3 ,   5 ,   4 ,   8 
Motoceifeiras (motogadanheiras),,expl (nº),   26 ,- ,- ,   6 ,   1 ,   1 ,- ,   5 ,   5 ,   12 ,   3 ,   2 
