Principais culturas permanentes (Baixo Alentejo - Vidigueira),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Pág 2/2,,,,,,,,,,
REGIÃO AGRÁRIA /NutIII / Concelho,,,Culturas Permanentes,Frutos frescos,Citrinos,Frutos sub-tropicais,Frutos secos,Olival,Vinha,Viveiros,Chá,Vime,Outras culturas permanentes,,,,,,,,,,
,Borba,expl (nº),   468 ,   82 ,   63 ,- ,   1 ,   400 ,   141 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  2 750 ,   118 ,   26 ,- ,... ,  1 278 ,  1 326 ,- ,- ,- ,- ,,,,,,,,,,
,Estremoz,expl (nº),   816 ,   34 ,   59 ,- ,   15 ,   744 ,   127 ,   1 ,- ,- ,- ,,,,,,,,,,
,,área (ha),  6 526 ,   50 ,   17 ,- ,   37 ,  5 121 ,  1 299 ,... ,- ,- ,- ,,,,,,,,,,
,Évora,expl (nº),   690 ,   90 ,   239 ,   3 ,   27 ,   550 ,   139 ,   1 ,- ,- ,- ,,,,,,,,,,
,,área (ha),  4 559 ,   24 ,   66 ,o ,   6 ,  3 248 ,  1 213 ,... ,- ,- ,- ,,,,,,,,,,
,Montemor-o-Novo,expl (nº),   547 ,   124 ,   191 ,   4 ,   25 ,   482 ,   36 ,   1 ,- ,- ,- ,,,,,,,,,,
,,área (ha),  3 082 ,   22 ,   27 ,   1 ,   6 ,  2 628 ,   343 ,... ,- ,- ,- ,,,,,,,,,,
,Mourão,expl (nº),   313 ,   40 ,   14 ,- ,   10 ,   310 ,   56 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  1 986 ,   24 ,   7 ,- ,   2 ,  1 770 ,   182 ,- ,- ,- ,- ,,,,,,,,,,
,Portel,expl (nº),   689 ,   129 ,   164 ,- ,   40 ,   676 ,   29 ,   1 ,- ,- ,- ,,,,,,,,,,
,,área (ha),  4 256 ,   16 ,   37 ,- ,   2 ,  4 096 ,   104 ,... ,- ,- ,- ,,,,,,,,,,
,Redondo,expl (nº),   557 ,   40 ,   122 ,- ,   6 ,   485 ,   183 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  4 492 ,   5 ,   24 ,- ,   5 ,  2 614 ,  1 844 ,- ,- ,- ,- ,,,,,,,,,,
,Reguengos de Monsaraz,expl (nº),   871 ,   45 ,   152 ,   1 ,   27 ,   713 ,   362 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  5 803 ,   48 ,   78 ,... ,   14 ,  2 667 ,  2 996 ,- ,- ,- ,- ,,,,,,,,,,
,Sousel,expl (nº),   395 ,   3 ,   12 ,- ,   3 ,   386 ,   9 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  5 185 ,   7 ,   4 ,- ,   12 ,  4 999 ,   162 ,- ,- ,- ,- ,,,,,,,,,,
,Vendas Novas,expl (nº),   197 ,   71 ,   152 ,- ,- ,   43 ,   81 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),   630 ,   27 ,   77 ,- ,- ,   156 ,   369 ,- ,- ,- ,- ,,,,,,,,,,
,Viana do Alentejo,expl (nº),   210 ,   33 ,   100 ,- ,   16 ,   168 ,   8 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  1 189 ,   20 ,   65 ,- ,   3 ,  1 093 ,   11 ,- ,- ,- ,- ,,,,,,,,,,
,Vila Viçosa,expl (nº),   260 ,   8 ,   60 ,- ,   4 ,   246 ,   10 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),  1 359 ,   22 ,   46 ,- ,   3 ,  1 218 ,   71 ,- ,- ,- ,- ,,,,,,,,,,
Baixo Alentejo,,expl (nº),  6 087 ,   427 ,   705 ,   2 ,   174 ,  5 715 ,   812 ,   8 ,- ,- ,- ,,,,,,,,,,
,,área (ha),  57 332 ,  1 015 ,   615 ,... ,  1 086 ,  50 389 ,  4 214 ,   15 ,- ,- ,- ,,,,,,,,,,
,Aljustrel,expl (nº),   128 ,   2 ,   9 ,- ,   1 ,   120 ,   9 ,- ,- ,- ,- ,,,,,,,,,,
,,área (ha),   794 ,... ,   5 ,- ,... ,   751 ,   37 ,- ,- ,- ,- ,,,,,,,,,,
,Almodôvar,expl (nº),   286 ,   13 ,   15 ,- ,   4 ,   273 ,   9 ,   2 ,- ,- ,- ,,,,,,,,,,
,,área (ha),   673 ,   26 ,   25 ,- ,   7 ,   594 ,   18 ,... ,- ,- ,- ,
,Alvito,expl (nº),   165 ,   4 ,   44 ,- ,   2 ,   147 ,   13 ,- ,- ,- ,- ,
,,área (ha),  1 610 ,   2 ,   82 ,- ,... ,  1 486 ,   35 ,- ,- ,- ,- ,
,Barrancos,expl (nº),   234 ,   3 ,   2 ,- ,- ,   234 ,- ,- ,- ,- ,- ,
,,área (ha),   914 ,   1 ,... ,- ,- ,   912 ,- ,- ,- ,- ,- ,
,Beja,expl (nº),   630 ,   28 ,   176 ,- ,   16 ,   528 ,   63 ,   2 ,- ,- ,- ,
,,área (ha),  4 311 ,   8 ,   111 ,- ,   60 ,  3 870 ,   255 ,... ,- ,- ,- ,
,Castro Verde,expl (nº),   134 ,   3 ,   35 ,- ,   1 ,   121 ,   4 ,- ,- ,- ,- ,
,,área (ha),   792 ,   1 ,   19 ,- ,... ,   549 ,   223 ,- ,- ,- ,- ,
,Cuba,expl (nº),   307 ,   5 ,   32 ,- ,   2 ,   278 ,   120 ,- ,- ,- ,- ,
